"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"18 to 64 years","Oklahoma","(X)","(X)","14.70%","±0.2",2022
"65 years and over","Oklahoma","(X)","(X)","9.50%","±0.3",2022
"People in families","Oklahoma","(X)","(X)","12.30%","±0.2",2022
"Unrelated individuals 15 years and over","Oklahoma","(X)","(X)","27.50%","±0.4",2022
"All families","Oregon","(X)","(X)","7.30%","±0.2",2022
"With related children of the householder under 18 years","Oregon","(X)","(X)","11.50%","±0.4",2022
"With related children of the householder under 5 years only","Oregon","(X)","(X)","11.50%","±1.2",2022
"Married couple families","Oregon","(X)","(X)","3.80%","±0.2",2022
"With related children of the householder under 18 years","Oregon","(X)","(X)","4.90%","±0.4",2022
"With related children of the householder under 5 years only","Oregon","(X)","(X)","4.00%","±0.7",2022
"Families with female householder, no spouse present","Oregon","(X)","(X)","21.40%","±0.8",2022
"With related children of the householder under 18 years","Oregon","(X)","(X)","29.90%","±1.3",2022
"With related children of the householder under 5 years only","Oregon","(X)","(X)","38.60%","±4.1",2022
"All people","Oregon","(X)","(X)","11.90%","±0.2",2022
"Under 18 years","Oregon","(X)","(X)","13.50%","±0.5",2022
"Related children of the householder under 18 years","Oregon","(X)","(X)","13.00%","±0.5",2022
"Related children of the householder under 5 years","Oregon","(X)","(X)","14.60%","±0.9",2022
"Related children of the householder 5 to 17 years","Oregon","(X)","(X)","12.40%","±0.5",2022
"18 years and over","Oregon","(X)","(X)","11.50%","±0.2",2022
"18 to 64 years","Oregon","(X)","(X)","12.30%","±0.2",2022
"65 years and over","Oregon","(X)","(X)","8.80%","±0.3",2022
"People in families","Oregon","(X)","(X)","7.70%","±0.2",2022
"Unrelated individuals 15 years and over","Oregon","(X)","(X)","24.80%","±0.4",2022
"All families","Pennsylvania","(X)","(X)","8.00%","±0.2",2022
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","13.30%","±0.3",2022
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","12.10%","±0.5",2022
"Married couple families","Pennsylvania","(X)","(X)","3.50%","±0.1",2022
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","4.50%","±0.2",2022
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","3.50%","±0.4",2022
"Families with female householder, no spouse present","Pennsylvania","(X)","(X)","24.50%","±0.5",2022
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","34.20%","±0.8",2022
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","34.20%","±1.6",2022
"All people","Pennsylvania","(X)","(X)","11.80%","±0.1",2022
"Under 18 years","Pennsylvania","(X)","(X)","16.20%","±0.4",2022
"Related children of the householder under 18 years","Pennsylvania","(X)","(X)","15.90%","±0.4",2022
"Related children of the householder under 5 years","Pennsylvania","(X)","(X)","17.30%","±0.5",2022
"Related children of the householder 5 to 17 years","Pennsylvania","(X)","(X)","15.40%","±0.4",2022
"18 years and over","Pennsylvania","(X)","(X)","10.60%","±0.1",2022
"18 to 64 years","Pennsylvania","(X)","(X)","11.20%","±0.1",2022
"65 years and over","Pennsylvania","(X)","(X)","8.90%","±0.1",2022
"People in families","Pennsylvania","(X)","(X)","8.80%","±0.2",2022
"Unrelated individuals 15 years and over","Pennsylvania","(X)","(X)","23.10%","±0.2",2022
"All families","Rhode Island","(X)","(X)","7.20%","±0.5",2022
"With related children of the householder under 18 years","Rhode Island","(X)","(X)","11.80%","±1.0",2022
"With related children of the householder under 5 years only","Rhode Island","(X)","(X)","9.00%","±1.8",2022
"Married couple families","Rhode Island","(X)","(X)","3.30%","±0.4",2022
"With related children of the householder under 18 years","Rhode Island","(X)","(X)","3.90%","±0.7",2022
"With related children of the householder under 5 years only","Rhode Island","(X)","(X)","2.90%","±1.8",2022
"Families with female householder, no spouse present","Rhode Island","(X)","(X)","18.90%","±1.8",2022
"With related children of the householder under 18 years","Rhode Island","(X)","(X)","27.20%","±2.7",2022
"With related children of the householder under 5 years only","Rhode Island","(X)","(X)","31.20%","±6.4",2022
"All people","Rhode Island","(X)","(X)","11.20%","±0.4",2022
"Under 18 years","Rhode Island","(X)","(X)","14.10%","±1.2",2022
"Related children of the householder under 18 years","Rhode Island","(X)","(X)","13.70%","±1.1",2022
"Related children of the householder under 5 years","Rhode Island","(X)","(X)","15.60%","±2.0",2022
"Related children of the householder 5 to 17 years","Rhode Island","(X)","(X)","13.00%","±1.1",2022
"18 years and over","Rhode Island","(X)","(X)","10.50%","±0.4",2022
"18 to 64 years","Rhode Island","(X)","(X)","10.50%","±0.4",2022
"65 years and over","Rhode Island","(X)","(X)","10.70%","±0.6",2022
"People in families","Rhode Island","(X)","(X)","7.50%","±0.5",2022
"Unrelated individuals 15 years and over","Rhode Island","(X)","(X)","23.70%","±0.9",2022
"All families","South Carolina","(X)","(X)","10.20%","±0.2",2022
"With related children of the householder under 18 years","South Carolina","(X)","(X)","16.50%","±0.5",2022
"With related children of the householder under 5 years only","South Carolina","(X)","(X)","15.30%","±1.0",2022
"Married couple families","South Carolina","(X)","(X)","4.60%","±0.2",2022
"With related children of the householder under 18 years","South Carolina","(X)","(X)","5.60%","±0.3",2022
"With related children of the householder under 5 years only","South Carolina","(X)","(X)","4.30%","±0.9",2022
"Families with female householder, no spouse present","South Carolina","(X)","(X)","27.70%","±0.8",2022
"With related children of the householder under 18 years","South Carolina","(X)","(X)","37.50%","±1.1",2022
"With related children of the householder under 5 years only","South Carolina","(X)","(X)","38.90%","±2.8",2022
"All people","South Carolina","(X)","(X)","14.40%","±0.2",2022
"Under 18 years","South Carolina","(X)","(X)","20.30%","±0.6",2022
"Related children of the householder under 18 years","South Carolina","(X)","(X)","20.00%","±0.6",2022
"Related children of the householder under 5 years","South Carolina","(X)","(X)","22.40%","±0.9",2022
"Related children of the householder 5 to 17 years","South Carolina","(X)","(X)","19.20%","±0.6",2022
"18 years and over","South Carolina","(X)","(X)","12.70%","±0.2",2022
"18 to 64 years","South Carolina","(X)","(X)","13.40%","±0.2",2022
"65 years and over","South Carolina","(X)","(X)","10.30%","±0.2",2022
"People in families","South Carolina","(X)","(X)","11.40%","±0.3",2022
"Unrelated individuals 15 years and over","South Carolina","(X)","(X)","26.50%","±0.4",2022
"All families","South Dakota","(X)","(X)","7.50%","±0.3",2022
"With related children of the householder under 18 years","South Dakota","(X)","(X)","11.80%","±0.6",2022
"With related children of the householder under 5 years only","South Dakota","(X)","(X)","12.90%","±2.0",2022
"Married couple families","South Dakota","(X)","(X)","3.40%","±0.3",2022
"With related children of the householder under 18 years","South Dakota","(X)","(X)","4.00%","±0.6",2022
"With related children of the householder under 5 years only","South Dakota","(X)","(X)","3.30%","±1.3",2022
"Families with female householder, no spouse present","South Dakota","(X)","(X)","28.60%","±1.8",2022
"With related children of the householder under 18 years","South Dakota","(X)","(X)","35.00%","±2.1",2022
"With related children of the householder under 5 years only","South Dakota","(X)","(X)","41.80%","±6.9",2022
"All people","South Dakota","(X)","(X)","12.30%","±0.3",2022
"Under 18 years","South Dakota","(X)","(X)","15.40%","±0.7",2022
"Related children of the householder under 18 years","South Dakota","(X)","(X)","15.00%","±0.7",2022
"Related children of the householder under 5 years","South Dakota","(X)","(X)","17.40%","±1.2",2022
"Related children of the householder 5 to 17 years","South Dakota","(X)","(X)","14.20%","±0.8",2022
"18 years and over","South Dakota","(X)","(X)","11.20%","±0.3",2022
"18 to 64 years","South Dakota","(X)","(X)","11.80%","±0.4",2022
"65 years and over","South Dakota","(X)","(X)","9.30%","±0.5",2022
"People in families","South Dakota","(X)","(X)","9.40%","±0.4",2022
"Unrelated individuals 15 years and over","South Dakota","(X)","(X)","22.60%","±0.7",2022
"All families","Tennessee","(X)","(X)","10.00%","±0.2",2022
"With related children of the householder under 18 years","Tennessee","(X)","(X)","15.70%","±0.4",2022
"With related children of the householder under 5 years only","Tennessee","(X)","(X)","15.90%","±0.9",2022
"Married couple families","Tennessee","(X)","(X)","4.90%","±0.1",2022
"With related children of the householder under 18 years","Tennessee","(X)","(X)","6.40%","±0.3",2022
"With related children of the householder under 5 years only","Tennessee","(X)","(X)","5.00%","±0.6",2022
"Families with female householder, no spouse present","Tennessee","(X)","(X)","27.60%","±0.6",2022
"With related children of the householder under 18 years","Tennessee","(X)","(X)","36.60%","±0.8",2022
"With related children of the householder under 5 years only","Tennessee","(X)","(X)","44.30%","±2.2",2022
"All people","Tennessee","(X)","(X)","14.00%","±0.2",2022
"Under 18 years","Tennessee","(X)","(X)","19.20%","±0.5",2022
"Related children of the householder under 18 years","Tennessee","(X)","(X)","18.90%","±0.5",2022
"Related children of the householder under 5 years","Tennessee","(X)","(X)","21.40%","±0.8",2022
"Related children of the householder 5 to 17 years","Tennessee","(X)","(X)","18.00%","±0.5",2022
"18 years and over","Tennessee","(X)","(X)","12.50%","±0.2",2022
"18 to 64 years","Tennessee","(X)","(X)","13.10%","±0.2",2022
"65 years and over","Tennessee","(X)","(X)","10.10%","±0.2",2022
"People in families","Tennessee","(X)","(X)","11.10%","±0.2",2022
"Unrelated individuals 15 years and over","Tennessee","(X)","(X)","25.70%","±0.3",2022
"All families","Texas","(X)","(X)","10.70%","±0.1",2022
"With related children of the householder under 18 years","Texas","(X)","(X)","15.50%","±0.2",2022
"With related children of the householder under 5 years only","Texas","(X)","(X)","14.40%","±0.5",2022
"Married couple families","Texas","(X)","(X)","5.90%","±0.1",2022
"With related children of the householder under 18 years","Texas","(X)","(X)","7.70%","±0.2",2022
"With related children of the householder under 5 years only","Texas","(X)","(X)","6.00%","±0.4",2022
"Families with female householder, no spouse present","Texas","(X)","(X)","27.20%","±0.3",2022
"With related children of the householder under 18 years","Texas","(X)","(X)","35.80%","±0.4",2022
"With related children of the householder under 5 years only","Texas","(X)","(X)","39.90%","±1.5",2022
"All people","Texas","(X)","(X)","13.90%","±0.1",2022
"Under 18 years","Texas","(X)","(X)","19.30%","±0.3",2022
"Related children of the householder under 18 years","Texas","(X)","(X)","19.10%","±0.3",2022
"Related children of the householder under 5 years","Texas","(X)","(X)","21.10%","±0.4",2022
"Related children of the householder 5 to 17 years","Texas","(X)","(X)","18.40%","±0.3",2022
"18 years and over","Texas","(X)","(X)","12.10%","±0.1",2022
"18 to 64 years","Texas","(X)","(X)","12.20%","±0.1",2022
"65 years and over","Texas","(X)","(X)","11.40%","±0.2",2022
"People in families","Texas","(X)","(X)","11.90%","±0.1",2022
"Unrelated individuals 15 years and over","Texas","(X)","(X)","24.10%","±0.2",2022
"All families","Utah","(X)","(X)","5.70%","±0.2",2022
"With related children of the householder under 18 years","Utah","(X)","(X)","7.60%","±0.3",2022
"With related children of the householder under 5 years only","Utah","(X)","(X)","9.00%","±0.9",2022
"Married couple families","Utah","(X)","(X)","3.80%","±0.2",2022
"With related children of the householder under 18 years","Utah","(X)","(X)","4.40%","±0.3",2022
"With related children of the householder under 5 years only","Utah","(X)","(X)","5.00%","±0.7",2022
"Families with female householder, no spouse present","Utah","(X)","(X)","17.70%","±1.0",2022
"With related children of the householder under 18 years","Utah","(X)","(X)","24.80%","±1.5",2022
"With related children of the householder under 5 years only","Utah","(X)","(X)","35.30%","±4.7",2022
"All people","Utah","(X)","(X)","8.50%","±0.2",2022
"Under 18 years","Utah","(X)","(X)","8.80%","±0.4",2022
"Related children of the householder under 18 years","Utah","(X)","(X)","8.50%","±0.4",2022
"Related children of the householder under 5 years","Utah","(X)","(X)","10.00%","±0.7",2022
"Related children of the householder 5 to 17 years","Utah","(X)","(X)","8.00%","±0.4",2022
"18 years and over","Utah","(X)","(X)","8.40%","±0.2",2022
"18 to 64 years","Utah","(X)","(X)","8.70%","±0.2",2022
"65 years and over","Utah","(X)","(X)","6.60%","±0.4",2022
"People in families","Utah","(X)","(X)","5.90%","±0.3",2022
"Unrelated individuals 15 years and over","Utah","(X)","(X)","24.10%","±0.6",2022
"All families","Vermont","(X)","(X)","5.90%","±0.4",2022
"With related children of the householder under 18 years","Vermont","(X)","(X)","10.10%","±0.8",2022
"With related children of the householder under 5 years only","Vermont","(X)","(X)","10.30%","±2.1",2022
"Married couple families","Vermont","(X)","(X)","2.80%","±0.3",2022
"With related children of the householder under 18 years","Vermont","(X)","(X)","3.30%","±0.6",2022
"With related children of the householder under 5 years only","Vermont","(X)","(X)","1.30%","±0.6",2022
"Families with female householder, no spouse present","Vermont","(X)","(X)","20.10%","±1.7",2022
"With related children of the householder under 18 years","Vermont","(X)","(X)","27.60%","±2.7",2022
"With related children of the householder under 5 years only","Vermont","(X)","(X)","39.40%","±7.5",2022
"All people","Vermont","(X)","(X)","10.40%","±0.4",2022
"Under 18 years","Vermont","(X)","(X)","11.30%","±0.9",2022
"Related children of the householder under 18 years","Vermont","(X)","(X)","10.60%","±0.9",2022
"Related children of the householder under 5 years","Vermont","(X)","(X)","11.50%","±1.4",2022
"Related children of the householder 5 to 17 years","Vermont","(X)","(X)","10.30%","±1.0",2022
"18 years and over","Vermont","(X)","(X)","10.20%","±0.4",2022
"18 to 64 years","Vermont","(X)","(X)","11.00%","±0.5",2022
"65 years and over","Vermont","(X)","(X)","8.00%","±0.5",2022
"People in families","Vermont","(X)","(X)","6.00%","±0.4",2022
"Unrelated individuals 15 years and over","Vermont","(X)","(X)","22.90%","±0.9",2022
"All families","Virginia","(X)","(X)","6.80%","±0.2",2022
"With related children of the householder under 18 years","Virginia","(X)","(X)","10.60%","±0.3",2022
"With related children of the householder under 5 years only","Virginia","(X)","(X)","10.20%","±0.7",2022
"Married couple families","Virginia","(X)","(X)","3.20%","±0.1",2022
"With related children of the householder under 18 years","Virginia","(X)","(X)","4.10%","±0.2",2022
"With related children of the householder under 5 years only","Virginia","(X)","(X)","3.30%","±0.4",2022
"Families with female householder, no spouse present","Virginia","(X)","(X)","21.10%","±0.7",2022
"With related children of the householder under 18 years","Virginia","(X)","(X)","29.60%","±1.0",2022
"With related children of the householder under 5 years only","Virginia","(X)","(X)","34.30%","±2.4",2022
"All people","Virginia","(X)","(X)","10.00%","±0.2",2022
"Under 18 years","Virginia","(X)","(X)","12.80%","±0.4",2022
"Related children of the householder under 18 years","Virginia","(X)","(X)","12.50%","±0.4",2022
"Related children of the householder under 5 years","Virginia","(X)","(X)","13.90%","±0.6",2022
"Related children of the householder 5 to 17 years","Virginia","(X)","(X)","12.00%","±0.4",2022
"18 years and over","Virginia","(X)","(X)","9.20%","±0.1",2022
"18 to 64 years","Virginia","(X)","(X)","9.50%","±0.2",2022
"65 years and over","Virginia","(X)","(X)","8.00%","±0.2",2022
"People in families","Virginia","(X)","(X)","7.30%","±0.2",2022
"Unrelated individuals 15 years and over","Virginia","(X)","(X)","21.10%","±0.3",2022
"All families","Washington","(X)","(X)","6.30%","±0.2",2022
"With related children of the householder under 18 years","Washington","(X)","(X)","9.80%","±0.3",2022
"With related children of the householder under 5 years only","Washington","(X)","(X)","8.40%","±0.6",2022
"Married couple families","Washington","(X)","(X)","3.30%","±0.1",2022
"With related children of the householder under 18 years","Washington","(X)","(X)","4.10%","±0.2",2022
"With related children of the householder under 5 years only","Washington","(X)","(X)","3.20%","±0.4",2022
"Families with female householder, no spouse present","Washington","(X)","(X)","20.70%","±0.6",2022
"With related children of the householder under 18 years","Washington","(X)","(X)","28.20%","±0.9",2022
"With related children of the householder under 5 years only","Washington","(X)","(X)","31.90%","±2.9",2022
"All people","Washington","(X)","(X)","9.90%","±0.2",2022
"Under 18 years","Washington","(X)","(X)","11.90%","±0.4",2022
"Related children of the householder under 18 years","Washington","(X)","(X)","11.60%","±0.4",2022
"Related children of the householder under 5 years","Washington","(X)","(X)","12.60%","±0.5",2022
"Related children of the householder 5 to 17 years","Washington","(X)","(X)","11.20%","±0.4",2022
"18 years and over","Washington","(X)","(X)","9.30%","±0.1",2022
"18 to 64 years","Washington","(X)","(X)","9.70%","±0.1",2022
"65 years and over","Washington","(X)","(X)","8.10%","±0.3",2022
"People in families","Washington","(X)","(X)","6.80%","±0.2",2022
"Unrelated individuals 15 years and over","Washington","(X)","(X)","20.70%","±0.3",2022
"All families","West Virginia","(X)","(X)","11.90%","±0.4",2022
"With related children of the householder under 18 years","West Virginia","(X)","(X)","19.50%","±0.8",2022
"With related children of the householder under 5 years only","West Virginia","(X)","(X)","20.80%","±1.8",2022
"Married couple families","West Virginia","(X)","(X)","6.60%","±0.3",2022
"With related children of the householder under 18 years","West Virginia","(X)","(X)","9.70%","±0.7",2022
"With related children of the householder under 5 years only","West Virginia","(X)","(X)","8.70%","±1.6",2022
"Families with female householder, no spouse present","West Virginia","(X)","(X)","31.70%","±1.3",2022
"With related children of the householder under 18 years","West Virginia","(X)","(X)","42.00%","±1.8",2022
"With related children of the householder under 5 years only","West Virginia","(X)","(X)","50.50%","±4.6",2022
"All people","West Virginia","(X)","(X)","16.80%","±0.4",2022
"Under 18 years","West Virginia","(X)","(X)","22.30%","±0.9",2022
"Related children of the householder under 18 years","West Virginia","(X)","(X)","22.00%","±0.9",2022
"Related children of the householder under 5 years","West Virginia","(X)","(X)","25.50%","±1.5",2022
"Related children of the householder 5 to 17 years","West Virginia","(X)","(X)","20.80%","±1.0",2022
"18 years and over","West Virginia","(X)","(X)","15.40%","±0.4",2022
"18 to 64 years","West Virginia","(X)","(X)","17.10%","±0.4",2022
"65 years and over","West Virginia","(X)","(X)","10.60%","±0.5",2022
"People in families","West Virginia","(X)","(X)","13.00%","±0.5",2022
"Unrelated individuals 15 years and over","West Virginia","(X)","(X)","31.10%","±0.7",2022
"All families","Wisconsin","(X)","(X)","6.60%","±0.1",2022
"With related children of the householder under 18 years","Wisconsin","(X)","(X)","10.90%","±0.3",2022
"With related children of the householder under 5 years only","Wisconsin","(X)","(X)","10.90%","±0.7",2022
"Married couple families","Wisconsin","(X)","(X)","3.00%","±0.1",2022
"With related children of the householder under 18 years","Wisconsin","(X)","(X)","3.80%","±0.2",2022
"With related children of the householder under 5 years only","Wisconsin","(X)","(X)","3.30%","±0.5",2022
"Families with female householder, no spouse present","Wisconsin","(X)","(X)","22.60%","±0.6",2022
"With related children of the householder under 18 years","Wisconsin","(X)","(X)","29.80%","±0.8",2022
"With related children of the householder under 5 years only","Wisconsin","(X)","(X)","34.60%","±2.2",2022
"All people","Wisconsin","(X)","(X)","10.70%","±0.1",2022
"Under 18 years","Wisconsin","(X)","(X)","13.30%","±0.3",2022
"Related children of the householder under 18 years","Wisconsin","(X)","(X)","12.90%","±0.3",2022
"Related children of the householder under 5 years","Wisconsin","(X)","(X)","14.90%","±0.6",2022
"Related children of the householder 5 to 17 years","Wisconsin","(X)","(X)","12.20%","±0.3",2022
"18 years and over","Wisconsin","(X)","(X)","9.90%","±0.1",2022
"18 to 64 years","Wisconsin","(X)","(X)","10.40%","±0.1",2022
"65 years and over","Wisconsin","(X)","(X)","8.10%","±0.2",2022
"People in families","Wisconsin","(X)","(X)","7.30%","±0.1",2022
"Unrelated individuals 15 years and over","Wisconsin","(X)","(X)","21.80%","±0.3",2022
"All families","Wyoming","(X)","(X)","6.80%","±0.4",2022
"With related children of the householder under 18 years","Wyoming","(X)","(X)","11.00%","±0.9",2022
"With related children of the householder under 5 years only","Wyoming","(X)","(X)","13.80%","±2.4",2022
"Married couple families","Wyoming","(X)","(X)","3.60%","±0.4",2022
"With related children of the householder under 18 years","Wyoming","(X)","(X)","4.70%","±0.8",2022
"With related children of the householder under 5 years only","Wyoming","(X)","(X)","4.40%","±1.8",2022
"Families with female householder, no spouse present","Wyoming","(X)","(X)","24.10%","±2.3",2022
"With related children of the householder under 18 years","Wyoming","(X)","(X)","31.60%","±3.3",2022
"With related children of the householder under 5 years only","Wyoming","(X)","(X)","48.70%","±9.0",2022
"All people","Wyoming","(X)","(X)","10.70%","±0.4",2022
"Under 18 years","Wyoming","(X)","(X)","12.60%","±1.0",2022
"Related children of the householder under 18 years","Wyoming","(X)","(X)","12.20%","±1.0",2022
"Related children of the householder under 5 years","Wyoming","(X)","(X)","16.10%","±1.9",2022
"Related children of the householder 5 to 17 years","Wyoming","(X)","(X)","10.80%","±1.0",2022
"18 years and over","Wyoming","(X)","(X)","10.10%","±0.4",2022
"18 to 64 years","Wyoming","(X)","(X)","10.80%","±0.5",2022
"65 years and over","Wyoming","(X)","(X)","7.70%","±0.7",2022
"People in families","Wyoming","(X)","(X)","7.40%","±0.5",2022
"Unrelated individuals 15 years and over","Wyoming","(X)","(X)","22.70%","±1.0",2022
"All families","Puerto Rico","(X)","(X)","38.80%","±0.4",2022
"With related children of the householder under 18 years","Puerto Rico","(X)","(X)","52.30%","±0.7",2022
"With related children of the householder under 5 years only","Puerto Rico","(X)","(X)","52.80%","±1.7",2022
"Married couple families","Puerto Rico","(X)","(X)","26.40%","±0.5",2022
"With related children of the householder under 18 years","Puerto Rico","(X)","(X)","29.30%","±1.1",2022
"With related children of the householder under 5 years only","Puerto Rico","(X)","(X)","27.60%","±2.8",2022
"Families with female householder, no spouse present","Puerto Rico","(X)","(X)","56.30%","±0.6",2022
"With related children of the householder under 18 years","Puerto Rico","(X)","(X)","70.50%","±0.8",2022
"With related children of the householder under 5 years only","Puerto Rico","(X)","(X)","71.60%","±2.5",2022
"All people","Puerto Rico","(X)","(X)","42.20%","±0.4",2022
"Under 18 years","Puerto Rico","(X)","(X)","56.20%","±0.8",2022
"Related children of the householder under 18 years","Puerto Rico","(X)","(X)","56.10%","±0.8",2022
"Related children of the householder under 5 years","Puerto Rico","(X)","(X)","61.40%","±1.4",2022
"Related children of the householder 5 to 17 years","Puerto Rico","(X)","(X)","54.80%","±0.8",2022
"18 years and over","Puerto Rico","(X)","(X)","39.30%","±0.4",2022
"18 to 64 years","Puerto Rico","(X)","(X)","39.40%","±0.4",2022
"65 years and over","Puerto Rico","(X)","(X)","38.80%","±0.4",2022
"People in families","Puerto Rico","(X)","(X)","39.40%","±0.4",2022
"Unrelated individuals 15 years and over","Puerto Rico","(X)","(X)","54.60%","±0.6",2022
"All families","Alabama","(X)","(X)","11.60%","±0.2",2020
"With related children of the householder under 18 years","Alabama","(X)","(X)","18.90%","±0.4",2020
"With related children of the householder under 5 years only","Alabama","(X)","(X)","19.20%","±0.9",2020
"Married couple families","Alabama","(X)","(X)","5.20%","±0.2",2020
"With related children of the householder under 18 years","Alabama","(X)","(X)","7.10%","±0.3",2020
"With related children of the householder under 5 years only","Alabama","(X)","(X)","6.50%","±0.6",2020
"Families with female householder, no spouse present","Alabama","(X)","(X)","32.10%","±0.9",2020
"With related children of the householder under 18 years","Alabama","(X)","(X)","43.50%","±1.1",2020
"With related children of the householder under 5 years only","Alabama","(X)","(X)","47.90%","±2.5",2020
"All people","Alabama","(X)","(X)","16.00%","±0.2",2020
"Under 18 years","Alabama","(X)","(X)","22.70%","±0.5",2020
"Related children of the householder under 18 years","Alabama","(X)","(X)","22.50%","±0.5",2020
"Related children of the householder under 5 years","Alabama","(X)","(X)","25.40%","±0.8",2020
"Related children of the householder 5 to 17 years","Alabama","(X)","(X)","21.40%","±0.6",2020
"18 years and over","Alabama","(X)","(X)","14.00%","±0.2",2020
"18 to 64 years","Alabama","(X)","(X)","15.10%","±0.2",2020
"65 years and over","Alabama","(X)","(X)","10.20%","±0.3",2020
"People in families","Alabama","(X)","(X)","12.90%","±0.3",2020
"Unrelated individuals 15 years and over","Alabama","(X)","(X)","29.70%","±0.4",2020
"All families","Alaska","(X)","(X)","7.00%","±0.5",2020
"With related children of the householder under 18 years","Alaska","(X)","(X)","10.70%","±0.7",2020
"With related children of the householder under 5 years only","Alaska","(X)","(X)","11.60%","±1.8",2020
"Married couple families","Alaska","(X)","(X)","3.40%","±0.4",2020
"With related children of the householder under 18 years","Alaska","(X)","(X)","4.70%","±0.5",2020
"With related children of the householder under 5 years only","Alaska","(X)","(X)","4.90%","±1.6",2020
"Families with female householder, no spouse present","Alaska","(X)","(X)","21.20%","±1.8",2020
"With related children of the householder under 18 years","Alaska","(X)","(X)","28.30%","±2.3",2020
"With related children of the householder under 5 years only","Alaska","(X)","(X)","29.10%","±4.7",2020
"All people","Alaska","(X)","(X)","10.30%","±0.4",2020
"Under 18 years","Alaska","(X)","(X)","13.80%","±1.0",2020
"Related children of the householder under 18 years","Alaska","(X)","(X)","13.40%","±1.0",2020
"Related children of the householder under 5 years","Alaska","(X)","(X)","16.20%","±1.4",2020
"Related children of the householder 5 to 17 years","Alaska","(X)","(X)","12.30%","±1.0",2020
"18 years and over","Alaska","(X)","(X)","9.20%","±0.3",2020
"18 to 64 years","Alaska","(X)","(X)","9.70%","±0.4",2020
"65 years and over","Alaska","(X)","(X)","6.50%","±0.7",2020
"People in families","Alaska","(X)","(X)","8.00%","±0.5",2020
"Unrelated individuals 15 years and over","Alaska","(X)","(X)","19.10%","±0.8",2020
"All families","Arizona","(X)","(X)","10.10%","±0.2",2020
"With related children of the householder under 18 years","Arizona","(X)","(X)","15.90%","±0.3",2020
"With related children of the householder under 5 years only","Arizona","(X)","(X)","14.00%","±0.8",2020
"Married couple families","Arizona","(X)","(X)","5.80%","±0.2",2020
"With related children of the householder under 18 years","Arizona","(X)","(X)","8.30%","±0.3",2020
"With related children of the householder under 5 years only","Arizona","(X)","(X)","6.20%","±0.6",2020
"Families with female householder, no spouse present","Arizona","(X)","(X)","24.90%","±0.5",2020
"With related children of the householder under 18 years","Arizona","(X)","(X)","33.10%","±0.7",2020
"With related children of the householder under 5 years only","Arizona","(X)","(X)","34.40%","±2.3",2020
"All people","Arizona","(X)","(X)","14.10%","±0.2",2020
"Under 18 years","Arizona","(X)","(X)","20.00%","±0.4",2020
"Related children of the householder under 18 years","Arizona","(X)","(X)","19.70%","±0.4",2020
"Related children of the householder under 5 years","Arizona","(X)","(X)","21.60%","±0.7",2020
"Related children of the householder 5 to 17 years","Arizona","(X)","(X)","19.00%","±0.4",2020
"18 years and over","Arizona","(X)","(X)","12.40%","±0.2",2020
"18 to 64 years","Arizona","(X)","(X)","13.40%","±0.2",2020
"65 years and over","Arizona","(X)","(X)","8.90%","±0.2",2020
"People in families","Arizona","(X)","(X)","11.80%","±0.2",2020
"Unrelated individuals 15 years and over","Arizona","(X)","(X)","23.40%","±0.4",2020
"All families","Arkansas","(X)","(X)","11.80%","±0.3",2020
"With related children of the householder under 18 years","Arkansas","(X)","(X)","18.60%","±0.5",2020
"With related children of the householder under 5 years only","Arkansas","(X)","(X)","20.40%","±1.4",2020
"Married couple families","Arkansas","(X)","(X)","5.80%","±0.3",2020
"With related children of the householder under 18 years","Arkansas","(X)","(X)","8.40%","±0.5",2020
"With related children of the householder under 5 years only","Arkansas","(X)","(X)","7.70%","±1.3",2020
"Families with female householder, no spouse present","Arkansas","(X)","(X)","31.70%","±0.9",2020
"With related children of the householder under 18 years","Arkansas","(X)","(X)","40.80%","±1.3",2020
"With related children of the householder under 5 years only","Arkansas","(X)","(X)","48.00%","±3.4",2020
"All people","Arkansas","(X)","(X)","16.10%","±0.3",2020
"Under 18 years","Arkansas","(X)","(X)","22.00%","±0.6",2020
"Related children of the householder under 18 years","Arkansas","(X)","(X)","21.70%","±0.6",2020
"Related children of the householder under 5 years","Arkansas","(X)","(X)","25.80%","±1.0",2020
"Related children of the householder 5 to 17 years","Arkansas","(X)","(X)","20.10%","±0.6",2020
"18 years and over","Arkansas","(X)","(X)","14.30%","±0.2",2020
"18 to 64 years","Arkansas","(X)","(X)","15.50%","±0.3",2020
"65 years and over","Arkansas","(X)","(X)","9.80%","±0.3",2020
"People in families","Arkansas","(X)","(X)","13.00%","±0.3",2020
"Unrelated individuals 15 years and over","Arkansas","(X)","(X)","29.20%","±0.5",2020
"All families","California","(X)","(X)","9.00%","±0.1",2020
"With related children of the householder under 18 years","California","(X)","(X)","13.30%","±0.2",2020
"With related children of the householder under 5 years only","California","(X)","(X)","10.60%","±0.3",2020
