"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Unpaid family workers","South Dakota","1,424","±208","0.30%","±0.1",2018
"Civilian employed population 16 years and over","Tennessee","3,047,809","±8,707","3,047,809","(X)",2018
"Private wage and salary workers","Tennessee","2,428,419","±9,077","79.70%","±0.2",2018
"Government workers","Tennessee","408,085","±5,902","13.40%","±0.2",2018
"Self-employed in own not incorporated business workers","Tennessee","206,538","±3,171","6.80%","±0.1",2018
"Unpaid family workers","Tennessee","4,767","±464","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Texas","12,985,624","±17,411","12,985,624","(X)",2018
"Private wage and salary workers","Texas","10,401,571","±16,217","80.10%","±0.1",2018
"Government workers","Texas","1,692,105","±13,614","13.00%","±0.1",2018
"Self-employed in own not incorporated business workers","Texas","869,759","±8,074","6.70%","±0.1",2018
"Unpaid family workers","Texas","22,189","±1,197","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Utah","1,452,040","±4,238","1,452,040","(X)",2018
"Private wage and salary workers","Utah","1,173,955","±4,612","80.80%","±0.2",2018
"Government workers","Utah","207,774","±3,003","14.30%","±0.2",2018
"Self-employed in own not incorporated business workers","Utah","68,045","±1,794","4.70%","±0.1",2018
"Unpaid family workers","Utah","2,266","±292","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Vermont","328,742","±1,832","328,742","(X)",2018
"Private wage and salary workers","Vermont","253,513","±1,849","77.10%","±0.4",2018
"Government workers","Vermont","45,896","±1,135","14.00%","±0.3",2018
"Self-employed in own not incorporated business workers","Vermont","28,504","±882","8.70%","±0.3",2018
"Unpaid family workers","Vermont","829","±162","0.30%","±0.1",2018
"Civilian employed population 16 years and over","Virginia","4,118,723","±8,057","4,118,723","(X)",2018
"Private wage and salary workers","Virginia","3,085,631","±7,421","74.90%","±0.2",2018
"Government workers","Virginia","823,962","±7,887","20.00%","±0.2",2018
"Self-employed in own not incorporated business workers","Virginia","202,835","±2,988","4.90%","±0.1",2018
"Unpaid family workers","Virginia","6,295","±641","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Washington","3,513,856","±6,919","3,513,856","(X)",2018
"Private wage and salary workers","Washington","2,750,567","±8,136","78.30%","±0.2",2018
"Government workers","Washington","551,511","±5,342","15.70%","±0.1",2018
"Self-employed in own not incorporated business workers","Washington","205,542","±3,022","5.80%","±0.1",2018
"Unpaid family workers","Washington","6,236","±595","0.20%","±0.1",2018
"Civilian employed population 16 years and over","West Virginia","742,615","±4,345","742,615","(X)",2018
"Private wage and salary workers","West Virginia","570,394","±3,597","76.80%","±0.4",2018
"Government workers","West Virginia","139,552","±2,752","18.80%","±0.3",2018
"Self-employed in own not incorporated business workers","West Virginia","31,800","±1,299","4.30%","±0.2",2018
"Unpaid family workers","West Virginia","869","±191","0.10%","±0.1",2018
"Civilian employed population 16 years and over","Wisconsin","2,964,540","±5,982","2,964,540","(X)",2018
"Private wage and salary workers","Wisconsin","2,450,447","±5,234","82.70%","±0.1",2018
"Government workers","Wisconsin","358,325","±3,904","12.10%","±0.1",2018
"Self-employed in own not incorporated business workers","Wisconsin","150,130","±2,021","5.10%","±0.1",2018
"Unpaid family workers","Wisconsin","5,638","±362","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Wyoming","290,963","±2,021","290,963","(X)",2018
"Private wage and salary workers","Wyoming","212,611","±2,223","73.10%","±0.6",2018
"Government workers","Wyoming","59,143","±1,299","20.30%","±0.4",2018
"Self-employed in own not incorporated business workers","Wyoming","18,414","±1,085","6.30%","±0.4",2018
"Unpaid family workers","Wyoming","795","±191","0.30%","±0.1",2018
"Civilian employed population 16 years and over","Puerto Rico","1,028,500","±5,867","1,028,500","(X)",2018
"Private wage and salary workers","Puerto Rico","705,954","±5,420","68.60%","±0.4",2018
"Government workers","Puerto Rico","223,845","±3,697","21.80%","±0.3",2018
"Self-employed in own not incorporated business workers","Puerto Rico","97,227","±2,504","9.50%","±0.2",2018
"Unpaid family workers","Puerto Rico","1,474","±309","0.10%","±0.1",2018
"Civilian employed population 16 years and over","Alabama","2,209,666","±9,114","2,209,666","(X)",2022
"Private wage and salary workers","Alabama","1,731,289","±8,261","78.40%","±0.2",2022
"Government workers","Alabama","354,458","±5,044","16.00%","±0.2",2022
"Self-employed in own not incorporated business workers","Alabama","120,578","±3,126","5.50%","±0.1",2022
"Unpaid family workers","Alabama","3,341","±470","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Alaska","339,162","±2,259","339,162","(X)",2022
"Private wage and salary workers","Alaska","230,166","±2,513","67.90%","±0.6",2022
"Government workers","Alaska","86,287","±2,071","25.40%","±0.6",2022
"Self-employed in own not incorporated business workers","Alaska","21,844","±1,024","6.40%","±0.3",2022
"Unpaid family workers","Alaska","865","±186","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Arizona","3,281,189","±9,302","3,281,189","(X)",2022
"Private wage and salary workers","Arizona","2,622,227","±9,000","79.90%","±0.2",2022
"Government workers","Arizona","456,278","±6,702","13.90%","±0.2",2022
"Self-employed in own not incorporated business workers","Arizona","195,522","±3,792","6.00%","±0.1",2022
"Unpaid family workers","Arizona","7,162","±814","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Arkansas","1,319,483","±6,785","1,319,483","(X)",2022
"Private wage and salary workers","Arkansas","1,033,538","±7,235","78.30%","±0.3",2022
"Government workers","Arkansas","199,074","±4,034","15.10%","±0.3",2022
"Self-employed in own not incorporated business workers","Arkansas","84,161","±2,491","6.40%","±0.2",2022
"Unpaid family workers","Arkansas","2,710","±448","0.20%","±0.1",2022
"Civilian employed population 16 years and over","California","18,729,798","±21,331","18,729,798","(X)",2022
"Private wage and salary workers","California","14,600,619","±23,703","78.00%","±0.1",2022
"Government workers","California","2,673,766","±19,229","14.30%","±0.1",2022
"Self-employed in own not incorporated business workers","California","1,417,888","±11,990","7.60%","±0.1",2022
"Unpaid family workers","California","37,525","±1,745","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Colorado","3,021,742","±8,144","3,021,742","(X)",2022
"Private wage and salary workers","Colorado","2,404,823","±7,803","79.60%","±0.2",2022
"Government workers","Colorado","421,071","±5,776","13.90%","±0.2",2022
"Self-employed in own not incorporated business workers","Colorado","189,106","±3,721","6.30%","±0.1",2022
"Unpaid family workers","Colorado","6,742","±610","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Connecticut","1,832,525","±7,444","1,832,525","(X)",2022
"Private wage and salary workers","Connecticut","1,479,295","±7,875","80.70%","±0.3",2022
"Government workers","Connecticut","236,581","±4,031","12.90%","±0.2",2022
"Self-employed in own not incorporated business workers","Connecticut","113,620","±3,169","6.20%","±0.2",2022
"Unpaid family workers","Connecticut","3,029","±406","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Delaware","474,455","±3,238","474,455","(X)",2022
"Private wage and salary workers","Delaware","378,582","±3,715","79.80%","±0.5",2022
"Government workers","Delaware","73,235","±2,196","15.40%","±0.5",2022
"Self-employed in own not incorporated business workers","Delaware","21,539","±1,344","4.50%","±0.3",2022
"Unpaid family workers","Delaware","1,099","±313","0.20%","±0.1",2022
"Civilian employed population 16 years and over","District of Columbia","369,398","±2,770","369,398","(X)",2022
"Private wage and salary workers","District of Columbia","258,721","±2,910","70.00%","±0.5",2022
"Government workers","District of Columbia","93,594","±2,060","25.30%","±0.5",2022
"Self-employed in own not incorporated business workers","District of Columbia","16,532","±987","4.50%","±0.3",2022
"Unpaid family workers","District of Columbia","551","±203","0.10%","±0.1",2022
"Civilian employed population 16 years and over","Florida","10,023,737","±21,085","10,023,737","(X)",2022
"Private wage and salary workers","Florida","8,206,974","±22,396","81.90%","±0.1",2022
"Government workers","Florida","1,170,724","±13,328","11.70%","±0.1",2022
"Self-employed in own not incorporated business workers","Florida","624,388","±8,189","6.20%","±0.1",2022
"Unpaid family workers","Florida","21,651","±1,648","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Georgia","5,069,418","±11,884","5,069,418","(X)",2022
"Private wage and salary workers","Georgia","4,061,228","±12,842","80.10%","±0.2",2022
"Government workers","Georgia","720,323","±9,062","14.20%","±0.2",2022
"Self-employed in own not incorporated business workers","Georgia","278,343","±4,830","5.50%","±0.1",2022
"Unpaid family workers","Georgia","9,524","±953","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Hawaii","675,071","±3,972","675,071","(X)",2022
"Private wage and salary workers","Hawaii","484,414","±4,328","71.80%","±0.4",2022
"Government workers","Hawaii","142,530","±2,453","21.10%","±0.3",2022
"Self-employed in own not incorporated business workers","Hawaii","46,568","±1,614","6.90%","±0.2",2022
"Unpaid family workers","Hawaii","1,559","±310","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Idaho","873,463","±3,975","873,463","(X)",2022
"Private wage and salary workers","Idaho","676,614","±4,808","77.50%","±0.4",2022
"Government workers","Idaho","128,909","±3,168","14.80%","±0.4",2022
"Self-employed in own not incorporated business workers","Idaho","65,587","±2,410","7.50%","±0.3",2022
"Unpaid family workers","Idaho","2,353","±493","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Illinois","6,280,447","±12,866","6,280,447","(X)",2022
"Private wage and salary workers","Illinois","5,179,085","±11,775","82.50%","±0.1",2022
"Government workers","Illinois","800,139","±8,728","12.70%","±0.1",2022
"Self-employed in own not incorporated business workers","Illinois","290,432","±4,504","4.60%","±0.1",2022
"Unpaid family workers","Illinois","10,791","±836","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Indiana","3,286,714","±9,234","3,286,714","(X)",2022
"Private wage and salary workers","Indiana","2,760,049","±9,113","84.00%","±0.2",2022
"Government workers","Indiana","371,823","±5,855","11.30%","±0.2",2022
"Self-employed in own not incorporated business workers","Indiana","149,618","±3,259","4.60%","±0.1",2022
"Unpaid family workers","Indiana","5,224","±567","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Iowa","1,627,434","±5,740","1,627,434","(X)",2022
"Private wage and salary workers","Iowa","1,292,937","±5,579","79.40%","±0.2",2022
"Government workers","Iowa","227,028","±3,633","14.00%","±0.2",2022
"Self-employed in own not incorporated business workers","Iowa","103,885","±1,999","6.40%","±0.1",2022
"Unpaid family workers","Iowa","3,584","±380","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Kansas","1,452,870","±5,298","1,452,870","(X)",2022
"Private wage and salary workers","Kansas","1,128,935","±5,529","77.70%","±0.3",2022
"Government workers","Kansas","233,291","±3,478","16.10%","±0.2",2022
"Self-employed in own not incorporated business workers","Kansas","87,615","±2,414","6.00%","±0.2",2022
"Unpaid family workers","Kansas","3,029","±364","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Kentucky","2,025,396","±8,315","2,025,396","(X)",2022
"Private wage and salary workers","Kentucky","1,621,971","±7,203","80.10%","±0.2",2022
"Government workers","Kentucky","291,154","±5,399","14.40%","±0.3",2022
"Self-employed in own not incorporated business workers","Kentucky","106,749","±2,734","5.30%","±0.1",2022
"Unpaid family workers","Kentucky","5,522","±579","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Louisiana","2,019,199","±8,910","2,019,199","(X)",2022
"Private wage and salary workers","Louisiana","1,571,487","±8,871","77.80%","±0.3",2022
"Government workers","Louisiana","314,159","±5,891","15.60%","±0.3",2022
"Self-employed in own not incorporated business workers","Louisiana","130,024","±3,120","6.40%","±0.2",2022
"Unpaid family workers","Louisiana","3,529","±483","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Maine","683,370","±3,625","683,370","(X)",2022
"Private wage and salary workers","Maine","531,663","±3,913","77.80%","±0.4",2022
"Government workers","Maine","93,895","±2,551","13.70%","±0.4",2022
"Self-employed in own not incorporated business workers","Maine","56,484","±1,966","8.30%","±0.3",2022
"Unpaid family workers","Maine","1,328","±274","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Maryland","3,131,413","±9,046","3,131,413","(X)",2022
"Private wage and salary workers","Maryland","2,271,810","±10,360","72.50%","±0.2",2022
"Government workers","Maryland","692,697","±7,479","22.10%","±0.2",2022
"Self-employed in own not incorporated business workers","Maryland","160,843","±3,330","5.10%","±0.1",2022
"Unpaid family workers","Maryland","6,063","±620","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Massachusetts","3,671,485","±8,747","3,671,485","(X)",2022
"Private wage and salary workers","Massachusetts","3,003,841","±9,160","81.80%","±0.2",2022
"Government workers","Massachusetts","457,272","±6,307","12.50%","±0.2",2022
"Self-employed in own not incorporated business workers","Massachusetts","204,529","±3,498","5.60%","±0.1",2022
"Unpaid family workers","Massachusetts","5,843","±681","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Michigan","4,711,444","±10,996","4,711,444","(X)",2022
"Private wage and salary workers","Michigan","3,945,466","±10,965","83.70%","±0.1",2022
"Government workers","Michigan","520,801","±5,878","11.10%","±0.1",2022
"Self-employed in own not incorporated business workers","Michigan","237,232","±3,329","5.00%","±0.1",2022
"Unpaid family workers","Michigan","7,945","±534","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Minnesota","2,989,152","±6,850","2,989,152","(X)",2022
"Private wage and salary workers","Minnesota","2,453,429","±7,064","82.10%","±0.2",2022
"Government workers","Minnesota","373,149","±4,587","12.50%","±0.1",2022
"Self-employed in own not incorporated business workers","Minnesota","157,273","±2,654","5.30%","±0.1",2022
"Unpaid family workers","Minnesota","5,301","±386","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Mississippi","1,245,900","±6,599","1,245,900","(X)",2022
"Private wage and salary workers","Mississippi","943,676","±6,640","75.70%","±0.4",2022
"Government workers","Mississippi","229,488","±4,777","18.40%","±0.4",2022
"Self-employed in own not incorporated business workers","Mississippi","69,209","±1,858","5.60%","±0.1",2022
"Unpaid family workers","Mississippi","3,527","±675","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Missouri","2,954,860","±8,554","2,954,860","(X)",2022
"Private wage and salary workers","Missouri","2,409,196","±8,259","81.50%","±0.2",2022
"Government workers","Missouri","373,811","±4,583","12.70%","±0.1",2022
"Self-employed in own not incorporated business workers","Missouri","165,690","±3,232","5.60%","±0.1",2022
"Unpaid family workers","Missouri","6,163","±616","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Montana","534,107","±2,996","534,107","(X)",2022
"Private wage and salary workers","Montana","396,903","±3,783","74.30%","±0.5",2022
"Government workers","Montana","87,459","±1,967","16.40%","±0.4",2022
"Self-employed in own not incorporated business workers","Montana","47,837","±2,029","9.00%","±0.4",2022
"Unpaid family workers","Montana","1,908","±314","0.40%","±0.1",2022
"Civilian employed population 16 years and over","Nebraska","1,015,656","±3,673","1,015,656","(X)",2022
"Private wage and salary workers","Nebraska","801,387","±4,255","78.90%","±0.3",2022
"Government workers","Nebraska","147,219","±2,610","14.50%","±0.3",2022
"Self-employed in own not incorporated business workers","Nebraska","64,846","±1,724","6.40%","±0.2",2022
"Unpaid family workers","Nebraska","2,204","±289","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Nevada","1,456,370","±5,281","1,456,370","(X)",2022
"Private wage and salary workers","Nevada","1,193,617","±6,456","82.00%","±0.3",2022
"Government workers","Nevada","180,477","±3,806","12.40%","±0.3",2022
"Self-employed in own not incorporated business workers","Nevada","79,240","±2,311","5.40%","±0.2",2022
"Unpaid family workers","Nevada","3,036","±639","0.20%","±0.1",2022
"Civilian employed population 16 years and over","New Hampshire","740,988","±3,780","740,988","(X)",2022
"Private wage and salary workers","New Hampshire","596,208","±3,856","80.50%","±0.4",2022
"Government workers","New Hampshire","95,918","±2,729","12.90%","±0.3",2022
"Self-employed in own not incorporated business workers","New Hampshire","47,302","±1,759","6.40%","±0.2",2022
"Unpaid family workers","New Hampshire","1,560","±405","0.20%","±0.1",2022
"Civilian employed population 16 years and over","New Jersey","4,619,369","±10,412","4,619,369","(X)",2022
"Private wage and salary workers","New Jersey","3,745,691","±9,734","81.10%","±0.1",2022
"Government workers","New Jersey","646,632","±7,011","14.00%","±0.1",2022
"Self-employed in own not incorporated business workers","New Jersey","220,424","±4,165","4.80%","±0.1",2022
"Unpaid family workers","New Jersey","6,622","±632","0.10%","±0.1",2022
"Civilian employed population 16 years and over","New Mexico","902,828","±5,232","902,828","(X)",2022
"Private wage and salary workers","New Mexico","634,288","±5,175","70.30%","±0.5",2022
"Government workers","New Mexico","206,106","±4,334","22.80%","±0.5",2022
"Self-employed in own not incorporated business workers","New Mexico","60,009","±2,638","6.60%","±0.3",2022
"Unpaid family workers","New Mexico","2,425","±477","0.30%","±0.1",2022
"Civilian employed population 16 years and over","New York","9,615,537","±20,034","9,615,537","(X)",2022
"Private wage and salary workers","New York","7,509,688","±18,135","78.10%","±0.1",2022
"Government workers","New York","1,549,690","±13,796","16.10%","±0.1",2022
"Self-employed in own not incorporated business workers","New York","539,960","±6,562","5.60%","±0.1",2022
"Unpaid family workers","New York","16,199","±1,024","0.20%","±0.1",2022
"Civilian employed population 16 years and over","North Carolina","4,925,500","±12,256","4,925,500","(X)",2022
"Private wage and salary workers","North Carolina","3,960,703","±11,319","80.40%","±0.2",2022
"Government workers","North Carolina","678,370","±8,545","13.80%","±0.2",2022
"Self-employed in own not incorporated business workers","North Carolina","276,271","±5,320","5.60%","±0.1",2022
"Unpaid family workers","North Carolina","10,156","±883","0.20%","±0.1",2022
"Civilian employed population 16 years and over","North Dakota","404,772","±1,980","404,772","(X)",2022
"Private wage and salary workers","North Dakota","306,301","±2,627","75.70%","±0.5",2022
"Government workers","North Dakota","67,546","±1,849","16.70%","±0.4",2022
"Self-employed in own not incorporated business workers","North Dakota","29,868","±1,069","7.40%","±0.3",2022
"Unpaid family workers","North Dakota","1,057","±201","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Ohio","5,686,919","±11,704","5,686,919","(X)",2022
"Private wage and salary workers","Ohio","4,686,888","±11,932","82.40%","±0.2",2022
"Government workers","Ohio","711,851","±8,552","12.50%","±0.1",2022
"Self-employed in own not incorporated business workers","Ohio","278,749","±4,214","4.90%","±0.1",2022
"Unpaid family workers","Ohio","9,431","±801","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Oklahoma","1,800,158","±5,293","1,800,158","(X)",2022
"Private wage and salary workers","Oklahoma","1,366,478","±5,779","75.90%","±0.2",2022
"Government workers","Oklahoma","309,081","±3,426","17.20%","±0.2",2022
"Self-employed in own not incorporated business workers","Oklahoma","120,344","±2,546","6.70%","±0.1",2022
"Unpaid family workers","Oklahoma","4,255","±447","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Oregon","2,045,480","±7,150","2,045,480","(X)",2022
"Private wage and salary workers","Oregon","1,606,988","±7,590","78.60%","±0.2",2022
"Government workers","Oregon","290,080","±4,779","14.20%","±0.2",2022
"Self-employed in own not incorporated business workers","Oregon","143,837","±2,951","7.00%","±0.1",2022
"Unpaid family workers","Oregon","4,575","±580","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Pennsylvania","6,322,011","±14,189","6,322,011","(X)",2022
"Private wage and salary workers","Pennsylvania","5,292,597","±13,680","83.70%","±0.1",2022
"Government workers","Pennsylvania","705,523","±6,939","11.20%","±0.1",2022
"Self-employed in own not incorporated business workers","Pennsylvania","313,599","±4,539","5.00%","±0.1",2022
"Unpaid family workers","Pennsylvania","10,292","±803","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Rhode Island","554,054","±3,670","554,054","(X)",2022
"Private wage and salary workers","Rhode Island","452,446","±3,808","81.70%","±0.5",2022
"Government workers","Rhode Island","73,727","±2,580","13.30%","±0.5",2022
"Self-employed in own not incorporated business workers","Rhode Island","26,905","±1,467","4.90%","±0.3",2022
"Unpaid family workers","Rhode Island","976","±252","0.20%","±0.1",2022
"Civilian employed population 16 years and over","South Carolina","2,351,749","±9,468","2,351,749","(X)",2022
"Private wage and salary workers","South Carolina","1,853,325","±8,924","78.80%","±0.3",2022
"Government workers","South Carolina","358,447","±6,113","15.20%","±0.2",2022
"Self-employed in own not incorporated business workers","South Carolina","134,393","±2,903","5.70%","±0.1",2022
"Unpaid family workers","South Carolina","5,584","±685","0.20%","±0.1",2022
"Civilian employed population 16 years and over","South Dakota","453,504","±2,386","453,504","(X)",2022
"Private wage and salary workers","South Dakota","346,661","±2,888","76.40%","±0.5",2022
"Government workers","South Dakota","69,623","±1,852","15.40%","±0.4",2022
"Self-employed in own not incorporated business workers","South Dakota","36,058","±1,366","8.00%","±0.3",2022
"Unpaid family workers","South Dakota","1,162","±211","0.30%","±0.1",2022
"Civilian employed population 16 years and over","Tennessee","3,258,016","±10,739","3,258,016","(X)",2022
"Private wage and salary workers","Tennessee","2,593,884","±10,916","79.60%","±0.2",2022
"Government workers","Tennessee","434,771","±5,974","13.30%","±0.2",2022
"Self-employed in own not incorporated business workers","Tennessee","222,889","±3,911","6.80%","±0.1",2022
"Unpaid family workers","Tennessee","6,472","±758","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Texas","13,908,128","±21,760","13,908,128","(X)",2022
"Private wage and salary workers","Texas","11,013,115","±24,369","79.20%","±0.1",2022
"Government workers","Texas","1,910,692","±19,415","13.70%","±0.1",2022
"Self-employed in own not incorporated business workers","Texas","954,483","±9,371","6.90%","±0.1",2022
"Unpaid family workers","Texas","29,838","±1,573","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Utah","1,639,398","±5,796","1,639,398","(X)",2022
"Private wage and salary workers","Utah","1,313,385","±6,830","80.10%","±0.3",2022
"Government workers","Utah","241,999","±4,076","14.80%","±0.2",2022
"Self-employed in own not incorporated business workers","Utah","81,119","±2,066","4.90%","±0.1",2022
"Unpaid family workers","Utah","2,895","±467","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Vermont","337,211","±2,316","337,211","(X)",2022
"Private wage and salary workers","Vermont","258,114","±2,152","76.50%","±0.5",2022
"Government workers","Vermont","49,947","±1,406","14.80%","±0.4",2022
"Self-employed in own not incorporated business workers","Vermont","28,512","±1,171","8.50%","±0.3",2022
"Unpaid family workers","Vermont","638","±127","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Virginia","4,245,585","±10,506","4,245,585","(X)",2022
"Private wage and salary workers","Virginia","3,168,605","±11,360","74.60%","±0.2",2022
"Government workers","Virginia","860,615","±8,761","20.30%","±0.2",2022
"Self-employed in own not incorporated business workers","Virginia","208,841","±4,454","4.90%","±0.1",2022
"Unpaid family workers","Virginia","7,524","±787","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Washington","3,752,076","±8,699","3,752,076","(X)",2022
"Private wage and salary workers","Washington","2,946,443","±9,274","78.50%","±0.2",2022
"Government workers","Washington","586,213","±6,464","15.60%","±0.2",2022
"Self-employed in own not incorporated business workers","Washington","212,118","±4,403","5.70%","±0.1",2022
"Unpaid family workers","Washington","7,302","±782","0.20%","±0.1",2022
"Civilian employed population 16 years and over","West Virginia","736,212","±4,534","736,212","(X)",2022
"Private wage and salary workers","West Virginia","560,460","±4,543","76.10%","±0.4",2022
"Government workers","West Virginia","144,688","±3,206","19.70%","±0.4",2022
"Self-employed in own not incorporated business workers","West Virginia","29,903","±1,517","4.10%","±0.2",2022
"Unpaid family workers","West Virginia","1,161","±317","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Wisconsin","3,020,890","±6,984","3,020,890","(X)",2022
"Private wage and salary workers","Wisconsin","2,485,271","±7,842","82.30%","±0.2",2022
"Government workers","Wisconsin","374,308","±4,848","12.40%","±0.2",2022
"Self-employed in own not incorporated business workers","Wisconsin","155,218","±2,592","5.10%","±0.1",2022
"Unpaid family workers","Wisconsin","6,093","±500","0.20%","±0.1",2022
"Civilian employed population 16 years and over","Wyoming","287,895","±1,956","287,895","(X)",2022
"Private wage and salary workers","Wyoming","205,909","±2,486","71.50%","±0.7",2022
"Government workers","Wyoming","61,138","±1,945","21.20%","±0.7",2022
"Self-employed in own not incorporated business workers","Wyoming","19,758","±1,194","6.90%","±0.4",2022
"Unpaid family workers","Wyoming","1,090","±258","0.40%","±0.1",2022
"Civilian employed population 16 years and over","Puerto Rico","1,081,330","±7,087","1,081,330","(X)",2022
"Private wage and salary workers","Puerto Rico","747,077","±6,100","69.10%","±0.4",2022
"Government workers","Puerto Rico","213,901","±3,633","19.80%","±0.3",2022
"Self-employed in own not incorporated business workers","Puerto Rico","119,138","±3,086","11.00%","±0.3",2022
"Unpaid family workers","Puerto Rico","1,214","±303","0.10%","±0.1",2022
"Civilian employed population 16 years and over","Alabama","2,119,986","±7,366","2,119,986","(X)",2020
"Private wage and salary workers","Alabama","1,669,242","±8,354","78.70%","±0.3",2020
"Government workers","Alabama","332,904","±5,336","15.70%","±0.2",2020
"Self-employed in own not incorporated business workers","Alabama","114,492","±2,633","5.40%","±0.1",2020
"Unpaid family workers","Alabama","3,348","±407","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Alaska","341,492","±2,600","341,492","(X)",2020
"Private wage and salary workers","Alaska","229,386","±2,659","67.20%","±0.6",2020
"Government workers","Alaska","88,510","±2,211","25.90%","±0.6",2020
"Self-employed in own not incorporated business workers","Alaska","22,761","±1,079","6.70%","±0.3",2020
"Unpaid family workers","Alaska","835","±196","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Arizona","3,215,843","±9,058","3,215,843","(X)",2020
"Private wage and salary workers","Arizona","2,569,300","±9,006","79.90%","±0.2",2020
"Government workers","Arizona","443,112","±7,218","13.80%","±0.2",2020
"Self-employed in own not incorporated business workers","Arizona","197,542","±4,056","6.10%","±0.1",2020
"Unpaid family workers","Arizona","5,889","±730","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Arkansas","1,309,748","±6,125","1,309,748","(X)",2020
"Private wage and salary workers","Arkansas","1,029,511","±6,290","78.60%","±0.3",2020
"Government workers","Arkansas","199,049","±3,537","15.20%","±0.3",2020
"Self-employed in own not incorporated business workers","Arkansas","78,483","±2,343","6.00%","±0.2",2020
"Unpaid family workers","Arkansas","2,705","±430","0.20%","±0.1",2020
"Civilian employed population 16 years and over","California","18,646,894","±21,848","18,646,894","(X)",2020
"Private wage and salary workers","California","14,554,750","±24,693","78.10%","±0.1",2020
"Government workers","California","2,595,408","±19,159","13.90%","±0.1",2020
"Self-employed in own not incorporated business workers","California","1,460,146","±10,530","7.80%","±0.1",2020
"Unpaid family workers","California","36,590","±1,746","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Colorado","2,937,047","±6,847","2,937,047","(X)",2020
"Private wage and salary workers","Colorado","2,348,213","±8,860","80.00%","±0.2",2020
"Government workers","Colorado","397,973","±5,811","13.60%","±0.2",2020
"Self-employed in own not incorporated business workers","Colorado","183,873","±3,542","6.30%","±0.1",2020
"Unpaid family workers","Colorado","6,988","±828","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Connecticut","1,807,525","±5,991","1,807,525","(X)",2020
"Private wage and salary workers","Connecticut","1,459,801","±6,999","80.80%","±0.3",2020
"Government workers","Connecticut","231,561","±3,979","12.80%","±0.2",2020
"Self-employed in own not incorporated business workers","Connecticut","113,012","±2,377","6.30%","±0.1",2020
"Unpaid family workers","Connecticut","3,151","±482","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Delaware","456,872","±3,867","456,872","(X)",2020
"Private wage and salary workers","Delaware","366,790","±3,700","80.30%","±0.6",2020
"Government workers","Delaware","69,421","±2,496","15.20%","±0.5",2020
"Self-employed in own not incorporated business workers","Delaware","19,755","±1,231","4.30%","±0.3",2020
"Unpaid family workers","Delaware","906","±288","0.20%","±0.1",2020
"Civilian employed population 16 years and over","District of Columbia","382,108","±2,738","382,108","(X)",2020
"Private wage and salary workers","District of Columbia","270,253","±3,488","70.70%","±0.6",2020
"Government workers","District of Columbia","94,757","±2,202","24.80%","±0.6",2020
"Self-employed in own not incorporated business workers","District of Columbia","16,520","±1,079","4.30%","±0.3",2020
