"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"$100,000 to $149,999","Puerto Rico","33,347","±1,160","2.80%","±0.1",2018
"$150,000 to $199,999","Puerto Rico","10,094","±784","0.80%","±0.1",2018
"$200,000 or more","Puerto Rico","10,527","±724","0.90%","±0.1",2018
"Median household income (dollars)","Puerto Rico","20,166","±190","(X)","(X)",2018
"Mean household income (dollars)","Puerto Rico","32,190","±281","(X)","(X)",2018
"With earnings","Puerto Rico","662,216","±4,832","55.00%","±0.3",2018
"Mean earnings (dollars)","Puerto Rico","38,665","±380","(X)","(X)",2018
"With Social Security","Puerto Rico","535,766","±3,040","44.50%","±0.3",2018
"Mean Social Security income (dollars)","Puerto Rico","13,017","±70","(X)","(X)",2018
"With retirement income","Puerto Rico","195,534","±2,512","16.20%","±0.2",2018
"Mean retirement income (dollars)","Puerto Rico","17,565","±481","(X)","(X)",2018
"With Supplemental Security Income","Puerto Rico","5,396","±454","0.40%","±0.1",2018
"Mean Supplemental Security Income (dollars)","Puerto Rico","10,079","±602","(X)","(X)",2018
"With cash public assistance income","Puerto Rico","101,322","±2,014","8.40%","±0.2",2018
"Mean cash public assistance income (dollars)","Puerto Rico","2,478","±42","(X)","(X)",2018
"With Food Stamp/SNAP benefits in the past 12 months","Puerto Rico","472,397","±3,768","39.20%","±0.3",2018
"Families","Puerto Rico","827,819","±4,328","827,819","(X)",2018
"Less than $10,000","Puerto Rico","184,037","±2,553","22.20%","±0.3",2018
"$10,000 to $14,999","Puerto Rico","83,446","±2,194","10.10%","±0.3",2018
"$15,000 to $24,999","Puerto Rico","154,697","±2,733","18.70%","±0.3",2018
"$25,000 to $34,999","Puerto Rico","113,319","±2,138","13.70%","±0.3",2018
"$35,000 to $49,999","Puerto Rico","111,891","±2,163","13.50%","±0.3",2018
"$50,000 to $74,999","Puerto Rico","97,181","±1,971","11.70%","±0.2",2018
"$75,000 to $99,999","Puerto Rico","38,438","±1,549","4.60%","±0.2",2018
"$100,000 to $149,999","Puerto Rico","27,384","±1,017","3.30%","±0.1",2018
"$150,000 to $199,999","Puerto Rico","8,466","±701","1.00%","±0.1",2018
"$200,000 or more","Puerto Rico","8,960","±713","1.10%","±0.1",2018
"Median family income (dollars)","Puerto Rico","24,391","±250","(X)","(X)",2018
"Mean family income (dollars)","Puerto Rico","36,458","±390","(X)","(X)",2018
"Per capita income (dollars)","Puerto Rico","12,451","±108","(X)","(X)",2018
"Nonfamily households","Puerto Rico","377,256","±3,592","377,256","(X)",2018
"Median nonfamily income (dollars)","Puerto Rico","12,128","±154","(X)","(X)",2018
"Mean nonfamily income (dollars)","Puerto Rico","20,294","±398","(X)","(X)",2018
"Median earnings for workers (dollars)","Puerto Rico","17,262","±89","(X)","(X)",2018
"Median earnings for male full-time, year-round workers (dollars)","Puerto Rico","23,531","±314","(X)","(X)",2018
"Median earnings for female full-time, year-round workers (dollars)","Puerto Rico","24,132","±262","(X)","(X)",2018
"Total households","Alabama","1,933,150","±5,364","1,933,150","(X)",2022
"Less than $10,000","Alabama","124,968","±3,269","6.50%","±0.2",2022
"$10,000 to $14,999","Alabama","104,069","±2,486","5.40%","±0.1",2022
"$15,000 to $24,999","Alabama","185,980","±3,703","9.60%","±0.2",2022
"$25,000 to $34,999","Alabama","175,045","±3,880","9.10%","±0.2",2022
"$35,000 to $49,999","Alabama","238,218","±4,078","12.30%","±0.2",2022
"$50,000 to $74,999","Alabama","325,118","±3,873","16.80%","±0.2",2022
"$75,000 to $99,999","Alabama","240,671","±4,125","12.40%","±0.2",2022
"$100,000 to $149,999","Alabama","284,926","±4,455","14.70%","±0.2",2022
"$150,000 to $199,999","Alabama","128,778","±2,978","6.70%","±0.2",2022
"$200,000 or more","Alabama","125,377","±2,453","6.50%","±0.1",2022
"Median household income (dollars)","Alabama","59,609","±377","(X)","(X)",2022
"Mean household income (dollars)","Alabama","82,992","±478","(X)","(X)",2022
"With earnings","Alabama","1,396,904","±6,633","72.30%","±0.3",2022
"Mean earnings (dollars)","Alabama","86,488","±520","(X)","(X)",2022
"With Social Security","Alabama","686,560","±4,378","35.50%","±0.2",2022
"Mean Social Security income (dollars)","Alabama","22,032","±118","(X)","(X)",2022
"With retirement income","Alabama","484,757","±5,426","25.10%","±0.3",2022
"Mean retirement income (dollars)","Alabama","28,196","±419","(X)","(X)",2022
"With Supplemental Security Income","Alabama","124,197","±2,544","6.40%","±0.1",2022
"Mean Supplemental Security Income (dollars)","Alabama","10,963","±153","(X)","(X)",2022
"With cash public assistance income","Alabama","31,865","±1,625","1.60%","±0.1",2022
"Mean cash public assistance income (dollars)","Alabama","3,194","±183","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Alabama","257,704","±4,690","13.30%","±0.2",2022
"Families","Alabama","1,255,864","±6,803","1,255,864","(X)",2022
"Less than $10,000","Alabama","48,887","±2,096","3.90%","±0.2",2022
"$10,000 to $14,999","Alabama","32,346","±1,659","2.60%","±0.1",2022
"$15,000 to $24,999","Alabama","77,220","±2,670","6.10%","±0.2",2022
"$25,000 to $34,999","Alabama","89,882","±2,670","7.20%","±0.2",2022
"$35,000 to $49,999","Alabama","142,569","±3,561","11.40%","±0.3",2022
"$50,000 to $74,999","Alabama","217,365","±3,229","17.30%","±0.3",2022
"$75,000 to $99,999","Alabama","182,543","±3,624","14.50%","±0.3",2022
"$100,000 to $149,999","Alabama","238,376","±4,286","19.00%","±0.3",2022
"$150,000 to $199,999","Alabama","114,166","±2,930","9.10%","±0.2",2022
"$200,000 or more","Alabama","112,510","±2,193","9.00%","±0.2",2022
"Median family income (dollars)","Alabama","77,363","±564","(X)","(X)",2022
"Mean family income (dollars)","Alabama","100,358","±645","(X)","(X)",2022
"Per capita income (dollars)","Alabama","33,344","±211","(X)","(X)",2022
"Nonfamily households","Alabama","677,286","±5,475","677,286","(X)",2022
"Median nonfamily income (dollars)","Alabama","32,834","±382","(X)","(X)",2022
"Mean nonfamily income (dollars)","Alabama","48,041","±621","(X)","(X)",2022
"Median earnings for workers (dollars)","Alabama","36,731","±227","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Alabama","56,937","±405","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Alabama","42,408","±377","(X)","(X)",2022
"Total households","Alaska","264,376","±1,393","264,376","(X)",2022
"Less than $10,000","Alaska","10,232","±722","3.90%","±0.3",2022
"$10,000 to $14,999","Alaska","6,532","±622","2.50%","±0.2",2022
"$15,000 to $24,999","Alaska","15,245","±803","5.80%","±0.3",2022
"$25,000 to $34,999","Alaska","14,638","±839","5.50%","±0.3",2022
"$35,000 to $49,999","Alaska","24,834","±903","9.40%","±0.3",2022
"$50,000 to $74,999","Alaska","41,544","±1,353","15.70%","±0.5",2022
"$75,000 to $99,999","Alaska","37,590","±1,375","14.20%","±0.5",2022
"$100,000 to $149,999","Alaska","51,988","±1,457","19.70%","±0.5",2022
"$150,000 to $199,999","Alaska","29,177","±1,169","11.00%","±0.5",2022
"$200,000 or more","Alaska","32,596","±1,124","12.30%","±0.4",2022
"Median household income (dollars)","Alaska","86,370","±1,083","(X)","(X)",2022
"Mean household income (dollars)","Alaska","110,602","±1,307","(X)","(X)",2022
"With earnings","Alaska","216,601","±1,636","81.90%","±0.4",2022
"Mean earnings (dollars)","Alaska","106,216","±1,412","(X)","(X)",2022
"With Social Security","Alaska","65,015","±1,238","24.60%","±0.4",2022
"Mean Social Security income (dollars)","Alaska","20,210","±357","(X)","(X)",2022
"With retirement income","Alaska","62,059","±1,377","23.50%","±0.5",2022
"Mean retirement income (dollars)","Alaska","42,676","±1,900","(X)","(X)",2022
"With Supplemental Security Income","Alaska","11,977","±840","4.50%","±0.3",2022
"Mean Supplemental Security Income (dollars)","Alaska","11,414","±449","(X)","(X)",2022
"With cash public assistance income","Alaska","16,426","±902","6.20%","±0.3",2022
"Mean cash public assistance income (dollars)","Alaska","4,420","±237","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Alaska","27,659","±1,090","10.50%","±0.4",2022
"Families","Alaska","170,971","±1,841","170,971","(X)",2022
"Less than $10,000","Alaska","3,888","±506","2.30%","±0.3",2022
"$10,000 to $14,999","Alaska","2,459","±329","1.40%","±0.2",2022
"$15,000 to $24,999","Alaska","5,671","±539","3.30%","±0.3",2022
"$25,000 to $34,999","Alaska","7,033","±622","4.10%","±0.4",2022
"$35,000 to $49,999","Alaska","13,328","±820","7.80%","±0.5",2022
"$50,000 to $74,999","Alaska","24,760","±1,234","14.50%","±0.7",2022
"$75,000 to $99,999","Alaska","24,385","±1,002","14.30%","±0.6",2022
"$100,000 to $149,999","Alaska","38,973","±1,178","22.80%","±0.7",2022
"$150,000 to $199,999","Alaska","23,423","±984","13.70%","±0.6",2022
"$200,000 or more","Alaska","27,051","±1,052","15.80%","±0.6",2022
"Median family income (dollars)","Alaska","104,081","±1,298","(X)","(X)",2022
"Mean family income (dollars)","Alaska","127,741","±1,681","(X)","(X)",2022
"Per capita income (dollars)","Alaska","42,828","±523","(X)","(X)",2022
"Nonfamily households","Alaska","93,405","±1,724","93,405","(X)",2022
"Median nonfamily income (dollars)","Alaska","56,559","±1,584","(X)","(X)",2022
"Mean nonfamily income (dollars)","Alaska","72,109","±1,816","(X)","(X)",2022
"Median earnings for workers (dollars)","Alaska","46,265","±603","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Alaska","69,353","±1,066","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Alaska","57,815","±777","(X)","(X)",2022
"Total households","Arizona","2,739,136","±5,481","2,739,136","(X)",2022
"Less than $10,000","Arizona","134,472","±2,854","4.90%","±0.1",2022
"$10,000 to $14,999","Arizona","86,150","±1,958","3.10%","±0.1",2022
"$15,000 to $24,999","Arizona","182,617","±3,390","6.70%","±0.1",2022
"$25,000 to $34,999","Arizona","210,132","±3,849","7.70%","±0.1",2022
"$35,000 to $49,999","Arizona","313,972","±5,440","11.50%","±0.2",2022
"$50,000 to $74,999","Arizona","481,630","±5,923","17.60%","±0.2",2022
"$75,000 to $99,999","Arizona","374,601","±4,859","13.70%","±0.2",2022
"$100,000 to $149,999","Arizona","475,154","±4,979","17.30%","±0.2",2022
"$150,000 to $199,999","Arizona","227,517","±3,879","8.30%","±0.1",2022
"$200,000 or more","Arizona","252,891","±4,018","9.20%","±0.1",2022
"Median household income (dollars)","Arizona","72,581","±450","(X)","(X)",2022
"Mean household income (dollars)","Arizona","98,569","±551","(X)","(X)",2022
"With earnings","Arizona","2,063,299","±6,442","75.30%","±0.2",2022
"Mean earnings (dollars)","Arizona","98,850","±602","(X)","(X)",2022
"With Social Security","Arizona","926,367","±4,810","33.80%","±0.2",2022
"Mean Social Security income (dollars)","Arizona","24,079","±115","(X)","(X)",2022
"With retirement income","Arizona","692,978","±5,108","25.30%","±0.2",2022
"Mean retirement income (dollars)","Arizona","32,379","±447","(X)","(X)",2022
"With Supplemental Security Income","Arizona","113,331","±2,702","4.10%","±0.1",2022
"Mean Supplemental Security Income (dollars)","Arizona","11,321","±175","(X)","(X)",2022
"With cash public assistance income","Arizona","57,677","±1,748","2.10%","±0.1",2022
"Mean cash public assistance income (dollars)","Arizona","4,303","±261","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Arizona","277,716","±4,433","10.10%","±0.2",2022
"Families","Arizona","1,780,293","±7,322","1,780,293","(X)",2022
"Less than $10,000","Arizona","60,342","±2,384","3.40%","±0.1",2022
"$10,000 to $14,999","Arizona","29,717","±1,447","1.70%","±0.1",2022
"$15,000 to $24,999","Arizona","77,249","±2,364","4.30%","±0.1",2022
"$25,000 to $34,999","Arizona","107,431","±2,533","6.00%","±0.1",2022
"$35,000 to $49,999","Arizona","180,584","±3,519","10.10%","±0.2",2022
"$50,000 to $74,999","Arizona","305,741","±4,909","17.20%","±0.3",2022
"$75,000 to $99,999","Arizona","263,372","±4,444","14.80%","±0.2",2022
"$100,000 to $149,999","Arizona","362,866","±4,651","20.40%","±0.2",2022
"$150,000 to $199,999","Arizona","183,644","±3,722","10.30%","±0.2",2022
"$200,000 or more","Arizona","209,347","±3,684","11.80%","±0.2",2022
"Median family income (dollars)","Arizona","86,737","±559","(X)","(X)",2022
"Mean family income (dollars)","Arizona","113,131","±653","(X)","(X)",2022
"Per capita income (dollars)","Arizona","38,334","±204","(X)","(X)",2022
"Nonfamily households","Arizona","958,843","±7,456","958,843","(X)",2022
"Median nonfamily income (dollars)","Arizona","46,450","±314","(X)","(X)",2022
"Mean nonfamily income (dollars)","Arizona","65,638","±684","(X)","(X)",2022
"Median earnings for workers (dollars)","Arizona","40,887","±192","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Arizona","57,589","±304","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Arizona","48,577","±429","(X)","(X)",2022
"Total households","Arkansas","1,171,694","±4,301","1,171,694","(X)",2022
"Less than $10,000","Arkansas","70,774","±2,033","6.00%","±0.2",2022
"$10,000 to $14,999","Arkansas","62,292","±1,940","5.30%","±0.2",2022
"$15,000 to $24,999","Arkansas","119,305","±2,876","10.20%","±0.2",2022
"$25,000 to $34,999","Arkansas","116,869","±2,505","10.00%","±0.2",2022
"$35,000 to $49,999","Arkansas","158,418","±3,071","13.50%","±0.3",2022
"$50,000 to $74,999","Arkansas","206,184","±3,106","17.60%","±0.3",2022
"$75,000 to $99,999","Arkansas","145,577","±3,002","12.40%","±0.3",2022
"$100,000 to $149,999","Arkansas","160,587","±2,739","13.70%","±0.2",2022
"$150,000 to $199,999","Arkansas","65,630","±1,903","5.60%","±0.2",2022
"$200,000 or more","Arkansas","66,058","±1,963","5.60%","±0.2",2022
"Median household income (dollars)","Arkansas","56,335","±422","(X)","(X)",2022
"Mean household income (dollars)","Arkansas","79,592","±833","(X)","(X)",2022
"With earnings","Arkansas","852,974","±5,390","72.80%","±0.3",2022
"Mean earnings (dollars)","Arkansas","83,407","±1,051","(X)","(X)",2022
"With Social Security","Arkansas","414,947","±3,168","35.40%","±0.2",2022
"Mean Social Security income (dollars)","Arkansas","21,614","±147","(X)","(X)",2022
"With retirement income","Arkansas","261,902","±3,877","22.40%","±0.3",2022
"Mean retirement income (dollars)","Arkansas","24,932","±694","(X)","(X)",2022
"With Supplemental Security Income","Arkansas","74,223","±1,959","6.30%","±0.2",2022
"Mean Supplemental Security Income (dollars)","Arkansas","10,825","±192","(X)","(X)",2022
"With cash public assistance income","Arkansas","22,046","±1,261","1.90%","±0.1",2022
"Mean cash public assistance income (dollars)","Arkansas","3,805","±347","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Arkansas","128,864","±2,936","11.00%","±0.2",2022
"Families","Arkansas","763,445","±5,064","763,445","(X)",2022
"Less than $10,000","Arkansas","28,234","±1,419","3.70%","±0.2",2022
"$10,000 to $14,999","Arkansas","19,681","±1,139","2.60%","±0.1",2022
"$15,000 to $24,999","Arkansas","49,229","±1,940","6.40%","±0.2",2022
"$25,000 to $34,999","Arkansas","63,814","±2,103","8.40%","±0.3",2022
"$35,000 to $49,999","Arkansas","97,165","±2,445","12.70%","±0.3",2022
"$50,000 to $74,999","Arkansas","141,570","±2,463","18.50%","±0.3",2022
"$75,000 to $99,999","Arkansas","112,829","±2,555","14.80%","±0.3",2022
"$100,000 to $149,999","Arkansas","134,638","±2,844","17.60%","±0.3",2022
"$150,000 to $199,999","Arkansas","57,704","±1,875","7.60%","±0.2",2022
"$200,000 or more","Arkansas","58,581","±1,814","7.70%","±0.2",2022
"Median family income (dollars)","Arkansas","71,437","±613","(X)","(X)",2022
"Mean family income (dollars)","Arkansas","95,550","±1,178","(X)","(X)",2022
"Per capita income (dollars)","Arkansas","31,868","±310","(X)","(X)",2022
"Nonfamily households","Arkansas","408,249","±4,712","408,249","(X)",2022
"Median nonfamily income (dollars)","Arkansas","31,985","±484","(X)","(X)",2022
"Mean nonfamily income (dollars)","Arkansas","46,415","±787","(X)","(X)",2022
"Median earnings for workers (dollars)","Arkansas","35,840","±273","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Arkansas","51,522","±510","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Arkansas","41,676","±377","(X)","(X)",2022
"Total households","California","13,315,822","±16,341","13,315,822","(X)",2022
"Less than $10,000","California","589,276","±5,884","4.40%","±0.1",2022
"$10,000 to $14,999","California","427,356","±5,268","3.20%","±0.1",2022
"$15,000 to $24,999","California","741,692","±6,820","5.60%","±0.1",2022
"$25,000 to $34,999","California","799,511","±6,908","6.00%","±0.1",2022
"$35,000 to $49,999","California","1,153,474","±8,505","8.70%","±0.1",2022
"$50,000 to $74,999","California","1,829,952","±9,805","13.70%","±0.1",2022
"$75,000 to $99,999","California","1,595,276","±10,283","12.00%","±0.1",2022
"$100,000 to $149,999","California","2,369,975","±11,379","17.80%","±0.1",2022
"$150,000 to $199,999","California","1,429,049","±10,016","10.70%","±0.1",2022
"$200,000 or more","California","2,380,261","±14,018","17.90%","±0.1",2022
"Median household income (dollars)","California","91,905","±277","(X)","(X)",2022
"Mean household income (dollars)","California","130,718","±365","(X)","(X)",2022
"With earnings","California","10,756,131","±16,026","80.80%","±0.1",2022
"Mean earnings (dollars)","California","131,100","±372","(X)","(X)",2022
"With Social Security","California","3,728,056","±11,572","28.00%","±0.1",2022
"Mean Social Security income (dollars)","California","22,158","±51","(X)","(X)",2022
"With retirement income","California","2,726,537","±16,932","20.50%","±0.1",2022
"Mean retirement income (dollars)","California","38,967","±248","(X)","(X)",2022
"With Supplemental Security Income","California","787,643","±6,732","5.90%","±0.1",2022
"Mean Supplemental Security Income (dollars)","California","11,248","±64","(X)","(X)",2022
"With cash public assistance income","California","497,294","±5,930","3.70%","±0.1",2022
"Mean cash public assistance income (dollars)","California","5,909","±78","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","California","1,373,232","±8,845","10.30%","±0.1",2022
"Families","California","9,093,707","±21,893","9,093,707","(X)",2022
"Less than $10,000","California","263,261","±3,875","2.90%","±0.1",2022
"$10,000 to $14,999","California","145,565","±3,267","1.60%","±0.1",2022
"$15,000 to $24,999","California","381,144","±4,509","4.20%","±0.1",2022
"$25,000 to $34,999","California","474,719","±5,856","5.20%","±0.1",2022
"$35,000 to $49,999","California","743,119","±8,066","8.20%","±0.1",2022
"$50,000 to $74,999","California","1,222,733","±7,690","13.40%","±0.1",2022
"$75,000 to $99,999","California","1,112,621","±8,508","12.20%","±0.1",2022
"$100,000 to $149,999","California","1,730,946","±11,037","19.00%","±0.1",2022
"$150,000 to $199,999","California","1,101,397","±10,040","12.10%","±0.1",2022
"$200,000 or more","California","1,918,202","±14,091","21.10%","±0.1",2022
"Median family income (dollars)","California","105,010","±403","(X)","(X)",2022
"Mean family income (dollars)","California","145,957","±467","(X)","(X)",2022
"Per capita income (dollars)","California","45,591","±149","(X)","(X)",2022
"Nonfamily households","California","4,222,115","±14,885","4,222,115","(X)",2022
"Median nonfamily income (dollars)","California","58,774","±296","(X)","(X)",2022
"Mean nonfamily income (dollars)","California","89,171","±429","(X)","(X)",2022
"Median earnings for workers (dollars)","California","45,032","±88","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","California","68,101","±243","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","California","58,583","±219","(X)","(X)",2022
"Total households","Colorado","2,278,044","±4,293","2,278,044","(X)",2022
"Less than $10,000","Colorado","89,105","±2,370","3.90%","±0.1",2022
"$10,000 to $14,999","Colorado","61,959","±2,198","2.70%","±0.1",2022
"$15,000 to $24,999","Colorado","122,605","±2,933","5.40%","±0.1",2022
"$25,000 to $34,999","Colorado","134,874","±2,990","5.90%","±0.1",2022
"$35,000 to $49,999","Colorado","213,454","±4,282","9.40%","±0.2",2022
"$50,000 to $74,999","Colorado","355,658","±4,304","15.60%","±0.2",2022
"$75,000 to $99,999","Colorado","300,180","±4,099","13.20%","±0.2",2022
"$100,000 to $149,999","Colorado","438,091","±5,261","19.20%","±0.2",2022
"$150,000 to $199,999","Colorado","245,957","±3,605","10.80%","±0.2",2022
"$200,000 or more","Colorado","316,161","±3,780","13.90%","±0.2",2022
"Median household income (dollars)","Colorado","87,598","±508","(X)","(X)",2022
"Mean household income (dollars)","Colorado","117,508","±625","(X)","(X)",2022
"With earnings","Colorado","1,862,167","±4,935","81.70%","±0.2",2022
"Mean earnings (dollars)","Colorado","116,161","±661","(X)","(X)",2022
"With Social Security","Colorado","581,203","±3,668","25.50%","±0.2",2022
"Mean Social Security income (dollars)","Colorado","22,865","±154","(X)","(X)",2022
"With retirement income","Colorado","483,827","±4,384","21.20%","±0.2",2022
"Mean retirement income (dollars)","Colorado","36,606","±486","(X)","(X)",2022
"With Supplemental Security Income","Colorado","74,934","±2,257","3.30%","±0.1",2022
"Mean Supplemental Security Income (dollars)","Colorado","11,405","±218","(X)","(X)",2022
"With cash public assistance income","Colorado","55,630","±2,124","2.40%","±0.1",2022
"Mean cash public assistance income (dollars)","Colorado","4,569","±177","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Colorado","173,191","±3,786","7.60%","±0.2",2022
"Families","Colorado","1,427,813","±5,377","1,427,813","(X)",2022
"Less than $10,000","Colorado","31,205","±1,374","2.20%","±0.1",2022
"$10,000 to $14,999","Colorado","17,679","±1,186","1.20%","±0.1",2022
"$15,000 to $24,999","Colorado","42,578","±1,708","3.00%","±0.1",2022
"$25,000 to $34,999","Colorado","59,616","±2,201","4.20%","±0.2",2022
"$35,000 to $49,999","Colorado","106,661","±3,033","7.50%","±0.2",2022
"$50,000 to $74,999","Colorado","198,901","±3,410","13.90%","±0.2",2022
"$75,000 to $99,999","Colorado","194,633","±2,835","13.60%","±0.2",2022
"$100,000 to $149,999","Colorado","318,783","±4,626","22.30%","±0.3",2022
"$150,000 to $199,999","Colorado","195,152","±3,246","13.70%","±0.2",2022
"$200,000 or more","Colorado","262,605","±3,515","18.40%","±0.2",2022
"Median family income (dollars)","Colorado","108,664","±715","(X)","(X)",2022
"Mean family income (dollars)","Colorado","139,321","±913","(X)","(X)",2022
"Per capita income (dollars)","Colorado","47,346","±253","(X)","(X)",2022
"Nonfamily households","Colorado","850,231","±5,906","850,231","(X)",2022
"Median nonfamily income (dollars)","Colorado","55,809","±546","(X)","(X)",2022
"Mean nonfamily income (dollars)","Colorado","76,000","±745","(X)","(X)",2022
"Median earnings for workers (dollars)","Colorado","46,709","±210","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Colorado","69,114","±375","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Colorado","56,492","±356","(X)","(X)",2022
"Total households","Connecticut","1,409,807","±3,257","1,409,807","(X)",2022
"Less than $10,000","Connecticut","60,673","±2,237","4.30%","±0.2",2022
"$10,000 to $14,999","Connecticut","48,082","±1,618","3.40%","±0.1",2022
"$15,000 to $24,999","Connecticut","84,086","±2,607","6.00%","±0.2",2022
"$25,000 to $34,999","Connecticut","84,029","±2,280","6.00%","±0.2",2022
"$35,000 to $49,999","Connecticut","125,731","±2,630","8.90%","±0.2",2022
"$50,000 to $74,999","Connecticut","195,546","±3,577","13.90%","±0.3",2022
"$75,000 to $99,999","Connecticut","168,856","±3,346","12.00%","±0.2",2022
"$100,000 to $149,999","Connecticut","250,517","±3,989","17.80%","±0.3",2022
"$150,000 to $199,999","Connecticut","152,858","±2,656","10.80%","±0.2",2022
"$200,000 or more","Connecticut","239,429","±3,332","17.00%","±0.2",2022
"Median household income (dollars)","Connecticut","90,213","±730","(X)","(X)",2022
"Mean household income (dollars)","Connecticut","130,601","±995","(X)","(X)",2022
"With earnings","Connecticut","1,104,685","±3,988","78.40%","±0.2",2022
"Mean earnings (dollars)","Connecticut","133,799","±1,114","(X)","(X)",2022
"With Social Security","Connecticut","443,108","±2,921","31.40%","±0.2",2022
"Mean Social Security income (dollars)","Connecticut","24,291","±146","(X)","(X)",2022
"With retirement income","Connecticut","339,835","±4,116","24.10%","±0.3",2022
"Mean retirement income (dollars)","Connecticut","35,824","±609","(X)","(X)",2022
"With Supplemental Security Income","Connecticut","65,735","±2,352","4.70%","±0.2",2022
"Mean Supplemental Security Income (dollars)","Connecticut","11,357","±260","(X)","(X)",2022
"With cash public assistance income","Connecticut","42,149","±1,922","3.00%","±0.1",2022
"Mean cash public assistance income (dollars)","Connecticut","4,755","±222","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Connecticut","161,051","±3,412","11.40%","±0.2",2022
"Families","Connecticut","911,868","±4,647","911,868","(X)",2022
"Less than $10,000","Connecticut","21,866","±1,175","2.40%","±0.1",2022
"$10,000 to $14,999","Connecticut","13,844","±955","1.50%","±0.1",2022
"$15,000 to $24,999","Connecticut","32,363","±1,587","3.50%","±0.2",2022
"$25,000 to $34,999","Connecticut","38,177","±1,611","4.20%","±0.2",2022
"$35,000 to $49,999","Connecticut","65,393","±1,906","7.20%","±0.2",2022
"$50,000 to $74,999","Connecticut","112,628","±2,841","12.40%","±0.3",2022
"$75,000 to $99,999","Connecticut","109,739","±2,726","12.00%","±0.3",2022
"$100,000 to $149,999","Connecticut","184,504","±3,379","20.20%","±0.4",2022
"$150,000 to $199,999","Connecticut","125,406","±2,460","13.80%","±0.2",2022
"$200,000 or more","Connecticut","207,948","±3,025","22.80%","±0.3",2022
"Median family income (dollars)","Connecticut","115,539","±938","(X)","(X)",2022
"Mean family income (dollars)","Connecticut","158,585","±1,379","(X)","(X)",2022
"Per capita income (dollars)","Connecticut","52,034","±404","(X)","(X)",2022
"Nonfamily households","Connecticut","497,939","±4,058","497,939","(X)",2022
"Median nonfamily income (dollars)","Connecticut","51,102","±744","(X)","(X)",2022
"Mean nonfamily income (dollars)","Connecticut","74,107","±981","(X)","(X)",2022
"Median earnings for workers (dollars)","Connecticut","49,052","±476","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Connecticut","77,337","±701","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Connecticut","64,060","±602","(X)","(X)",2022
"Total households","Delaware","389,000","±1,574","389,000","(X)",2022
"Less than $10,000","Delaware","16,749","±1,089","4.30%","±0.3",2022
"$10,000 to $14,999","Delaware","12,173","±921","3.10%","±0.2",2022
"$15,000 to $24,999","Delaware","23,042","±1,338","5.90%","±0.3",2022
"$25,000 to $34,999","Delaware","27,723","±1,287","7.10%","±0.3",2022
"$35,000 to $49,999","Delaware","41,204","±1,924","10.60%","±0.5",2022
"$50,000 to $74,999","Delaware","63,367","±2,049","16.30%","±0.5",2022
"$75,000 to $99,999","Delaware","54,374","±1,738","14.00%","±0.4",2022
"$100,000 to $149,999","Delaware","71,165","±2,075","18.30%","±0.5",2022
"$150,000 to $199,999","Delaware","39,006","±1,532","10.00%","±0.4",2022
"$200,000 or more","Delaware","40,197","±1,510","10.30%","±0.4",2022
"Median household income (dollars)","Delaware","79,325","±1,227","(X)","(X)",2022
"Mean household income (dollars)","Delaware","104,600","±1,249","(X)","(X)",2022
"With earnings","Delaware","292,253","±2,262","75.10%","±0.5",2022
"Mean earnings (dollars)","Delaware","102,729","±1,523","(X)","(X)",2022
"With Social Security","Delaware","139,461","±1,461","35.90%","±0.4",2022
"Mean Social Security income (dollars)","Delaware","25,710","±285","(X)","(X)",2022
"With retirement income","Delaware","119,560","±1,827","30.70%","±0.5",2022
"Mean retirement income (dollars)","Delaware","34,944","±1,002","(X)","(X)",2022
"With Supplemental Security Income","Delaware","17,946","±1,253","4.60%","±0.3",2022
"Mean Supplemental Security Income (dollars)","Delaware","12,047","±458","(X)","(X)",2022
"With cash public assistance income","Delaware","9,323","±838","2.40%","±0.2",2022
