"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"All parents in family in labor force","Colorado","246,177","±3,062","64.80%","±0.8",2021
"Own children of the householder 6 to 17 years","Colorado","831,194","±3,185","831,194","(X)",2021
"All parents in family in labor force","Colorado","604,042","±5,607","72.70%","±0.6",2021
"Population 16 years and over","Connecticut","2,954,661","±1,382","2,954,661","(X)",2021
"In labor force","Connecticut","1,950,007","±5,898","66.00%","±0.2",2021
"Civilian labor force","Connecticut","1,940,626","±6,043","65.70%","±0.2",2021
"Employed","Connecticut","1,822,995","±6,801","61.70%","±0.2",2021
"Unemployed","Connecticut","117,631","±3,336","4.00%","±0.1",2021
"Armed Forces","Connecticut","9,381","±673","0.30%","±0.1",2021
"Not in labor force","Connecticut","1,004,654","±5,885","34.00%","±0.2",2021
"Civilian labor force","Connecticut","1,940,626","±6,043","1,940,626","(X)",2021
"Unemployment Rate","Connecticut","(X)","(X)","6.10%","±0.2",2021
"Females 16 years and over","Connecticut","1,518,059","±1,219","1,518,059","(X)",2021
"In labor force","Connecticut","936,551","±4,142","61.70%","±0.3",2021
"Civilian labor force","Connecticut","935,889","±4,112","61.70%","±0.3",2021
"Employed","Connecticut","883,266","±4,406","58.20%","±0.3",2021
"Own children of the householder under 6 years","Connecticut","212,746","±1,614","212,746","(X)",2021
"All parents in family in labor force","Connecticut","154,661","±2,332","72.70%","±1.0",2021
"Own children of the householder 6 to 17 years","Connecticut","503,709","±1,917","503,709","(X)",2021
"All parents in family in labor force","Connecticut","386,391","±3,593","76.70%","±0.7",2021
"Population 16 years and over","Delaware","798,798","±779","798,798","(X)",2021
"In labor force","Delaware","496,804","±3,410","62.20%","±0.4",2021
"Civilian labor force","Delaware","492,450","±3,436","61.60%","±0.4",2021
"Employed","Delaware","464,457","±3,408","58.10%","±0.4",2021
"Unemployed","Delaware","27,993","±1,469","3.50%","±0.2",2021
"Armed Forces","Delaware","4,354","±636","0.50%","±0.1",2021
"Not in labor force","Delaware","301,994","±3,460","37.80%","±0.4",2021
"Civilian labor force","Delaware","492,450","±3,436","492,450","(X)",2021
"Unemployment Rate","Delaware","(X)","(X)","5.70%","±0.3",2021
"Females 16 years and over","Delaware","414,664","±571","414,664","(X)",2021
"In labor force","Delaware","242,418","±2,126","58.50%","±0.5",2021
"Civilian labor force","Delaware","241,746","±2,145","58.30%","±0.5",2021
"Employed","Delaware","228,322","±2,216","55.10%","±0.5",2021
"Own children of the householder under 6 years","Delaware","61,001","±1,009","61,001","(X)",2021
"All parents in family in labor force","Delaware","42,962","±1,512","70.40%","±2.1",2021
"Own children of the householder 6 to 17 years","Delaware","133,421","±1,351","133,421","(X)",2021
"All parents in family in labor force","Delaware","100,536","±2,149","75.40%","±1.4",2021
"Population 16 years and over","District of Columbia","568,405","±559","568,405","(X)",2021
"In labor force","District of Columbia","405,651","±2,323","71.40%","±0.4",2021
"Civilian labor force","District of Columbia","402,460","±2,336","70.80%","±0.4",2021
"Employed","District of Columbia","373,967","±2,650","65.80%","±0.5",2021
"Unemployed","District of Columbia","28,493","±1,570","5.00%","±0.3",2021
"Armed Forces","District of Columbia","3,191","±357","0.60%","±0.1",2021
"Not in labor force","District of Columbia","162,754","±2,477","28.60%","±0.4",2021
"Civilian labor force","District of Columbia","402,460","±2,336","402,460","(X)",2021
"Unemployment Rate","District of Columbia","(X)","(X)","7.10%","±0.4",2021
"Females 16 years and over","District of Columbia","301,403","±356","301,403","(X)",2021
"In labor force","District of Columbia","209,274","±1,827","69.40%","±0.6",2021
"Civilian labor force","District of Columbia","208,787","±1,832","69.30%","±0.6",2021
"Employed","District of Columbia","194,018","±2,017","64.40%","±0.7",2021
"Own children of the householder under 6 years","District of Columbia","47,946","±946","47,946","(X)",2021
"All parents in family in labor force","District of Columbia","36,972","±1,311","77.10%","±2.4",2021
"Own children of the householder 6 to 17 years","District of Columbia","69,108","±1,295","69,108","(X)",2021
"All parents in family in labor force","District of Columbia","52,907","±1,755","76.60%","±1.9",2021
"Population 16 years and over","Florida","17,577,024","±3,962","17,577,024","(X)",2021
"In labor force","Florida","10,448,290","±20,215","59.40%","±0.1",2021
"Civilian labor force","Florida","10,377,036","±20,103","59.00%","±0.1",2021
"Employed","Florida","9,824,911","±19,618","55.90%","±0.1",2021
"Unemployed","Florida","552,125","±7,541","3.10%","±0.1",2021
"Armed Forces","Florida","71,254","±2,599","0.40%","±0.1",2021
"Not in labor force","Florida","7,128,734","±20,443","40.60%","±0.1",2021
"Civilian labor force","Florida","10,377,036","±20,103","10,377,036","(X)",2021
"Unemployment Rate","Florida","(X)","(X)","5.30%","±0.1",2021
"Females 16 years and over","Florida","9,011,799","±2,703","9,011,799","(X)",2021
"In labor force","Florida","4,953,578","±13,989","55.00%","±0.2",2021
"Civilian labor force","Florida","4,941,297","±13,899","54.80%","±0.2",2021
"Employed","Florida","4,677,500","±13,840","51.90%","±0.2",2021
"Own children of the householder under 6 years","Florida","1,280,251","±4,795","1,280,251","(X)",2021
"All parents in family in labor force","Florida","871,676","±7,596","68.10%","±0.5",2021
"Own children of the householder 6 to 17 years","Florida","2,745,189","±6,729","2,745,189","(X)",2021
"All parents in family in labor force","Florida","1,991,756","±12,082","72.60%","±0.4",2021
"Population 16 years and over","Georgia","8,385,039","±3,263","8,385,039","(X)",2021
"In labor force","Georgia","5,329,864","±13,113","63.60%","±0.2",2021
"Civilian labor force","Georgia","5,274,596","±13,021","62.90%","±0.2",2021
"Employed","Georgia","4,983,753","±13,339","59.40%","±0.2",2021
"Unemployed","Georgia","290,843","±5,368","3.50%","±0.1",2021
"Armed Forces","Georgia","55,268","±2,241","0.70%","±0.1",2021
"Not in labor force","Georgia","3,055,175","±12,861","36.40%","±0.2",2021
"Civilian labor force","Georgia","5,274,596","±13,021","5,274,596","(X)",2021
"Unemployment Rate","Georgia","(X)","(X)","5.50%","±0.1",2021
"Females 16 years and over","Georgia","4,337,320","±2,533","4,337,320","(X)",2021
"In labor force","Georgia","2,563,105","±9,091","59.10%","±0.2",2021
"Civilian labor force","Georgia","2,555,762","±8,839","58.90%","±0.2",2021
"Employed","Georgia","2,407,578","±9,635","55.50%","±0.2",2021
"Own children of the householder under 6 years","Georgia","740,387","±4,101","740,387","(X)",2021
"All parents in family in labor force","Georgia","495,792","±5,659","67.00%","±0.7",2021
"Own children of the householder 6 to 17 years","Georgia","1,640,744","±5,363","1,640,744","(X)",2021
"All parents in family in labor force","Georgia","1,181,777","±8,524","72.00%","±0.5",2021
"Population 16 years and over","Hawaii","1,174,511","±707","1,174,511","(X)",2021
"In labor force","Hawaii","764,801","±3,772","65.10%","±0.3",2021
"Civilian labor force","Hawaii","717,453","±3,856","61.10%","±0.3",2021
"Employed","Hawaii","680,301","±3,917","57.90%","±0.3",2021
"Unemployed","Hawaii","37,152","±1,373","3.20%","±0.1",2021
"Armed Forces","Hawaii","47,348","±1,245","4.00%","±0.1",2021
"Not in labor force","Hawaii","409,710","±3,901","34.90%","±0.3",2021
"Civilian labor force","Hawaii","717,453","±3,856","717,453","(X)",2021
"Unemployment Rate","Hawaii","(X)","(X)","5.20%","±0.2",2021
"Females 16 years and over","Hawaii","586,446","±566","586,446","(X)",2021
"In labor force","Hawaii","357,237","±2,767","60.90%","±0.5",2021
"Civilian labor force","Hawaii","349,971","±2,904","59.70%","±0.5",2021
"Employed","Hawaii","332,379","±2,891","56.70%","±0.5",2021
"Own children of the householder under 6 years","Hawaii","97,650","±1,102","97,650","(X)",2021
"All parents in family in labor force","Hawaii","63,875","±1,582","65.40%","±1.6",2021
"Own children of the householder 6 to 17 years","Hawaii","191,072","±1,527","191,072","(X)",2021
"All parents in family in labor force","Hawaii","141,962","±2,059","74.30%","±0.8",2021
"Population 16 years and over","Idaho","1,405,245","±1,187","1,405,245","(X)",2021
"In labor force","Idaho","887,977","±4,317","63.20%","±0.3",2021
"Civilian labor force","Idaho","883,059","±4,426","62.80%","±0.3",2021
"Employed","Idaho","847,426","±4,684","60.30%","±0.3",2021
"Unemployed","Idaho","35,633","±1,859","2.50%","±0.1",2021
"Armed Forces","Idaho","4,918","±617","0.30%","±0.1",2021
"Not in labor force","Idaho","517,268","±4,624","36.80%","±0.3",2021
"Civilian labor force","Idaho","883,059","±4,426","883,059","(X)",2021
"Unemployment Rate","Idaho","(X)","(X)","4.00%","±0.2",2021
"Females 16 years and over","Idaho","700,696","±990","700,696","(X)",2021
"In labor force","Idaho","402,777","±3,523","57.50%","±0.5",2021
"Civilian labor force","Idaho","401,915","±3,560","57.40%","±0.5",2021
"Employed","Idaho","386,311","±3,559","55.10%","±0.5",2021
"Own children of the householder under 6 years","Idaho","135,433","±1,182","135,433","(X)",2021
"All parents in family in labor force","Idaho","78,200","±2,048","57.70%","±1.4",2021
"Own children of the householder 6 to 17 years","Idaho","302,774","±1,678","302,774","(X)",2021
"All parents in family in labor force","Idaho","204,884","±3,535","67.70%","±1.2",2021
"Population 16 years and over","Illinois","10,275,978","±2,858","10,275,978","(X)",2021
"In labor force","Illinois","6,705,184","±12,932","65.30%","±0.1",2021
"Civilian labor force","Illinois","6,686,514","±12,852","65.10%","±0.1",2021
"Employed","Illinois","6,273,473","±14,871","61.00%","±0.1",2021
"Unemployed","Illinois","413,041","±6,328","4.00%","±0.1",2021
"Armed Forces","Illinois","18,670","±927","0.20%","±0.1",2021
"Not in labor force","Illinois","3,570,794","±12,424","34.70%","±0.1",2021
"Civilian labor force","Illinois","6,686,514","±12,852","6,686,514","(X)",2021
"Unemployment Rate","Illinois","(X)","(X)","6.20%","±0.1",2021
"Females 16 years and over","Illinois","5,244,168","±2,155","5,244,168","(X)",2021
"In labor force","Illinois","3,182,689","±10,128","60.70%","±0.2",2021
"Civilian labor force","Illinois","3,179,075","±10,222","60.60%","±0.2",2021
"Employed","Illinois","2,988,287","±10,763","57.00%","±0.2",2021
"Own children of the householder under 6 years","Illinois","863,013","±3,256","863,013","(X)",2021
"All parents in family in labor force","Illinois","602,966","±5,404","69.90%","±0.5",2021
"Own children of the householder 6 to 17 years","Illinois","1,901,540","±4,027","1,901,540","(X)",2021
"All parents in family in labor force","Illinois","1,415,238","±8,028","74.40%","±0.4",2021
"Population 16 years and over","Indiana","5,343,229","±2,139","5,343,229","(X)",2021
"In labor force","Indiana","3,416,171","±8,911","63.90%","±0.2",2021
"Civilian labor force","Indiana","3,411,413","±8,909","63.80%","±0.2",2021
"Employed","Indiana","3,250,923","±9,413","60.80%","±0.2",2021
"Unemployed","Indiana","160,490","±3,905","3.00%","±0.1",2021
"Armed Forces","Indiana","4,758","±745","0.10%","±0.1",2021
"Not in labor force","Indiana","1,927,058","±9,048","36.10%","±0.2",2021
"Civilian labor force","Indiana","3,411,413","±8,909","3,411,413","(X)",2021
"Unemployment Rate","Indiana","(X)","(X)","4.70%","±0.1",2021
"Females 16 years and over","Indiana","2,721,365","±1,493","2,721,365","(X)",2021
"In labor force","Indiana","1,613,128","±5,646","59.30%","±0.2",2021
"Civilian labor force","Indiana","1,612,609","±5,631","59.30%","±0.2",2021
"Employed","Indiana","1,538,837","±5,370","56.50%","±0.2",2021
"Own children of the householder under 6 years","Indiana","477,727","±2,934","477,727","(X)",2021
"All parents in family in labor force","Indiana","325,984","±3,641","68.20%","±0.6",2021
"Own children of the householder 6 to 17 years","Indiana","1,020,574","±3,826","1,020,574","(X)",2021
"All parents in family in labor force","Indiana","745,655","±5,919","73.10%","±0.5",2021
"Population 16 years and over","Iowa","2,523,649","±1,319","2,523,649","(X)",2021
"In labor force","Iowa","1,689,338","±5,204","66.90%","±0.2",2021
"Civilian labor force","Iowa","1,686,696","±5,293","66.80%","±0.2",2021
"Employed","Iowa","1,620,796","±5,425","64.20%","±0.2",2021
"Unemployed","Iowa","65,900","±2,598","2.60%","±0.1",2021
"Armed Forces","Iowa","2,642","±458","0.10%","±0.1",2021
"Not in labor force","Iowa","834,311","±5,291","33.10%","±0.2",2021
"Civilian labor force","Iowa","1,686,696","±5,293","1,686,696","(X)",2021
"Unemployment Rate","Iowa","(X)","(X)","3.90%","±0.2",2021
"Females 16 years and over","Iowa","1,268,973","±1,149","1,268,973","(X)",2021
"In labor force","Iowa","795,631","±3,357","62.70%","±0.3",2021
"Civilian labor force","Iowa","795,301","±3,370","62.70%","±0.3",2021
"Employed","Iowa","765,219","±3,529","60.30%","±0.3",2021
"Own children of the householder under 6 years","Iowa","228,642","±1,722","228,642","(X)",2021
"All parents in family in labor force","Iowa","173,121","±1,984","75.70%","±0.7",2021
"Own children of the householder 6 to 17 years","Iowa","480,913","±2,213","480,913","(X)",2021
"All parents in family in labor force","Iowa","389,863","±3,367","81.10%","±0.5",2021
"Population 16 years and over","Kansas","2,299,477","±1,221","2,299,477","(X)",2021
"In labor force","Kansas","1,530,430","±5,313","66.60%","±0.2",2021
"Civilian labor force","Kansas","1,512,063","±5,328","65.80%","±0.2",2021
"Employed","Kansas","1,450,216","±5,371","63.10%","±0.2",2021
"Unemployed","Kansas","61,847","±1,997","2.70%","±0.1",2021
"Armed Forces","Kansas","18,367","±1,031","0.80%","±0.1",2021
"Not in labor force","Kansas","769,047","±5,233","33.40%","±0.2",2021
"Civilian labor force","Kansas","1,512,063","±5,328","1,512,063","(X)",2021
"Unemployment Rate","Kansas","(X)","(X)","4.10%","±0.1",2021
"Females 16 years and over","Kansas","1,155,964","±1,093","1,155,964","(X)",2021
"In labor force","Kansas","714,395","±4,124","61.80%","±0.4",2021
"Civilian labor force","Kansas","712,402","±4,187","61.60%","±0.4",2021
"Employed","Kansas","684,240","±4,040","59.20%","±0.4",2021
"Own children of the householder under 6 years","Kansas","217,915","±1,659","217,915","(X)",2021
"All parents in family in labor force","Kansas","152,435","±2,250","70.00%","±0.9",2021
"Own children of the householder 6 to 17 years","Kansas","462,181","±2,158","462,181","(X)",2021
"All parents in family in labor force","Kansas","353,944","±3,410","76.60%","±0.6",2021
"Population 16 years and over","Kentucky","3,588,209","±1,829","3,588,209","(X)",2021
"In labor force","Kentucky","2,135,988","±7,814","59.50%","±0.2",2021
"Civilian labor force","Kentucky","2,121,880","±7,678","59.10%","±0.2",2021
"Employed","Kentucky","2,009,185","±7,790","56.00%","±0.2",2021
"Unemployed","Kentucky","112,695","±3,184","3.10%","±0.1",2021
"Armed Forces","Kentucky","14,108","±638","0.40%","±0.1",2021
"Not in labor force","Kentucky","1,452,221","±7,832","40.50%","±0.2",2021
"Civilian labor force","Kentucky","2,121,880","±7,678","2,121,880","(X)",2021
"Unemployment Rate","Kentucky","(X)","(X)","5.30%","±0.1",2021
"Females 16 years and over","Kentucky","1,829,198","±1,566","1,829,198","(X)",2021
"In labor force","Kentucky","1,012,709","±5,057","55.40%","±0.3",2021
"Civilian labor force","Kentucky","1,011,044","±5,072","55.30%","±0.3",2021
"Employed","Kentucky","959,787","±4,932","52.50%","±0.3",2021
"Own children of the householder under 6 years","Kentucky","304,577","±2,232","304,577","(X)",2021
"All parents in family in labor force","Kentucky","205,110","±3,006","67.30%","±0.8",2021
"Own children of the householder 6 to 17 years","Kentucky","631,684","±2,921","631,684","(X)",2021
"All parents in family in labor force","Kentucky","447,182","±3,630","70.80%","±0.5",2021
"Population 16 years and over","Louisiana","3,679,521","±1,956","3,679,521","(X)",2021
"In labor force","Louisiana","2,179,709","±8,954","59.20%","±0.3",2021
"Civilian labor force","Louisiana","2,160,206","±8,854","58.70%","±0.2",2021
"Employed","Louisiana","2,013,907","±8,533","54.70%","±0.2",2021
"Unemployed","Louisiana","146,299","±3,748","4.00%","±0.1",2021
"Armed Forces","Louisiana","19,503","±1,022","0.50%","±0.1",2021
"Not in labor force","Louisiana","1,499,812","±9,499","40.80%","±0.3",2021
"Civilian labor force","Louisiana","2,160,206","±8,854","2,160,206","(X)",2021
"Unemployment Rate","Louisiana","(X)","(X)","6.80%","±0.2",2021
"Females 16 years and over","Louisiana","1,894,388","±1,842","1,894,388","(X)",2021
"In labor force","Louisiana","1,046,865","±6,330","55.30%","±0.3",2021
"Civilian labor force","Louisiana","1,044,071","±6,350","55.10%","±0.3",2021
"Employed","Louisiana","978,029","±5,822","51.60%","±0.3",2021
"Own children of the householder under 6 years","Louisiana","338,484","±2,490","338,484","(X)",2021
"All parents in family in labor force","Louisiana","229,847","±3,991","67.90%","±1.0",2021
"Own children of the householder 6 to 17 years","Louisiana","692,660","±3,171","692,660","(X)",2021
"All parents in family in labor force","Louisiana","501,674","±5,044","72.40%","±0.7",2021
"Population 16 years and over","Maine","1,134,793","±663","1,134,793","(X)",2021
"In labor force","Maine","713,221","±3,326","62.90%","±0.3",2021
"Civilian labor force","Maine","711,350","±3,380","62.70%","±0.3",2021
"Employed","Maine","681,187","±3,652","60.00%","±0.3",2021
"Unemployed","Maine","30,163","±1,406","2.70%","±0.1",2021
"Armed Forces","Maine","1,871","±324","0.20%","±0.1",2021
"Not in labor force","Maine","421,572","±3,369","37.10%","±0.3",2021
"Civilian labor force","Maine","711,350","±3,380","711,350","(X)",2021
"Unemployment Rate","Maine","(X)","(X)","4.20%","±0.2",2021
"Females 16 years and over","Maine","580,836","±559","580,836","(X)",2021
"In labor force","Maine","345,900","±2,083","59.60%","±0.4",2021
"Civilian labor force","Maine","345,716","±2,089","59.50%","±0.4",2021
"Employed","Maine","332,737","±2,138","57.30%","±0.4",2021
"Own children of the householder under 6 years","Maine","74,790","±847","74,790","(X)",2021
"All parents in family in labor force","Maine","52,138","±1,350","69.70%","±1.4",2021
"Own children of the householder 6 to 17 years","Maine","165,482","±1,050","165,482","(X)",2021
"All parents in family in labor force","Maine","126,996","±1,925","76.70%","±1.1",2021
"Population 16 years and over","Maryland","4,931,565","±2,050","4,931,565","(X)",2021
"In labor force","Maryland","3,330,279","±8,197","67.50%","±0.2",2021
"Civilian labor force","Maryland","3,296,484","±8,118","66.80%","±0.2",2021
"Employed","Maryland","3,120,977","±8,768","63.30%","±0.2",2021
"Unemployed","Maryland","175,507","±3,582","3.60%","±0.1",2021
"Armed Forces","Maryland","33,795","±1,588","0.70%","±0.1",2021
"Not in labor force","Maryland","1,601,286","±8,019","32.50%","±0.2",2021
"Civilian labor force","Maryland","3,296,484","±8,118","3,296,484","(X)",2021
"Unemployment Rate","Maryland","(X)","(X)","5.30%","±0.1",2021
"Females 16 years and over","Maryland","2,557,410","±1,450","2,557,410","(X)",2021
"In labor force","Maryland","1,624,157","±6,138","63.50%","±0.2",2021
"Civilian labor force","Maryland","1,617,230","±6,038","63.20%","±0.2",2021
"Employed","Maryland","1,530,693","±6,301","59.90%","±0.2",2021
"Own children of the householder under 6 years","Maryland","419,582","±2,581","419,582","(X)",2021
"All parents in family in labor force","Maryland","308,423","±3,556","73.50%","±0.7",2021
"Own children of the householder 6 to 17 years","Maryland","887,676","±3,057","887,676","(X)",2021
"All parents in family in labor force","Maryland","689,627","±5,033","77.70%","±0.5",2021
"Population 16 years and over","Massachusetts","5,773,906","±1,782","5,773,906","(X)",2021
"In labor force","Massachusetts","3,882,484","±8,294","67.20%","±0.1",2021
"Civilian labor force","Massachusetts","3,876,978","±8,309","67.10%","±0.1",2021
"Employed","Massachusetts","3,667,019","±9,319","63.50%","±0.2",2021
"Unemployed","Massachusetts","209,959","±4,919","3.60%","±0.1",2021
"Armed Forces","Massachusetts","5,506","±645","0.10%","±0.1",2021
"Not in labor force","Massachusetts","1,891,422","±8,156","32.80%","±0.1",2021
"Civilian labor force","Massachusetts","3,876,978","±8,309","3,876,978","(X)",2021
"Unemployment Rate","Massachusetts","(X)","(X)","5.40%","±0.1",2021
"Females 16 years and over","Massachusetts","2,984,786","±1,514","2,984,786","(X)",2021
"In labor force","Massachusetts","1,894,900","±5,830","63.50%","±0.2",2021
"Civilian labor force","Massachusetts","1,893,985","±5,798","63.50%","±0.2",2021
"Employed","Massachusetts","1,797,564","±6,393","60.20%","±0.2",2021
"Own children of the householder under 6 years","Massachusetts","414,458","±2,103","414,458","(X)",2021
"All parents in family in labor force","Massachusetts","307,565","±3,634","74.20%","±0.8",2021
"Own children of the householder 6 to 17 years","Massachusetts","918,150","±2,486","918,150","(X)",2021
"All parents in family in labor force","Massachusetts","709,645","±4,967","77.30%","±0.5",2021
"Population 16 years and over","Michigan","8,136,493","±2,044","8,136,493","(X)",2021
"In labor force","Michigan","5,007,906","±9,788","61.50%","±0.1",2021
"Civilian labor force","Michigan","5,002,960","±9,762","61.50%","±0.1",2021
"Employed","Michigan","4,692,409","±10,465","57.70%","±0.1",2021
"Unemployed","Michigan","310,551","±5,949","3.80%","±0.1",2021
"Armed Forces","Michigan","4,946","±518","0.10%","±0.1",2021
"Not in labor force","Michigan","3,128,587","±9,528","38.50%","±0.1",2021
"Civilian labor force","Michigan","5,002,960","±9,762","5,002,960","(X)",2021
"Unemployment Rate","Michigan","(X)","(X)","6.20%","±0.1",2021
"Females 16 years and over","Michigan","4,141,477","±1,516","4,141,477","(X)",2021
"In labor force","Michigan","2,376,131","±5,860","57.40%","±0.1",2021
"Civilian labor force","Michigan","2,375,441","±5,873","57.40%","±0.1",2021
"Employed","Michigan","2,234,787","±6,421","54.00%","±0.2",2021
"Own children of the householder under 6 years","Michigan","658,663","±2,796","658,663","(X)",2021
"All parents in family in labor force","Michigan","440,890","±4,811","66.90%","±0.6",2021
"Own children of the householder 6 to 17 years","Michigan","1,428,537","±3,334","1,428,537","(X)",2021
"All parents in family in labor force","Michigan","1,026,141","±5,254","71.80%","±0.4",2021
"Population 16 years and over","Minnesota","4,495,952","±1,624","4,495,952","(X)",2021
"In labor force","Minnesota","3,109,813","±5,947","69.20%","±0.1",2021
"Civilian labor force","Minnesota","3,105,784","±5,959","69.10%","±0.1",2021
"Employed","Minnesota","2,980,477","±6,240","66.30%","±0.1",2021
"Unemployed","Minnesota","125,307","±2,941","2.80%","±0.1",2021
"Armed Forces","Minnesota","4,029","±622","0.10%","±0.1",2021
"Not in labor force","Minnesota","1,386,139","±6,051","30.80%","±0.1",2021
"Civilian labor force","Minnesota","3,105,784","±5,959","3,105,784","(X)",2021
"Unemployment Rate","Minnesota","(X)","(X)","4.00%","±0.1",2021
"Females 16 years and over","Minnesota","2,257,608","±1,227","2,257,608","(X)",2021
"In labor force","Minnesota","1,481,832","±3,657","65.60%","±0.2",2021
"Civilian labor force","Minnesota","1,481,182","±3,647","65.60%","±0.2",2021
"Employed","Minnesota","1,427,666","±4,010","63.20%","±0.2",2021
"Own children of the householder under 6 years","Minnesota","408,634","±2,182","408,634","(X)",2021
"All parents in family in labor force","Minnesota","312,140","±2,707","76.40%","±0.5",2021
"Own children of the householder 6 to 17 years","Minnesota","861,507","±2,367","861,507","(X)",2021
"All parents in family in labor force","Minnesota","694,300","±4,243","80.60%","±0.4",2021
"Population 16 years and over","Mississippi","2,344,417","±1,377","2,344,417","(X)",2021
"In labor force","Mississippi","1,345,038","±5,943","57.40%","±0.3",2021
"Civilian labor force","Mississippi","1,331,967","±6,001","56.80%","±0.3",2021
"Employed","Mississippi","1,240,790","±6,305","52.90%","±0.3",2021
"Unemployed","Mississippi","91,177","±3,055","3.90%","±0.1",2021
"Armed Forces","Mississippi","13,071","±835","0.60%","±0.1",2021
"Not in labor force","Mississippi","999,379","±5,897","42.60%","±0.3",2021
"Civilian labor force","Mississippi","1,331,967","±6,001","1,331,967","(X)",2021
"Unemployment Rate","Mississippi","(X)","(X)","6.80%","±0.2",2021
"Females 16 years and over","Mississippi","1,218,071","±1,400","1,218,071","(X)",2021
"In labor force","Mississippi","658,602","±4,765","54.10%","±0.4",2021
"Civilian labor force","Mississippi","656,258","±4,760","53.90%","±0.4",2021
"Employed","Mississippi","610,606","±4,809","50.10%","±0.4",2021
"Own children of the householder under 6 years","Mississippi","205,960","±2,213","205,960","(X)",2021
"All parents in family in labor force","Mississippi","143,143","±2,618","69.50%","±1.2",2021
"Own children of the householder 6 to 17 years","Mississippi","446,365","±2,518","446,365","(X)",2021
"All parents in family in labor force","Mississippi","319,232","±4,358","71.50%","±0.9",2021
"Population 16 years and over","Missouri","4,910,777","±1,883","4,910,777","(X)",2021
"In labor force","Missouri","3,104,195","±6,948","63.20%","±0.1",2021
"Civilian labor force","Missouri","3,084,786","±6,950","62.80%","±0.1",2021
"Employed","Missouri","2,945,966","±7,379","60.00%","±0.1",2021
"Unemployed","Missouri","138,820","±3,178","2.80%","±0.1",2021
"Armed Forces","Missouri","19,409","±1,109","0.40%","±0.1",2021
"Not in labor force","Missouri","1,806,582","±6,863","36.80%","±0.1",2021
"Civilian labor force","Missouri","3,084,786","±6,950","3,084,786","(X)",2021
"Unemployment Rate","Missouri","(X)","(X)","4.50%","±0.1",2021
"Females 16 years and over","Missouri","2,513,894","±1,921","2,513,894","(X)",2021
"In labor force","Missouri","1,490,868","±4,488","59.30%","±0.2",2021
"Civilian labor force","Missouri","1,486,830","±4,434","59.10%","±0.2",2021
"Employed","Missouri","1,422,107","±4,429","56.60%","±0.2",2021
"Own children of the householder under 6 years","Missouri","421,608","±2,720","421,608","(X)",2021
"All parents in family in labor force","Missouri","295,942","±3,464","70.20%","±0.7",2021
"Own children of the householder 6 to 17 years","Missouri","884,956","±3,742","884,956","(X)",2021
"All parents in family in labor force","Missouri","662,001","±5,648","74.80%","±0.6",2021
"Population 16 years and over","Montana","872,599","±815","872,599","(X)",2021
"In labor force","Montana","552,144","±2,833","63.30%","±0.3",2021
"Civilian labor force","Montana","548,944","±2,829","62.90%","±0.3",2021
"Employed","Montana","526,641","±3,088","60.40%","±0.4",2021
"Unemployed","Montana","22,303","±1,119","2.60%","±0.1",2021
"Armed Forces","Montana","3,200","±307","0.40%","±0.1",2021
"Not in labor force","Montana","320,455","±3,021","36.70%","±0.3",2021
"Civilian labor force","Montana","548,944","±2,829","548,944","(X)",2021
"Unemployment Rate","Montana","(X)","(X)","4.10%","±0.2",2021
"Females 16 years and over","Montana","432,970","±561","432,970","(X)",2021
"In labor force","Montana","257,760","±2,076","59.50%","±0.5",2021
"Civilian labor force","Montana","257,211","±2,091","59.40%","±0.5",2021
"Employed","Montana","247,303","±2,181","57.10%","±0.5",2021
"Own children of the householder under 6 years","Montana","69,099","±949","69,099","(X)",2021
"All parents in family in labor force","Montana","44,793","±1,474","64.80%","±1.8",2021
"Own children of the householder 6 to 17 years","Montana","148,815","±1,277","148,815","(X)",2021
"All parents in family in labor force","Montana","109,964","±2,105","73.90%","±1.3",2021
"Population 16 years and over","Nebraska","1,519,415","±980","1,519,415","(X)",2021
"In labor force","Nebraska","1,052,366","±2,959","69.30%","±0.2",2021
"Civilian labor force","Nebraska","1,046,463","±3,037","68.90%","±0.2",2021
"Employed","Nebraska","1,011,989","±3,360","66.60%","±0.2",2021
"Unemployed","Nebraska","34,474","±1,491","2.30%","±0.1",2021
"Armed Forces","Nebraska","5,903","±497","0.40%","±0.1",2021
"Not in labor force","Nebraska","467,049","±2,938","30.70%","±0.2",2021
"Civilian labor force","Nebraska","1,046,463","±3,037","1,046,463","(X)",2021
"Unemployment Rate","Nebraska","(X)","(X)","3.30%","±0.1",2021
"Females 16 years and over","Nebraska","762,767","±883","762,767","(X)",2021
"In labor force","Nebraska","494,105","±2,343","64.80%","±0.3",2021
"Civilian labor force","Nebraska","493,278","±2,333","64.70%","±0.3",2021
"Employed","Nebraska","477,182","±2,626","62.60%","±0.3",2021
"Own children of the householder under 6 years","Nebraska","153,390","±1,298","153,390","(X)",2021
"All parents in family in labor force","Nebraska","113,968","±1,845","74.30%","±1.0",2021
"Own children of the householder 6 to 17 years","Nebraska","311,589","±1,552","311,589","(X)",2021
"All parents in family in labor force","Nebraska","247,370","±2,460","79.40%","±0.6",2021
"Population 16 years and over","Nevada","2,443,108","±1,471","2,443,108","(X)",2021
"In labor force","Nevada","1,549,597","±5,060","63.40%","±0.2",2021
