"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Employed:","Nebraska","910,875","±3,064","910,875","(X)",2022
"With health insurance coverage","Nebraska","827,776","±3,434","90.90%","±0.3",2022
"With private health insurance","Nebraska","790,217","±3,655","86.80%","±0.3",2022
"With public coverage","Nebraska","63,312","±1,641","7.00%","±0.2",2022
"No health insurance coverage","Nebraska","83,099","±2,599","9.10%","±0.3",2022
"Unemployed:","Nebraska","26,232","±1,184","26,232","(X)",2022
"With health insurance coverage","Nebraska","17,527","±1,074","66.80%","±2.5",2022
"With private health insurance","Nebraska","11,798","±944","45.00%","±2.8",2022
"With public coverage","Nebraska","6,653","±626","25.40%","±2.2",2022
"No health insurance coverage","Nebraska","8,705","±716","33.20%","±2.5",2022
"Not in labor force:","Nebraska","177,799","±2,747","177,799","(X)",2022
"With health insurance coverage","Nebraska","147,321","±2,558","82.90%","±0.7",2022
"With private health insurance","Nebraska","98,997","±1,962","55.70%","±0.9",2022
"With public coverage","Nebraska","62,278","±1,887","35.00%","±0.8",2022
"No health insurance coverage","Nebraska","30,478","±1,347","17.10%","±0.7",2022
"Civilian noninstitutionalized population","Nevada","3,067,029","±1,087","3,067,029","(X)",2022
"With health insurance coverage","Nevada","2,718,620","±7,507","88.60%","±0.2",2022
"With private health insurance","Nevada","1,972,748","±11,716","64.30%","±0.4",2022
"With public coverage","Nevada","1,079,944","±8,660","35.20%","±0.3",2022
"No health insurance coverage","Nevada","348,409","±7,452","11.40%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Nevada","725,647","±1,108","725,647","(X)",2022
"No health insurance coverage","Nevada","57,590","±2,990","7.90%","±0.4",2022
"Civilian noninstitutionalized population 19 to 64 years","Nevada","1,842,639","±1,595","1,842,639","(X)",2022
"In labor force:","Nevada","1,440,175","±5,146","1,440,175","(X)",2022
"Employed:","Nevada","1,343,654","±5,281","1,343,654","(X)",2022
"With health insurance coverage","Nevada","1,160,280","±6,252","86.40%","±0.3",2022
"With private health insurance","Nevada","1,056,148","±6,931","78.60%","±0.4",2022
"With public coverage","Nevada","149,664","±3,687","11.10%","±0.3",2022
"No health insurance coverage","Nevada","183,374","±3,898","13.60%","±0.3",2022
"Unemployed:","Nevada","96,521","±2,856","96,521","(X)",2022
"With health insurance coverage","Nevada","71,045","±2,801","73.60%","±1.4",2022
"With private health insurance","Nevada","39,852","±2,026","41.30%","±1.5",2022
"With public coverage","Nevada","34,347","±1,758","35.60%","±1.4",2022
"No health insurance coverage","Nevada","25,476","±1,324","26.40%","±1.4",2022
"Not in labor force:","Nevada","402,464","±4,774","402,464","(X)",2022
"With health insurance coverage","Nevada","326,907","±4,012","81.20%","±0.7",2022
"With private health insurance","Nevada","193,233","±3,534","48.00%","±0.9",2022
"With public coverage","Nevada","161,348","±3,316","40.10%","±0.7",2022
"No health insurance coverage","Nevada","75,557","±3,009","18.80%","±0.7",2022
"Civilian noninstitutionalized population","New Hampshire","1,363,236","±446","1,363,236","(X)",2022
"With health insurance coverage","New Hampshire","1,284,468","±3,331","94.20%","±0.2",2022
"With private health insurance","New Hampshire","1,038,574","±6,563","76.20%","±0.5",2022
"With public coverage","New Hampshire","439,803","±4,827","32.30%","±0.4",2022
"No health insurance coverage","New Hampshire","78,768","±3,309","5.80%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","New Hampshire","274,305","±923","274,305","(X)",2022
"No health insurance coverage","New Hampshire","9,467","±919","3.50%","±0.3",2022
"Civilian noninstitutionalized population 19 to 64 years","New Hampshire","835,735","±1,059","835,735","(X)",2022
"In labor force:","New Hampshire","686,342","±3,212","686,342","(X)",2022
"Employed:","New Hampshire","662,582","±3,274","662,582","(X)",2022
"With health insurance coverage","New Hampshire","612,732","±4,158","92.50%","±0.4",2022
"With private health insurance","New Hampshire","575,136","±4,667","86.80%","±0.5",2022
"With public coverage","New Hampshire","54,093","±2,071","8.20%","±0.3",2022
"No health insurance coverage","New Hampshire","49,850","±2,496","7.50%","±0.4",2022
"Unemployed:","New Hampshire","23,760","±1,285","23,760","(X)",2022
"With health insurance coverage","New Hampshire","18,794","±1,176","79.10%","±2.6",2022
"With private health insurance","New Hampshire","12,598","±891","53.00%","±2.9",2022
"With public coverage","New Hampshire","6,915","±746","29.10%","±2.5",2022
"No health insurance coverage","New Hampshire","4,966","±677","20.90%","±2.6",2022
"Not in labor force:","New Hampshire","149,393","±3,057","149,393","(X)",2022
"With health insurance coverage","New Hampshire","135,876","±2,854","91.00%","±0.7",2022
"With private health insurance","New Hampshire","86,611","±2,219","58.00%","±1.2",2022
"With public coverage","New Hampshire","59,749","±2,049","40.00%","±1.1",2022
"No health insurance coverage","New Hampshire","13,517","±1,159","9.00%","±0.7",2022
"Civilian noninstitutionalized population","New Jersey","9,153,756","±934","9,153,756","(X)",2022
"With health insurance coverage","New Jersey","8,468,189","±10,685","92.50%","±0.1",2022
"With private health insurance","New Jersey","6,562,073","±23,626","71.70%","±0.3",2022
"With public coverage","New Jersey","2,949,553","±16,306","32.20%","±0.2",2022
"No health insurance coverage","New Jersey","685,567","±10,596","7.50%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","New Jersey","2,135,437","±2,179","2,135,437","(X)",2022
"No health insurance coverage","New Jersey","87,643","±3,394","4.10%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","New Jersey","5,522,566","±2,637","5,522,566","(X)",2022
"In labor force:","New Jersey","4,479,062","±8,752","4,479,062","(X)",2022
"Employed:","New Jersey","4,208,905","±8,703","4,208,905","(X)",2022
"With health insurance coverage","New Jersey","3,816,515","±11,567","90.70%","±0.2",2022
"With private health insurance","New Jersey","3,512,258","±13,269","83.40%","±0.2",2022
"With public coverage","New Jersey","380,165","±5,998","9.00%","±0.1",2022
"No health insurance coverage","New Jersey","392,390","±6,940","9.30%","±0.2",2022
"Unemployed:","New Jersey","270,157","±4,605","270,157","(X)",2022
"With health insurance coverage","New Jersey","209,881","±3,983","77.70%","±0.9",2022
"With private health insurance","New Jersey","131,884","±3,188","48.80%","±1.0",2022
"With public coverage","New Jersey","85,482","±2,847","31.60%","±0.9",2022
"No health insurance coverage","New Jersey","60,276","±2,720","22.30%","±0.9",2022
"Not in labor force:","New Jersey","1,043,504","±8,784","1,043,504","(X)",2022
"With health insurance coverage","New Jersey","914,379","±7,563","87.60%","±0.3",2022
"With private health insurance","New Jersey","596,623","±6,668","57.20%","±0.5",2022
"With public coverage","New Jersey","382,930","±5,550","36.70%","±0.4",2022
"No health insurance coverage","New Jersey","129,125","±3,587","12.40%","±0.3",2022
"Civilian noninstitutionalized population","New Mexico","2,076,263","±790","2,076,263","(X)",2022
"With health insurance coverage","New Mexico","1,878,717","±5,001","90.50%","±0.2",2022
"With private health insurance","New Mexico","1,117,920","±9,478","53.80%","±0.5",2022
"With public coverage","New Mexico","1,044,770","±7,314","50.30%","±0.3",2022
"No health insurance coverage","New Mexico","197,546","±4,821","9.50%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","New Mexico","502,337","±1,295","502,337","(X)",2022
"No health insurance coverage","New Mexico","27,383","±1,992","5.50%","±0.4",2022
"Civilian noninstitutionalized population 19 to 64 years","New Mexico","1,196,300","±1,620","1,196,300","(X)",2022
"In labor force:","New Mexico","873,840","±4,376","873,840","(X)",2022
"Employed:","New Mexico","820,393","±4,303","820,393","(X)",2022
"With health insurance coverage","New Mexico","711,697","±5,328","86.80%","±0.4",2022
"With private health insurance","New Mexico","566,249","±5,548","69.00%","±0.5",2022
"With public coverage","New Mexico","185,275","±4,353","22.60%","±0.5",2022
"No health insurance coverage","New Mexico","108,696","±3,180","13.20%","±0.4",2022
"Unemployed:","New Mexico","53,447","±2,498","53,447","(X)",2022
"With health insurance coverage","New Mexico","42,426","±2,175","79.40%","±1.6",2022
"With private health insurance","New Mexico","14,797","±1,199","27.70%","±1.8",2022
"With public coverage","New Mexico","29,832","±1,808","55.80%","±2.3",2022
"No health insurance coverage","New Mexico","11,021","±1,004","20.60%","±1.6",2022
"Not in labor force:","New Mexico","322,460","±4,388","322,460","(X)",2022
"With health insurance coverage","New Mexico","275,880","±4,245","85.60%","±0.5",2022
"With private health insurance","New Mexico","120,546","±3,535","37.40%","±1.0",2022
"With public coverage","New Mexico","179,864","±4,192","55.80%","±1.0",2022
"No health insurance coverage","New Mexico","46,580","±1,807","14.40%","±0.5",2022
"Civilian noninstitutionalized population","New York","19,789,790","±1,262","19,789,790","(X)",2022
"With health insurance coverage","New York","18,758,190","±13,413","94.80%","±0.1",2022
"With private health insurance","New York","13,187,814","±38,876","66.60%","±0.2",2022
"With public coverage","New York","8,053,963","±29,210","40.70%","±0.1",2022
"No health insurance coverage","New York","1,031,600","±13,552","5.20%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","New York","4,389,167","±3,545","4,389,167","(X)",2022
"No health insurance coverage","New York","109,239","±3,819","2.50%","±0.1",2022
"Civilian noninstitutionalized population 19 to 64 years","New York","12,086,595","±3,745","12,086,595","(X)",2022
"In labor force:","New York","9,405,602","±15,352","9,405,602","(X)",2022
"Employed:","New York","8,834,293","±17,201","8,834,293","(X)",2022
"With health insurance coverage","New York","8,246,918","±20,140","93.40%","±0.1",2022
"With private health insurance","New York","7,062,728","±23,368","79.90%","±0.2",2022
"With public coverage","New York","1,428,551","±10,898","16.20%","±0.1",2022
"No health insurance coverage","New York","587,375","±9,130","6.60%","±0.1",2022
"Unemployed:","New York","571,309","±6,813","571,309","(X)",2022
"With health insurance coverage","New York","492,102","±5,959","86.10%","±0.5",2022
"With private health insurance","New York","241,270","±4,133","42.20%","±0.7",2022
"With public coverage","New York","275,062","±5,524","48.10%","±0.7",2022
"No health insurance coverage","New York","79,207","±3,131","13.90%","±0.5",2022
"Not in labor force:","New York","2,680,993","±15,113","2,680,993","(X)",2022
"With health insurance coverage","New York","2,454,867","±14,257","91.60%","±0.2",2022
"With private health insurance","New York","1,306,776","±9,209","48.70%","±0.3",2022
"With public coverage","New York","1,355,076","±12,810","50.50%","±0.3",2022
"No health insurance coverage","New York","226,126","±4,897","8.40%","±0.2",2022
"Civilian noninstitutionalized population","North Carolina","10,256,318","±2,340","10,256,318","(X)",2022
"With health insurance coverage","North Carolina","9,178,860","±14,138","89.50%","±0.1",2022
"With private health insurance","North Carolina","6,907,970","±26,605","67.40%","±0.3",2022
"With public coverage","North Carolina","3,585,202","±16,551","35.00%","±0.2",2022
"No health insurance coverage","North Carolina","1,077,458","±14,469","10.50%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","North Carolina","2,434,029","±3,007","2,434,029","(X)",2022
"No health insurance coverage","North Carolina","133,271","±4,469","5.50%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","North Carolina","6,115,806","±4,374","6,115,806","(X)",2022
"In labor force:","North Carolina","4,737,016","±10,874","4,737,016","(X)",2022
"Employed:","North Carolina","4,506,426","±11,647","4,506,426","(X)",2022
"With health insurance coverage","North Carolina","3,904,433","±13,962","86.60%","±0.2",2022
"With private health insurance","North Carolina","3,687,872","±15,312","81.80%","±0.2",2022
"With public coverage","North Carolina","356,176","±5,522","7.90%","±0.1",2022
"No health insurance coverage","North Carolina","601,993","±8,999","13.40%","±0.2",2022
"Unemployed:","North Carolina","230,590","±4,362","230,590","(X)",2022
"With health insurance coverage","North Carolina","144,297","±3,501","62.60%","±1.1",2022
"With private health insurance","North Carolina","96,317","±2,853","41.80%","±1.1",2022
"With public coverage","North Carolina","56,682","±2,240","24.60%","±0.8",2022
"No health insurance coverage","North Carolina","86,293","±3,037","37.40%","±1.1",2022
"Not in labor force:","North Carolina","1,378,790","±10,354","1,378,790","(X)",2022
"With health insurance coverage","North Carolina","1,133,042","±8,682","82.20%","±0.3",2022
"With private health insurance","North Carolina","729,573","±7,683","52.90%","±0.5",2022
"With public coverage","North Carolina","518,775","±7,010","37.60%","±0.4",2022
"No health insurance coverage","North Carolina","245,748","±5,485","17.80%","±0.3",2022
"Civilian noninstitutionalized population","North Dakota","759,609","±521","759,609","(X)",2022
"With health insurance coverage","North Dakota","704,904","±2,439","92.80%","±0.3",2022
"With private health insurance","North Dakota","598,432","±3,836","78.80%","±0.5",2022
"With public coverage","North Dakota","208,672","±3,219","27.50%","±0.4",2022
"No health insurance coverage","North Dakota","54,705","±2,491","7.20%","±0.3",2022
"Civilian noninstitutionalized population under 19 years","North Dakota","194,380","±730","194,380","(X)",2022
"No health insurance coverage","North Dakota","13,065","±1,122","6.70%","±0.6",2022
"Civilian noninstitutionalized population 19 to 64 years","North Dakota","448,836","±1,045","448,836","(X)",2022
"In labor force:","North Dakota","376,898","±1,780","376,898","(X)",2022
"Employed:","North Dakota","366,258","±1,819","366,258","(X)",2022
"With health insurance coverage","North Dakota","338,479","±2,411","92.40%","±0.4",2022
"With private health insurance","North Dakota","320,963","±2,675","87.60%","±0.5",2022
"With public coverage","North Dakota","29,334","±1,403","8.00%","±0.4",2022
"No health insurance coverage","North Dakota","27,779","±1,448","7.60%","±0.4",2022
"Unemployed:","North Dakota","10,640","±957","10,640","(X)",2022
"With health insurance coverage","North Dakota","7,250","±703","68.10%","±4.2",2022
"With private health insurance","North Dakota","4,907","±584","46.10%","±4.1",2022
"With public coverage","North Dakota","2,684","±419","25.20%","±3.6",2022
"No health insurance coverage","North Dakota","3,390","±592","31.90%","±4.2",2022
"Not in labor force:","North Dakota","71,938","±1,810","71,938","(X)",2022
"With health insurance coverage","North Dakota","62,018","±1,668","86.20%","±1.0",2022
"With private health insurance","North Dakota","43,278","±1,421","60.20%","±1.5",2022
"With public coverage","North Dakota","23,306","±1,215","32.40%","±1.4",2022
"No health insurance coverage","North Dakota","9,920","±756","13.80%","±1.0",2022
"Civilian noninstitutionalized population","Ohio","11,607,026","±909","11,607,026","(X)",2022
"With health insurance coverage","Ohio","10,866,085","±12,538","93.60%","±0.1",2022
"With private health insurance","Ohio","7,963,051","±28,507","68.60%","±0.2",2022
"With public coverage","Ohio","4,370,520","±18,607","37.70%","±0.2",2022
"No health insurance coverage","Ohio","740,941","±12,593","6.40%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Ohio","2,751,899","±2,057","2,751,899","(X)",2022
"No health insurance coverage","Ohio","127,630","±4,296","4.60%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Ohio","6,857,444","±2,779","6,857,444","(X)",2022
"In labor force:","Ohio","5,421,680","±9,517","5,421,680","(X)",2022
"Employed:","Ohio","5,160,599","±10,913","5,160,599","(X)",2022
"With health insurance coverage","Ohio","4,757,731","±14,335","92.20%","±0.1",2022
"With private health insurance","Ohio","4,259,543","±16,173","82.50%","±0.2",2022
"With public coverage","Ohio","636,826","±7,341","12.30%","±0.1",2022
"No health insurance coverage","Ohio","402,868","±7,263","7.80%","±0.1",2022
"Unemployed:","Ohio","261,081","±5,687","261,081","(X)",2022
"With health insurance coverage","Ohio","206,129","±4,273","79.00%","±0.8",2022
"With private health insurance","Ohio","98,732","±2,875","37.80%","±0.9",2022
"With public coverage","Ohio","114,420","±3,006","43.80%","±0.8",2022
"No health insurance coverage","Ohio","54,952","±2,764","21.00%","±0.8",2022
"Not in labor force:","Ohio","1,435,764","±9,285","1,435,764","(X)",2022
"With health insurance coverage","Ohio","1,290,588","±7,913","89.90%","±0.2",2022
"With private health insurance","Ohio","690,126","±6,683","48.10%","±0.5",2022
"With public coverage","Ohio","685,691","±7,406","47.80%","±0.4",2022
"No health insurance coverage","Ohio","145,176","±3,724","10.10%","±0.2",2022
"Civilian noninstitutionalized population","Oklahoma","3,882,774","±1,063","3,882,774","(X)",2022
"With health insurance coverage","Oklahoma","3,341,823","±5,493","86.10%","±0.1",2022
"With private health insurance","Oklahoma","2,454,442","±9,130","63.20%","±0.2",2022
"With public coverage","Oklahoma","1,387,844","±6,896","35.70%","±0.2",2022
"No health insurance coverage","Oklahoma","540,951","±5,498","13.90%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Oklahoma","1,005,442","±1,322","1,005,442","(X)",2022
"No health insurance coverage","Oklahoma","83,174","±2,443","8.30%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Oklahoma","2,264,230","±1,917","2,264,230","(X)",2022
"In labor force:","Oklahoma","1,717,839","±4,634","1,717,839","(X)",2022
"Employed:","Oklahoma","1,636,645","±4,903","1,636,645","(X)",2022
"With health insurance coverage","Oklahoma","1,359,129","±5,187","83.00%","±0.2",2022
"With private health insurance","Oklahoma","1,281,292","±5,509","78.30%","±0.2",2022
"With public coverage","Oklahoma","132,529","±2,371","8.10%","±0.1",2022
"No health insurance coverage","Oklahoma","277,516","±3,504","17.00%","±0.2",2022
"Unemployed:","Oklahoma","81,194","±1,822","81,194","(X)",2022
"With health insurance coverage","Oklahoma","43,110","±1,496","53.10%","±1.4",2022
"With private health insurance","Oklahoma","27,532","±1,152","33.90%","±1.1",2022
"With public coverage","Oklahoma","17,612","±882","21.70%","±1.0",2022
"No health insurance coverage","Oklahoma","38,084","±1,377","46.90%","±1.4",2022
"Not in labor force:","Oklahoma","546,391","±4,474","546,391","(X)",2022
"With health insurance coverage","Oklahoma","409,091","±4,093","74.90%","±0.5",2022
"With private health insurance","Oklahoma","246,616","±3,090","45.10%","±0.5",2022
"With public coverage","Oklahoma","197,518","±3,025","36.10%","±0.5",2022
"No health insurance coverage","Oklahoma","137,300","±2,815","25.10%","±0.5",2022
"Civilian noninstitutionalized population","Oregon","4,187,842","±678","4,187,842","(X)",2022
"With health insurance coverage","Oregon","3,915,279","±6,619","93.50%","±0.2",2022
"With private health insurance","Oregon","2,838,744","±14,650","67.80%","±0.4",2022
"With public coverage","Oregon","1,667,286","±11,281","39.80%","±0.3",2022
"No health insurance coverage","Oregon","272,563","±6,675","6.50%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Oregon","909,465","±1,676","909,465","(X)",2022
"No health insurance coverage","Oregon","31,225","±2,209","3.40%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Oregon","2,517,695","±1,943","2,517,695","(X)",2022
"In labor force:","Oregon","1,978,751","±6,089","1,978,751","(X)",2022
"Employed:","Oregon","1,874,726","±6,076","1,874,726","(X)",2022
"With health insurance coverage","Oregon","1,710,752","±7,648","91.30%","±0.3",2022
"With private health insurance","Oregon","1,515,646","±8,220","80.80%","±0.3",2022
"With public coverage","Oregon","262,352","±4,776","14.00%","±0.3",2022
"No health insurance coverage","Oregon","163,974","±4,716","8.70%","±0.3",2022
"Unemployed:","Oregon","104,025","±3,081","104,025","(X)",2022
"With health insurance coverage","Oregon","84,994","±2,719","81.70%","±1.2",2022
"With private health insurance","Oregon","42,718","±1,665","41.10%","±1.4",2022
"With public coverage","Oregon","47,167","±2,048","45.30%","±1.3",2022
"No health insurance coverage","Oregon","19,031","±1,363","18.30%","±1.2",2022
"Not in labor force:","Oregon","538,944","±5,903","538,944","(X)",2022
"With health insurance coverage","Oregon","484,687","±5,096","89.90%","±0.3",2022
"With private health insurance","Oregon","269,899","±4,111","50.10%","±0.6",2022
"With public coverage","Oregon","258,208","±4,072","47.90%","±0.5",2022
"No health insurance coverage","Oregon","54,257","±2,101","10.10%","±0.3",2022
"Civilian noninstitutionalized population","Pennsylvania","12,801,884","±736","12,801,884","(X)",2022
"With health insurance coverage","Pennsylvania","12,082,552","±12,242","94.40%","±0.1",2022
"With private health insurance","Pennsylvania","9,215,370","±27,221","72.00%","±0.2",2022
"With public coverage","Pennsylvania","4,808,067","±19,881","37.60%","±0.2",2022
"No health insurance coverage","Pennsylvania","719,332","±12,316","5.60%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Pennsylvania","2,850,710","±2,342","2,850,710","(X)",2022
"No health insurance coverage","Pennsylvania","133,716","±4,267","4.70%","±0.1",2022
"Civilian noninstitutionalized population 19 to 64 years","Pennsylvania","7,597,902","±2,727","7,597,902","(X)",2022
"In labor force:","Pennsylvania","6,026,742","±11,057","6,026,742","(X)",2022
"Employed:","Pennsylvania","5,715,671","±12,262","5,715,671","(X)",2022
"With health insurance coverage","Pennsylvania","5,338,761","±15,337","93.40%","±0.1",2022
"With private health insurance","Pennsylvania","4,879,691","±16,244","85.40%","±0.2",2022
"With public coverage","Pennsylvania","620,339","±7,119","10.90%","±0.1",2022
"No health insurance coverage","Pennsylvania","376,910","±7,142","6.60%","±0.1",2022
"Unemployed:","Pennsylvania","311,071","±5,049","311,071","(X)",2022
"With health insurance coverage","Pennsylvania","254,604","±4,539","81.80%","±0.7",2022
"With private health insurance","Pennsylvania","139,781","±3,071","44.90%","±0.8",2022
"With public coverage","Pennsylvania","128,451","±3,449","41.30%","±0.8",2022
"No health insurance coverage","Pennsylvania","56,467","±2,339","18.20%","±0.7",2022
"Not in labor force:","Pennsylvania","1,571,160","±10,762","1,571,160","(X)",2022
"With health insurance coverage","Pennsylvania","1,429,703","±9,786","91.00%","±0.2",2022
"With private health insurance","Pennsylvania","849,899","±5,605","54.10%","±0.4",2022
"With public coverage","Pennsylvania","715,996","±8,824","45.60%","±0.4",2022
"No health insurance coverage","Pennsylvania","141,457","±3,674","9.00%","±0.2",2022
"Civilian noninstitutionalized population","Rhode Island","1,077,551","±494","1,077,551","(X)",2022
"With health insurance coverage","Rhode Island","1,031,106","±2,458","95.70%","±0.2",2022
"With private health insurance","Rhode Island","765,121","±5,140","71.00%","±0.5",2022
"With public coverage","Rhode Island","406,477","±4,762","37.70%","±0.4",2022
"No health insurance coverage","Rhode Island","46,445","±2,495","4.30%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Rhode Island","225,466","±937","225,466","(X)",2022
"No health insurance coverage","Rhode Island","5,949","±1,022","2.60%","±0.5",2022
"Civilian noninstitutionalized population 19 to 64 years","Rhode Island","664,359","±995","664,359","(X)",2022
"In labor force:","Rhode Island","532,411","±2,892","532,411","(X)",2022
"Employed:","Rhode Island","502,705","±3,040","502,705","(X)",2022
"With health insurance coverage","Rhode Island","475,355","±3,158","94.60%","±0.3",2022
"With private health insurance","Rhode Island","422,086","±3,437","84.00%","±0.5",2022
"With public coverage","Rhode Island","66,914","±2,278","13.30%","±0.4",2022
"No health insurance coverage","Rhode Island","27,350","±1,753","5.40%","±0.3",2022
"Unemployed:","Rhode Island","29,706","±1,654","29,706","(X)",2022
"With health insurance coverage","Rhode Island","25,713","±1,516","86.60%","±2.3",2022
"With private health insurance","Rhode Island","13,062","±1,046","44.00%","±2.7",2022
"With public coverage","Rhode Island","13,661","±1,218","46.00%","±3.2",2022
"No health insurance coverage","Rhode Island","3,993","±725","13.40%","±2.3",2022
"Not in labor force:","Rhode Island","131,948","±3,081","131,948","(X)",2022
"With health insurance coverage","Rhode Island","124,031","±2,905","94.00%","±0.8",2022
"With private health insurance","Rhode Island","70,156","±2,151","53.20%","±1.4",2022
"With public coverage","Rhode Island","65,119","±2,225","49.40%","±1.1",2022
"No health insurance coverage","Rhode Island","7,917","±1,046","6.00%","±0.8",2022
"Civilian noninstitutionalized population","South Carolina","5,043,992","±1,724","5,043,992","(X)",2022
"With health insurance coverage","South Carolina","4,531,106","±9,204","89.80%","±0.2",2022
"With private health insurance","South Carolina","3,348,281","±17,570","66.40%","±0.3",2022
"With public coverage","South Carolina","1,906,265","±11,770","37.80%","±0.2",2022
"No health insurance coverage","South Carolina","512,886","±8,841","10.20%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","South Carolina","1,175,535","±1,762","1,175,535","(X)",2022
"No health insurance coverage","South Carolina","62,025","±3,306","5.30%","±0.3",2022
"Civilian noninstitutionalized population 19 to 64 years","South Carolina","2,949,887","±2,242","2,949,887","(X)",2022
"In labor force:","South Carolina","2,251,614","±7,633","2,251,614","(X)",2022
"Employed:","South Carolina","2,139,281","±8,064","2,139,281","(X)",2022
"With health insurance coverage","South Carolina","1,859,552","±9,625","86.90%","±0.3",2022
"With private health insurance","South Carolina","1,744,119","±10,060","81.50%","±0.3",2022
"With public coverage","South Carolina","188,362","±4,318","8.80%","±0.2",2022
"No health insurance coverage","South Carolina","279,729","±5,314","13.10%","±0.3",2022
"Unemployed:","South Carolina","112,333","±3,507","112,333","(X)",2022
"With health insurance coverage","South Carolina","69,463","±2,498","61.80%","±1.4",2022
"With private health insurance","South Carolina","44,439","±1,970","39.60%","±1.4",2022
"With public coverage","South Carolina","28,742","±1,647","25.60%","±1.2",2022
"No health insurance coverage","South Carolina","42,870","±2,154","38.20%","±1.4",2022
"Not in labor force:","South Carolina","698,273","±7,152","698,273","(X)",2022
"With health insurance coverage","South Carolina","573,952","±6,008","82.20%","±0.5",2022
"With private health insurance","South Carolina","357,650","±5,030","51.20%","±0.6",2022
"With public coverage","South Carolina","277,653","±5,123","39.80%","±0.6",2022
"No health insurance coverage","South Carolina","124,321","±3,729","17.80%","±0.5",2022
"Civilian noninstitutionalized population","South Dakota","871,052","±413","871,052","(X)",2022
"With health insurance coverage","South Dakota","788,589","±2,555","90.50%","±0.3",2022
"With private health insurance","South Dakota","632,395","±3,683","72.60%","±0.4",2022
"With public coverage","South Dakota","266,138","±2,872","30.60%","±0.3",2022
"No health insurance coverage","South Dakota","82,463","±2,631","9.50%","±0.3",2022
"Civilian noninstitutionalized population under 19 years","South Dakota","227,756","±756","227,756","(X)",2022
"No health insurance coverage","South Dakota","15,555","±1,034","6.80%","±0.5",2022
"Civilian noninstitutionalized population 19 to 64 years","South Dakota","496,775","±947","496,775","(X)",2022
"In labor force:","South Dakota","415,560","±2,097","415,560","(X)",2022
"Employed:","South Dakota","403,087","±2,135","403,087","(X)",2022
"With health insurance coverage","South Dakota","359,389","±2,556","89.20%","±0.4",2022
"With private health insurance","South Dakota","345,440","±2,409","85.70%","±0.5",2022
"With public coverage","South Dakota","26,724","±1,386","6.60%","±0.3",2022
"No health insurance coverage","South Dakota","43,698","±1,751","10.80%","±0.4",2022
"Unemployed:","South Dakota","12,473","±878","12,473","(X)",2022
"With health insurance coverage","South Dakota","6,869","±585","55.10%","±3.2",2022
"With private health insurance","South Dakota","4,549","±544","36.50%","±3.4",2022
"With public coverage","South Dakota","2,597","±322","20.80%","±2.6",2022
"No health insurance coverage","South Dakota","5,604","±599","44.90%","±3.2",2022
"Not in labor force:","South Dakota","81,215","±1,876","81,215","(X)",2022
"With health insurance coverage","South Dakota","63,974","±1,740","78.80%","±1.2",2022
"With private health insurance","South Dakota","42,422","±1,534","52.20%","±1.4",2022
"With public coverage","South Dakota","27,478","±1,204","33.80%","±1.3",2022
"No health insurance coverage","South Dakota","17,241","±1,051","21.20%","±1.2",2022
"Civilian noninstitutionalized population","Tennessee","6,822,829","±1,236","6,822,829","(X)",2022
"With health insurance coverage","Tennessee","6,134,327","±11,784","89.90%","±0.2",2022
"With private health insurance","Tennessee","4,550,737","±21,754","66.70%","±0.3",2022
"With public coverage","Tennessee","2,463,363","±12,956","36.10%","±0.2",2022
"No health insurance coverage","Tennessee","688,502","±11,738","10.10%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Tennessee","1,613,990","±2,342","1,613,990","(X)",2022
"No health insurance coverage","Tennessee","87,586","±3,839","5.40%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Tennessee","4,081,314","±2,525","4,081,314","(X)",2022
"In labor force:","Tennessee","3,128,156","±9,241","3,128,156","(X)",2022
"Employed:","Tennessee","2,976,508","±9,634","2,976,508","(X)",2022
"With health insurance coverage","Tennessee","2,611,927","±12,451","87.80%","±0.2",2022
"With private health insurance","Tennessee","2,430,637","±13,057","81.70%","±0.3",2022
"With public coverage","Tennessee","273,826","±4,959","9.20%","±0.2",2022
"No health insurance coverage","Tennessee","364,581","±6,974","12.20%","±0.2",2022
"Unemployed:","Tennessee","151,648","±4,029","151,648","(X)",2022
