Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Nov-2005,2005,11,"1,000 Head",Lambs and Yearlings,203.2,Federally Inspected,Red Meat
Oct-2005,2005,10,"1,000 Head",Lambs and Yearlings,206.0,Federally Inspected,Red Meat
Sep-2005,2005,9,"1,000 Head",Lambs and Yearlings,207.8,Federally Inspected,Red Meat
Aug-2005,2005,8,"1,000 Head",Lambs and Yearlings,203.7,Federally Inspected,Red Meat
Jul-2005,2005,7,"1,000 Head",Lambs and Yearlings,178.7,Federally Inspected,Red Meat
Jun-2005,2005,6,"1,000 Head",Lambs and Yearlings,197.5,Federally Inspected,Red Meat
May-2005,2005,5,"1,000 Head",Lambs and Yearlings,185.8,Federally Inspected,Red Meat
Apr-2005,2005,4,"1,000 Head",Lambs and Yearlings,196.9,Federally Inspected,Red Meat
Mar-2005,2005,3,"1,000 Head",Lambs and Yearlings,257.4,Federally Inspected,Red Meat
Feb-2005,2005,2,"1,000 Head",Lambs and Yearlings,195.2,Federally Inspected,Red Meat
Jan-2005,2005,1,"1,000 Head",Lambs and Yearlings,184.7,Federally Inspected,Red Meat
Dec-2004,2004,12,"1,000 Head",Lambs and Yearlings,218.0,Federally Inspected,Red Meat
Nov-2004,2004,11,"1,000 Head",Lambs and Yearlings,216.6,Federally Inspected,Red Meat
Oct-2004,2004,10,"1,000 Head",Lambs and Yearlings,216.2,Federally Inspected,Red Meat
Sep-2004,2004,9,"1,000 Head",Lambs and Yearlings,218.0,Federally Inspected,Red Meat
Aug-2004,2004,8,"1,000 Head",Lambs and Yearlings,206.2,Federally Inspected,Red Meat
Jul-2004,2004,7,"1,000 Head",Lambs and Yearlings,194.0,Federally Inspected,Red Meat
Jun-2004,2004,6,"1,000 Head",Lambs and Yearlings,204.4,Federally Inspected,Red Meat
May-2004,2004,5,"1,000 Head",Lambs and Yearlings,161.4,Federally Inspected,Red Meat
Apr-2004,2004,4,"1,000 Head",Lambs and Yearlings,224.9,Federally Inspected,Red Meat
Mar-2004,2004,3,"1,000 Head",Lambs and Yearlings,282.8,Federally Inspected,Red Meat
Feb-2004,2004,2,"1,000 Head",Lambs and Yearlings,189.2,Federally Inspected,Red Meat
Jan-2004,2004,1,"1,000 Head",Lambs and Yearlings,197.3,Federally Inspected,Red Meat
Dec-2003,2003,12,"1,000 Head",Lambs and Yearlings,234.4,Federally Inspected,Red Meat
Nov-2003,2003,11,"1,000 Head",Lambs and Yearlings,211.5,Federally Inspected,Red Meat
Oct-2003,2003,10,"1,000 Head",Lambs and Yearlings,236.5,Federally Inspected,Red Meat
Sep-2003,2003,9,"1,000 Head",Lambs and Yearlings,226.8,Federally Inspected,Red Meat
Aug-2003,2003,8,"1,000 Head",Lambs and Yearlings,213.0,Federally Inspected,Red Meat
Jul-2003,2003,7,"1,000 Head",Lambs and Yearlings,211.2,Federally Inspected,Red Meat
Jun-2003,2003,6,"1,000 Head",Lambs and Yearlings,204.4,Federally Inspected,Red Meat
May-2003,2003,5,"1,000 Head",Lambs and Yearlings,197.7,Federally Inspected,Red Meat
Apr-2003,2003,4,"1,000 Head",Lambs and Yearlings,267.5,Federally Inspected,Red Meat
Mar-2003,2003,3,"1,000 Head",Lambs and Yearlings,241.8,Federally Inspected,Red Meat
Feb-2003,2003,2,"1,000 Head",Lambs and Yearlings,200.1,Federally Inspected,Red Meat
Jan-2003,2003,1,"1,000 Head",Lambs and Yearlings,217.1,Federally Inspected,Red Meat
Dec-2002,2002,12,"1,000 Head",Lambs and Yearlings,248.8,Federally Inspected,Red Meat
Nov-2002,2002,11,"1,000 Head",Lambs and Yearlings,242.8,Federally Inspected,Red Meat
Oct-2002,2002,10,"1,000 Head",Lambs and Yearlings,269.8,Federally Inspected,Red Meat
Sep-2002,2002,9,"1,000 Head",Lambs and Yearlings,246.0,Federally Inspected,Red Meat
Aug-2002,2002,8,"1,000 Head",Lambs and Yearlings,234.0,Federally Inspected,Red Meat
Jul-2002,2002,7,"1,000 Head",Lambs and Yearlings,227.9,Federally Inspected,Red Meat
Jun-2002,2002,6,"1,000 Head",Lambs and Yearlings,203.9,Federally Inspected,Red Meat
May-2002,2002,5,"1,000 Head",Lambs and Yearlings,253.3,Federally Inspected,Red Meat
Apr-2002,2002,4,"1,000 Head",Lambs and Yearlings,251.7,Federally Inspected,Red Meat
Mar-2002,2002,3,"1,000 Head",Lambs and Yearlings,299.5,Federally Inspected,Red Meat
Feb-2002,2002,2,"1,000 Head",Lambs and Yearlings,232.8,Federally Inspected,Red Meat
Jan-2002,2002,1,"1,000 Head",Lambs and Yearlings,233.7,Federally Inspected,Red Meat
Dec-2001,2001,12,"1,000 Head",Lambs and Yearlings,253.1,Federally Inspected,Red Meat
Nov-2001,2001,11,"1,000 Head",Lambs and Yearlings,261.5,Federally Inspected,Red Meat
Oct-2001,2001,10,"1,000 Head",Lambs and Yearlings,261.0,Federally Inspected,Red Meat
Sep-2001,2001,9,"1,000 Head",Lambs and Yearlings,219.3,Federally Inspected,Red Meat
Aug-2001,2001,8,"1,000 Head",Lambs and Yearlings,245.6,Federally Inspected,Red Meat
Jul-2001,2001,7,"1,000 Head",Lambs and Yearlings,217.6,Federally Inspected,Red Meat
Jun-2001,2001,6,"1,000 Head",Lambs and Yearlings,209.4,Federally Inspected,Red Meat
May-2001,2001,5,"1,000 Head",Lambs and Yearlings,214.3,Federally Inspected,Red Meat
Apr-2001,2001,4,"1,000 Head",Lambs and Yearlings,263.1,Federally Inspected,Red Meat
Mar-2001,2001,3,"1,000 Head",Lambs and Yearlings,303.5,Federally Inspected,Red Meat
Feb-2001,2001,2,"1,000 Head",Lambs and Yearlings,226.2,Federally Inspected,Red Meat
Jan-2001,2001,1,"1,000 Head",Lambs and Yearlings,246.8,Federally Inspected,Red Meat
Dec-2000,2000,12,"1,000 Head",Lambs and Yearlings,274.6,Federally Inspected,Red Meat
Nov-2000,2000,11,"1,000 Head",Lambs and Yearlings,272.7,Federally Inspected,Red Meat
Oct-2000,2000,10,"1,000 Head",Lambs and Yearlings,252.4,Federally Inspected,Red Meat
Sep-2000,2000,9,"1,000 Head",Lambs and Yearlings,243.0,Federally Inspected,Red Meat
Aug-2000,2000,8,"1,000 Head",Lambs and Yearlings,253.6,Federally Inspected,Red Meat
Jul-2000,2000,7,"1,000 Head",Lambs and Yearlings,216.0,Federally Inspected,Red Meat
Jun-2000,2000,6,"1,000 Head",Lambs and Yearlings,232.1,Federally Inspected,Red Meat
May-2000,2000,5,"1,000 Head",Lambs and Yearlings,231.2,Federally Inspected,Red Meat
Apr-2000,2000,4,"1,000 Head",Lambs and Yearlings,317.2,Federally Inspected,Red Meat
Mar-2000,2000,3,"1,000 Head",Lambs and Yearlings,318.6,Federally Inspected,Red Meat
Feb-2000,2000,2,"1,000 Head",Lambs and Yearlings,271.3,Federally Inspected,Red Meat
Jan-2000,2000,1,"1,000 Head",Lambs and Yearlings,258.2,Federally Inspected,Red Meat
Dec-1999,1999,12,"1,000 Head",Lambs and Yearlings,323.3,Federally Inspected,Red Meat
Nov-1999,1999,11,"1,000 Head",Lambs and Yearlings,300.8,Federally Inspected,Red Meat
Oct-1999,1999,10,"1,000 Head",Lambs and Yearlings,278.6,Federally Inspected,Red Meat
Sep-1999,1999,9,"1,000 Head",Lambs and Yearlings,277.4,Federally Inspected,Red Meat
Aug-1999,1999,8,"1,000 Head",Lambs and Yearlings,266.8,Federally Inspected,Red Meat
Jul-1999,1999,7,"1,000 Head",Lambs and Yearlings,238.4,Federally Inspected,Red Meat
Jun-1999,1999,6,"1,000 Head",Lambs and Yearlings,241.7,Federally Inspected,Red Meat
May-1999,1999,5,"1,000 Head",Lambs and Yearlings,244.7,Federally Inspected,Red Meat
Apr-1999,1999,4,"1,000 Head",Lambs and Yearlings,277.9,Federally Inspected,Red Meat
Mar-1999,1999,3,"1,000 Head",Lambs and Yearlings,393.9,Federally Inspected,Red Meat
Feb-1999,1999,2,"1,000 Head",Lambs and Yearlings,277.6,Federally Inspected,Red Meat
Jan-1999,1999,1,"1,000 Head",Lambs and Yearlings,247.5,Federally Inspected,Red Meat
Dec-1998,1998,12,"1,000 Head",Lambs and Yearlings,322.2,Federally Inspected,Red Meat
Nov-1998,1998,11,"1,000 Head",Lambs and Yearlings,271.7,Federally Inspected,Red Meat
Oct-1998,1998,10,"1,000 Head",Lambs and Yearlings,294.2,Federally Inspected,Red Meat
Sep-1998,1998,9,"1,000 Head",Lambs and Yearlings,277.4,Federally Inspected,Red Meat
Aug-1998,1998,8,"1,000 Head",Lambs and Yearlings,245.5,Federally Inspected,Red Meat
Jul-1998,1998,7,"1,000 Head",Lambs and Yearlings,251.5,Federally Inspected,Red Meat
Jun-1998,1998,6,"1,000 Head",Lambs and Yearlings,263.9,Federally Inspected,Red Meat
May-1998,1998,5,"1,000 Head",Lambs and Yearlings,254.1,Federally Inspected,Red Meat
Apr-1998,1998,4,"1,000 Head",Lambs and Yearlings,348.9,Federally Inspected,Red Meat
Mar-1998,1998,3,"1,000 Head",Lambs and Yearlings,360.2,Federally Inspected,Red Meat
Feb-1998,1998,2,"1,000 Head",Lambs and Yearlings,284.8,Federally Inspected,Red Meat
Jan-1998,1998,1,"1,000 Head",Lambs and Yearlings,285.0,Federally Inspected,Red Meat
Dec-1997,1997,12,"1,000 Head",Lambs and Yearlings,317.2,Federally Inspected,Red Meat
Nov-1997,1997,11,"1,000 Head",Lambs and Yearlings,282.5,Federally Inspected,Red Meat
Oct-1997,1997,10,"1,000 Head",Lambs and Yearlings,305.7,Federally Inspected,Red Meat
Sep-1997,1997,9,"1,000 Head",Lambs and Yearlings,291.7,Federally Inspected,Red Meat
Aug-1997,1997,8,"1,000 Head",Lambs and Yearlings,269.6,Federally Inspected,Red Meat
Jul-1997,1997,7,"1,000 Head",Lambs and Yearlings,276.5,Federally Inspected,Red Meat
Jun-1997,1997,6,"1,000 Head",Lambs and Yearlings,276.4,Federally Inspected,Red Meat
May-1997,1997,5,"1,000 Head",Lambs and Yearlings,289.2,Federally Inspected,Red Meat
Apr-1997,1997,4,"1,000 Head",Lambs and Yearlings,302.5,Federally Inspected,Red Meat
Mar-1997,1997,3,"1,000 Head",Lambs and Yearlings,367.3,Federally Inspected,Red Meat
Feb-1997,1997,2,"1,000 Head",Lambs and Yearlings,300.7,Federally Inspected,Red Meat
Jan-1997,1997,1,"1,000 Head",Lambs and Yearlings,278.2,Federally Inspected,Red Meat
Dec-1996,1996,12,"1,000 Head",Lambs and Yearlings,315.5,Federally Inspected,Red Meat
Nov-1996,1996,11,"1,000 Head",Lambs and Yearlings,305.3,Federally Inspected,Red Meat
Oct-1996,1996,10,"1,000 Head",Lambs and Yearlings,341.0,Federally Inspected,Red Meat
Sep-1996,1996,9,"1,000 Head",Lambs and Yearlings,291.7,Federally Inspected,Red Meat
Aug-1996,1996,8,"1,000 Head",Lambs and Yearlings,292.0,Federally Inspected,Red Meat
Jul-1996,1996,7,"1,000 Head",Lambs and Yearlings,288.7,Federally Inspected,Red Meat
Jun-1996,1996,6,"1,000 Head",Lambs and Yearlings,247.6,Federally Inspected,Red Meat
May-1996,1996,5,"1,000 Head",Lambs and Yearlings,286.4,Federally Inspected,Red Meat
Apr-1996,1996,4,"1,000 Head",Lambs and Yearlings,350.1,Federally Inspected,Red Meat
Mar-1996,1996,3,"1,000 Head",Lambs and Yearlings,381.0,Federally Inspected,Red Meat
Feb-1996,1996,2,"1,000 Head",Lambs and Yearlings,332.8,Federally Inspected,Red Meat
Jan-1996,1996,1,"1,000 Head",Lambs and Yearlings,330.6,Federally Inspected,Red Meat
Dec-1995,1995,12,"1,000 Head",Lambs and Yearlings,335.7,Federally Inspected,Red Meat
Nov-1995,1995,11,"1,000 Head",Lambs and Yearlings,340.8,Federally Inspected,Red Meat
Oct-1995,1995,10,"1,000 Head",Lambs and Yearlings,333.2,Federally Inspected,Red Meat
Sep-1995,1995,9,"1,000 Head",Lambs and Yearlings,320.9,Federally Inspected,Red Meat
Aug-1995,1995,8,"1,000 Head",Lambs and Yearlings,330.0,Federally Inspected,Red Meat
Jul-1995,1995,7,"1,000 Head",Lambs and Yearlings,275.3,Federally Inspected,Red Meat
Jun-1995,1995,6,"1,000 Head",Lambs and Yearlings,322.2,Federally Inspected,Red Meat
May-1995,1995,5,"1,000 Head",Lambs and Yearlings,327.6,Federally Inspected,Red Meat
Apr-1995,1995,4,"1,000 Head",Lambs and Yearlings,400.8,Federally Inspected,Red Meat
Mar-1995,1995,3,"1,000 Head",Lambs and Yearlings,431.8,Federally Inspected,Red Meat
Feb-1995,1995,2,"1,000 Head",Lambs and Yearlings,344.1,Federally Inspected,Red Meat
Jan-1995,1995,1,"1,000 Head",Lambs and Yearlings,351.5,Federally Inspected,Red Meat
Dec-1994,1994,12,"1,000 Head",Lambs and Yearlings,384.2,Federally Inspected,Red Meat
Nov-1994,1994,11,"1,000 Head",Lambs and Yearlings,367.3,Federally Inspected,Red Meat
Oct-1994,1994,10,"1,000 Head",Lambs and Yearlings,355.8,Federally Inspected,Red Meat
Sep-1994,1994,9,"1,000 Head",Lambs and Yearlings,357.3,Federally Inspected,Red Meat
Aug-1994,1994,8,"1,000 Head",Lambs and Yearlings,354.8,Federally Inspected,Red Meat
Jul-1994,1994,7,"1,000 Head",Lambs and Yearlings,279.3,Federally Inspected,Red Meat
Jun-1994,1994,6,"1,000 Head",Lambs and Yearlings,351.0,Federally Inspected,Red Meat
May-1994,1994,5,"1,000 Head",Lambs and Yearlings,390.2,Federally Inspected,Red Meat
Apr-1994,1994,4,"1,000 Head",Lambs and Yearlings,378.4,Federally Inspected,Red Meat
Mar-1994,1994,3,"1,000 Head",Lambs and Yearlings,491.5,Federally Inspected,Red Meat
Feb-1994,1994,2,"1,000 Head",Lambs and Yearlings,390.2,Federally Inspected,Red Meat
Jan-1994,1994,1,"1,000 Head",Lambs and Yearlings,363.6,Federally Inspected,Red Meat
Dec-1993,1993,12,"1,000 Head",Lambs and Yearlings,402.0,Federally Inspected,Red Meat
Nov-1993,1993,11,"1,000 Head",Lambs and Yearlings,377.8,Federally Inspected,Red Meat
Oct-1993,1993,10,"1,000 Head",Lambs and Yearlings,364.4,Federally Inspected,Red Meat
Sep-1993,1993,9,"1,000 Head",Lambs and Yearlings,382.3,Federally Inspected,Red Meat
Aug-1993,1993,8,"1,000 Head",Lambs and Yearlings,385.8,Federally Inspected,Red Meat
Jul-1993,1993,7,"1,000 Head",Lambs and Yearlings,370.4,Federally Inspected,Red Meat
Jun-1993,1993,6,"1,000 Head",Lambs and Yearlings,435.7,Federally Inspected,Red Meat
May-1993,1993,5,"1,000 Head",Lambs and Yearlings,372.0,Federally Inspected,Red Meat
Apr-1993,1993,4,"1,000 Head",Lambs and Yearlings,436.3,Federally Inspected,Red Meat
Mar-1993,1993,3,"1,000 Head",Lambs and Yearlings,455.3,Federally Inspected,Red Meat
Feb-1993,1993,2,"1,000 Head",Lambs and Yearlings,365.4,Federally Inspected,Red Meat
Jan-1993,1993,1,"1,000 Head",Lambs and Yearlings,360.6,Federally Inspected,Red Meat
Dec-1992,1992,12,"1,000 Head",Lambs and Yearlings,437.0,Federally Inspected,Red Meat
Nov-1992,1992,11,"1,000 Head",Lambs and Yearlings,388.0,Federally Inspected,Red Meat
Oct-1992,1992,10,"1,000 Head",Lambs and Yearlings,424.0,Federally Inspected,Red Meat
Sep-1992,1992,9,"1,000 Head",Lambs and Yearlings,442.0,Federally Inspected,Red Meat
Aug-1992,1992,8,"1,000 Head",Lambs and Yearlings,376.0,Federally Inspected,Red Meat
Jul-1992,1992,7,"1,000 Head",Lambs and Yearlings,400.0,Federally Inspected,Red Meat
Jun-1992,1992,6,"1,000 Head",Lambs and Yearlings,390.0,Federally Inspected,Red Meat
May-1992,1992,5,"1,000 Head",Lambs and Yearlings,349.0,Federally Inspected,Red Meat
Apr-1992,1992,4,"1,000 Head",Lambs and Yearlings,474.0,Federally Inspected,Red Meat
Mar-1992,1992,3,"1,000 Head",Lambs and Yearlings,456.0,Federally Inspected,Red Meat
Feb-1992,1992,2,"1,000 Head",Lambs and Yearlings,401.0,Federally Inspected,Red Meat
Jan-1992,1992,1,"1,000 Head",Lambs and Yearlings,445.0,Federally Inspected,Red Meat
Dec-1991,1991,12,"1,000 Head",Lambs and Yearlings,443.0,Federally Inspected,Red Meat
Nov-1991,1991,11,"1,000 Head",Lambs and Yearlings,419.0,Federally Inspected,Red Meat
Oct-1991,1991,10,"1,000 Head",Lambs and Yearlings,466.0,Federally Inspected,Red Meat
Sep-1991,1991,9,"1,000 Head",Lambs and Yearlings,425.0,Federally Inspected,Red Meat
Aug-1991,1991,8,"1,000 Head",Lambs and Yearlings,410.0,Federally Inspected,Red Meat
Jul-1991,1991,7,"1,000 Head",Lambs and Yearlings,402.0,Federally Inspected,Red Meat
Jun-1991,1991,6,"1,000 Head",Lambs and Yearlings,362.0,Federally Inspected,Red Meat
May-1991,1991,5,"1,000 Head",Lambs and Yearlings,413.0,Federally Inspected,Red Meat
Apr-1991,1991,4,"1,000 Head",Lambs and Yearlings,409.0,Federally Inspected,Red Meat
Mar-1991,1991,3,"1,000 Head",Lambs and Yearlings,523.0,Federally Inspected,Red Meat
Feb-1991,1991,2,"1,000 Head",Lambs and Yearlings,428.0,Federally Inspected,Red Meat
Jan-1991,1991,1,"1,000 Head",Lambs and Yearlings,473.0,Federally Inspected,Red Meat
Dec-1990,1990,12,"1,000 Head",Lambs and Yearlings,423.0,Federally Inspected,Red Meat
Nov-1990,1990,11,"1,000 Head",Lambs and Yearlings,440.0,Federally Inspected,Red Meat
Oct-1990,1990,10,"1,000 Head",Lambs and Yearlings,460.0,Federally Inspected,Red Meat
Sep-1990,1990,9,"1,000 Head",Lambs and Yearlings,395.0,Federally Inspected,Red Meat
Aug-1990,1990,8,"1,000 Head",Lambs and Yearlings,433.0,Federally Inspected,Red Meat
Jul-1990,1990,7,"1,000 Head",Lambs and Yearlings,401.0,Federally Inspected,Red Meat
Jun-1990,1990,6,"1,000 Head",Lambs and Yearlings,397.0,Federally Inspected,Red Meat
May-1990,1990,5,"1,000 Head",Lambs and Yearlings,434.0,Federally Inspected,Red Meat
Apr-1990,1990,4,"1,000 Head",Lambs and Yearlings,439.0,Federally Inspected,Red Meat
Mar-1990,1990,3,"1,000 Head",Lambs and Yearlings,458.0,Federally Inspected,Red Meat
Feb-1990,1990,2,"1,000 Head",Lambs and Yearlings,411.0,Federally Inspected,Red Meat
Jan-1990,1990,1,"1,000 Head",Lambs and Yearlings,456.0,Federally Inspected,Red Meat
Dec-1989,1989,12,"1,000 Head",Lambs and Yearlings,436.0,Federally Inspected,Red Meat
Nov-1989,1989,11,"1,000 Head",Lambs and Yearlings,440.0,Federally Inspected,Red Meat
Oct-1989,1989,10,"1,000 Head",Lambs and Yearlings,435.0,Federally Inspected,Red Meat
Sep-1989,1989,9,"1,000 Head",Lambs and Yearlings,411.0,Federally Inspected,Red Meat
Aug-1989,1989,8,"1,000 Head",Lambs and Yearlings,439.0,Federally Inspected,Red Meat
Jul-1989,1989,7,"1,000 Head",Lambs and Yearlings,368.0,Federally Inspected,Red Meat
Jun-1989,1989,6,"1,000 Head",Lambs and Yearlings,392.0,Federally Inspected,Red Meat
May-1989,1989,5,"1,000 Head",Lambs and Yearlings,399.0,Federally Inspected,Red Meat
Apr-1989,1989,4,"1,000 Head",Lambs and Yearlings,367.0,Federally Inspected,Red Meat
Mar-1989,1989,3,"1,000 Head",Lambs and Yearlings,479.0,Federally Inspected,Red Meat
Feb-1989,1989,2,"1,000 Head",Lambs and Yearlings,396.0,Federally Inspected,Red Meat
Jan-1989,1989,1,"1,000 Head",Lambs and Yearlings,399.0,Federally Inspected,Red Meat
Dec-1988,1988,12,"1,000 Head",Lambs and Yearlings,426.0,Federally Inspected,Red Meat
Nov-1988,1988,11,"1,000 Head",Lambs and Yearlings,392.0,Federally Inspected,Red Meat
Oct-1988,1988,10,"1,000 Head",Lambs and Yearlings,408.0,Federally Inspected,Red Meat
Sep-1988,1988,9,"1,000 Head",Lambs and Yearlings,425.0,Federally Inspected,Red Meat
Aug-1988,1988,8,"1,000 Head",Lambs and Yearlings,416.0,Federally Inspected,Red Meat
Jul-1988,1988,7,"1,000 Head",Lambs and Yearlings,362.0,Federally Inspected,Red Meat
Jun-1988,1988,6,"1,000 Head",Lambs and Yearlings,386.0,Federally Inspected,Red Meat
May-1988,1988,5,"1,000 Head",Lambs and Yearlings,388.0,Federally Inspected,Red Meat
Apr-1988,1988,4,"1,000 Head",Lambs and Yearlings,364.0,Federally Inspected,Red Meat
Mar-1988,1988,3,"1,000 Head",Lambs and Yearlings,513.0,Federally Inspected,Red Meat
Feb-1988,1988,2,"1,000 Head",Lambs and Yearlings,388.0,Federally Inspected,Red Meat
Jan-1988,1988,1,"1,000 Head",Lambs and Yearlings,361.0,Federally Inspected,Red Meat
Dec-1987,1987,12,"1,000 Head",Lambs and Yearlings,417.0,Federally Inspected,Red Meat
Nov-1987,1987,11,"1,000 Head",Lambs and Yearlings,378.0,Federally Inspected,Red Meat
Oct-1987,1987,10,"1,000 Head",Lambs and Yearlings,422.0,Federally Inspected,Red Meat
Sep-1987,1987,9,"1,000 Head",Lambs and Yearlings,435.0,Federally Inspected,Red Meat
Aug-1987,1987,8,"1,000 Head",Lambs and Yearlings,377.0,Federally Inspected,Red Meat
Jul-1987,1987,7,"1,000 Head",Lambs and Yearlings,386.0,Federally Inspected,Red Meat
Jun-1987,1987,6,"1,000 Head",Lambs and Yearlings,381.0,Federally Inspected,Red Meat
May-1987,1987,5,"1,000 Head",Lambs and Yearlings,338.0,Federally Inspected,Red Meat
Apr-1987,1987,4,"1,000 Head",Lambs and Yearlings,452.0,Federally Inspected,Red Meat
Mar-1987,1987,3,"1,000 Head",Lambs and Yearlings,411.0,Federally Inspected,Red Meat
Feb-1987,1987,2,"1,000 Head",Lambs and Yearlings,373.0,Federally Inspected,Red Meat
Jan-1987,1987,1,"1,000 Head",Lambs and Yearlings,401.0,Federally Inspected,Red Meat
Dec-1986,1986,12,"1,000 Head",Lambs and Yearlings,420.0,Federally Inspected,Red Meat
Nov-1986,1986,11,"1,000 Head",Lambs and Yearlings,380.0,Federally Inspected,Red Meat
Oct-1986,1986,10,"1,000 Head",Lambs and Yearlings,467.0,Federally Inspected,Red Meat
Sep-1986,1986,9,"1,000 Head",Lambs and Yearlings,469.0,Federally Inspected,Red Meat
Aug-1986,1986,8,"1,000 Head",Lambs and Yearlings,401.0,Federally Inspected,Red Meat
Jul-1986,1986,7,"1,000 Head",Lambs and Yearlings,406.0,Federally Inspected,Red Meat
Jun-1986,1986,6,"1,000 Head",Lambs and Yearlings,380.0,Federally Inspected,Red Meat
May-1986,1986,5,"1,000 Head",Lambs and Yearlings,383.0,Federally Inspected,Red Meat
Apr-1986,1986,4,"1,000 Head",Lambs and Yearlings,444.0,Federally Inspected,Red Meat
Mar-1986,1986,3,"1,000 Head",Lambs and Yearlings,500.0,Federally Inspected,Red Meat
Feb-1986,1986,2,"1,000 Head",Lambs and Yearlings,420.0,Federally Inspected,Red Meat
Jan-1986,1986,1,"1,000 Head",Lambs and Yearlings,482.0,Federally Inspected,Red Meat
Dec-1985,1985,12,"1,000 Head",Lambs and Yearlings,465.0,Federally Inspected,Red Meat
Nov-1985,1985,11,"1,000 Head",Lambs and Yearlings,436.0,Federally Inspected,Red Meat
Oct-1985,1985,10,"1,000 Head",Lambs and Yearlings,514.0,Federally Inspected,Red Meat
Sep-1985,1985,9,"1,000 Head",Lambs and Yearlings,448.0,Federally Inspected,Red Meat
Aug-1985,1985,8,"1,000 Head",Lambs and Yearlings,458.0,Federally Inspected,Red Meat
Jul-1985,1985,7,"1,000 Head",Lambs and Yearlings,446.0,Federally Inspected,Red Meat
Jun-1985,1985,6,"1,000 Head",Lambs and Yearlings,390.0,Federally Inspected,Red Meat
May-1985,1985,5,"1,000 Head",Lambs and Yearlings,450.0,Federally Inspected,Red Meat
Apr-1985,1985,4,"1,000 Head",Lambs and Yearlings,476.0,Federally Inspected,Red Meat
Mar-1985,1985,3,"1,000 Head",Lambs and Yearlings,532.0,Federally Inspected,Red Meat
Feb-1985,1985,2,"1,000 Head",Lambs and Yearlings,445.0,Federally Inspected,Red Meat
Jan-1985,1985,1,"1,000 Head",Lambs and Yearlings,518.0,Federally Inspected,Red Meat
Dec-1984,1984,12,"1,000 Head",Lambs and Yearlings,487.0,Federally Inspected,Red Meat
Nov-1984,1984,11,"1,000 Head",Lambs and Yearlings,489.0,Federally Inspected,Red Meat
Oct-1984,1984,10,"1,000 Head",Lambs and Yearlings,535.0,Federally Inspected,Red Meat
Sep-1984,1984,9,"1,000 Head",Lambs and Yearlings,484.0,Federally Inspected,Red Meat
Aug-1984,1984,8,"1,000 Head",Lambs and Yearlings,509.0,Federally Inspected,Red Meat
Jul-1984,1984,7,"1,000 Head",Lambs and Yearlings,466.0,Federally Inspected,Red Meat
Jun-1984,1984,6,"1,000 Head",Lambs and Yearlings,448.0,Federally Inspected,Red Meat
May-1984,1984,5,"1,000 Head",Lambs and Yearlings,496.0,Federally Inspected,Red Meat
Apr-1984,1984,4,"1,000 Head",Lambs and Yearlings,548.0,Federally Inspected,Red Meat
Mar-1984,1984,3,"1,000 Head",Lambs and Yearlings,549.0,Federally Inspected,Red Meat
Feb-1984,1984,2,"1,000 Head",Lambs and Yearlings,519.0,Federally Inspected,Red Meat
Jan-1984,1984,1,"1,000 Head",Lambs and Yearlings,505.0,Federally Inspected,Red Meat
Dec-1983,1983,12,"1,000 Head",Lambs and Yearlings,500.0,Federally Inspected,Red Meat
Nov-1983,1983,11,"1,000 Head",Lambs and Yearlings,471.0,Federally Inspected,Red Meat
Oct-1983,1983,10,"1,000 Head",Lambs and Yearlings,534.0,Federally Inspected,Red Meat
Sep-1983,1983,9,"1,000 Head",Lambs and Yearlings,541.0,Federally Inspected,Red Meat
Aug-1983,1983,8,"1,000 Head",Lambs and Yearlings,540.0,Federally Inspected,Red Meat
Jul-1983,1983,7,"1,000 Head",Lambs and Yearlings,459.0,Federally Inspected,Red Meat
Jun-1983,1983,6,"1,000 Head",Lambs and Yearlings,462.0,Federally Inspected,Red Meat
May-1983,1983,5,"1,000 Head",Lambs and Yearlings,462.0,Federally Inspected,Red Meat
Apr-1983,1983,4,"1,000 Head",Lambs and Yearlings,471.0,Federally Inspected,Red Meat
Mar-1983,1983,3,"1,000 Head",Lambs and Yearlings,583.0,Federally Inspected,Red Meat
Feb-1983,1983,2,"1,000 Head",Lambs and Yearlings,430.0,Federally Inspected,Red Meat
Jan-1983,1983,1,"1,000 Head",Lambs and Yearlings,481.0,Federally Inspected,Red Meat
Dec-1982,1982,12,"1,000 Head",Lambs and Yearlings,481.0,Federally Inspected,Red Meat
Dec-2023,2023,12,"1,000 Head",Mature Sheep,10.2,Federally Inspected,Red Meat
Nov-2023,2023,11,"1,000 Head",Mature Sheep,10.4,Federally Inspected,Red Meat
Oct-2023,2023,10,"1,000 Head",Mature Sheep,10.4,Federally Inspected,Red Meat
Sep-2023,2023,9,"1,000 Head",Mature Sheep,10.6,Federally Inspected,Red Meat
Aug-2023,2023,8,"1,000 Head",Mature Sheep,9.8,Federally Inspected,Red Meat
Jul-2023,2023,7,"1,000 Head",Mature Sheep,9.2,Federally Inspected,Red Meat
Jun-2023,2023,6,"1,000 Head",Mature Sheep,10.1,Federally Inspected,Red Meat
May-2023,2023,5,"1,000 Head",Mature Sheep,10.3,Federally Inspected,Red Meat
Apr-2023,2023,4,"1,000 Head",Mature Sheep,9.9,Federally Inspected,Red Meat
Mar-2023,2023,3,"1,000 Head",Mature Sheep,9.8,Federally Inspected,Red Meat
