Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Mar-2009,2009,3,Average Weight in Pounds,Calves,154.0,Federally Inspected,Dressed,Red Meat
Feb-2009,2009,2,Average Weight in Pounds,Calves,150.0,Federally Inspected,Dressed,Red Meat
Jan-2009,2009,1,Average Weight in Pounds,Calves,142.0,Federally Inspected,Dressed,Red Meat
Dec-2008,2008,12,Average Weight in Pounds,Calves,142.0,Federally Inspected,Dressed,Red Meat
Nov-2008,2008,11,Average Weight in Pounds,Calves,139.0,Federally Inspected,Dressed,Red Meat
Oct-2008,2008,10,Average Weight in Pounds,Calves,142.0,Federally Inspected,Dressed,Red Meat
Sep-2008,2008,9,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Aug-2008,2008,8,Average Weight in Pounds,Calves,143.0,Federally Inspected,Dressed,Red Meat
Jul-2008,2008,7,Average Weight in Pounds,Calves,141.0,Federally Inspected,Dressed,Red Meat
Jun-2008,2008,6,Average Weight in Pounds,Calves,157.0,Federally Inspected,Dressed,Red Meat
May-2008,2008,5,Average Weight in Pounds,Calves,162.0,Federally Inspected,Dressed,Red Meat
Apr-2008,2008,4,Average Weight in Pounds,Calves,164.0,Federally Inspected,Dressed,Red Meat
Mar-2008,2008,3,Average Weight in Pounds,Calves,160.0,Federally Inspected,Dressed,Red Meat
Feb-2008,2008,2,Average Weight in Pounds,Calves,160.0,Federally Inspected,Dressed,Red Meat
Jan-2008,2008,1,Average Weight in Pounds,Calves,159.0,Federally Inspected,Dressed,Red Meat
Dec-2007,2007,12,Average Weight in Pounds,Calves,172.0,Federally Inspected,Dressed,Red Meat
Nov-2007,2007,11,Average Weight in Pounds,Calves,171.0,Federally Inspected,Dressed,Red Meat
Oct-2007,2007,10,Average Weight in Pounds,Calves,170.0,Federally Inspected,Dressed,Red Meat
Sep-2007,2007,9,Average Weight in Pounds,Calves,168.0,Federally Inspected,Dressed,Red Meat
Aug-2007,2007,8,Average Weight in Pounds,Calves,159.0,Federally Inspected,Dressed,Red Meat
Jul-2007,2007,7,Average Weight in Pounds,Calves,172.0,Federally Inspected,Dressed,Red Meat
Jun-2007,2007,6,Average Weight in Pounds,Calves,183.0,Federally Inspected,Dressed,Red Meat
May-2007,2007,5,Average Weight in Pounds,Calves,210.0,Federally Inspected,Dressed,Red Meat
Apr-2007,2007,4,Average Weight in Pounds,Calves,209.0,Federally Inspected,Dressed,Red Meat
Mar-2007,2007,3,Average Weight in Pounds,Calves,192.0,Federally Inspected,Dressed,Red Meat
Feb-2007,2007,2,Average Weight in Pounds,Calves,183.0,Federally Inspected,Dressed,Red Meat
Jan-2007,2007,1,Average Weight in Pounds,Calves,194.0,Federally Inspected,Dressed,Red Meat
Dec-2006,2006,12,Average Weight in Pounds,Calves,193.0,Federally Inspected,Dressed,Red Meat
Nov-2006,2006,11,Average Weight in Pounds,Calves,195.0,Federally Inspected,Dressed,Red Meat
Oct-2006,2006,10,Average Weight in Pounds,Calves,208.0,Federally Inspected,Dressed,Red Meat
Sep-2006,2006,9,Average Weight in Pounds,Calves,211.0,Federally Inspected,Dressed,Red Meat
Aug-2006,2006,8,Average Weight in Pounds,Calves,194.0,Federally Inspected,Dressed,Red Meat
Jul-2006,2006,7,Average Weight in Pounds,Calves,195.0,Federally Inspected,Dressed,Red Meat
Jun-2006,2006,6,Average Weight in Pounds,Calves,213.0,Federally Inspected,Dressed,Red Meat
May-2006,2006,5,Average Weight in Pounds,Calves,224.0,Federally Inspected,Dressed,Red Meat
Apr-2006,2006,4,Average Weight in Pounds,Calves,218.0,Federally Inspected,Dressed,Red Meat
Mar-2006,2006,3,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Feb-2006,2006,2,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Jan-2006,2006,1,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
Dec-2005,2005,12,Average Weight in Pounds,Calves,227.0,Federally Inspected,Dressed,Red Meat
Nov-2005,2005,11,Average Weight in Pounds,Calves,226.0,Federally Inspected,Dressed,Red Meat
Oct-2005,2005,10,Average Weight in Pounds,Calves,227.0,Federally Inspected,Dressed,Red Meat
Sep-2005,2005,9,Average Weight in Pounds,Calves,220.0,Federally Inspected,Dressed,Red Meat
Aug-2005,2005,8,Average Weight in Pounds,Calves,212.0,Federally Inspected,Dressed,Red Meat
Jul-2005,2005,7,Average Weight in Pounds,Calves,219.0,Federally Inspected,Dressed,Red Meat
Jun-2005,2005,6,Average Weight in Pounds,Calves,226.0,Federally Inspected,Dressed,Red Meat
May-2005,2005,5,Average Weight in Pounds,Calves,230.0,Federally Inspected,Dressed,Red Meat
Apr-2005,2005,4,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
Mar-2005,2005,3,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Feb-2005,2005,2,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Jan-2005,2005,1,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Dec-2004,2004,12,Average Weight in Pounds,Calves,203.0,Federally Inspected,Dressed,Red Meat
Nov-2004,2004,11,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Oct-2004,2004,10,Average Weight in Pounds,Calves,202.0,Federally Inspected,Dressed,Red Meat
Sep-2004,2004,9,Average Weight in Pounds,Calves,194.0,Federally Inspected,Dressed,Red Meat
Aug-2004,2004,8,Average Weight in Pounds,Calves,194.0,Federally Inspected,Dressed,Red Meat
Jul-2004,2004,7,Average Weight in Pounds,Calves,198.0,Federally Inspected,Dressed,Red Meat
Jun-2004,2004,6,Average Weight in Pounds,Calves,205.0,Federally Inspected,Dressed,Red Meat
May-2004,2004,5,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Apr-2004,2004,4,Average Weight in Pounds,Calves,198.0,Federally Inspected,Dressed,Red Meat
Mar-2004,2004,3,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Feb-2004,2004,2,Average Weight in Pounds,Calves,207.0,Federally Inspected,Dressed,Red Meat
Jan-2004,2004,1,Average Weight in Pounds,Calves,202.0,Federally Inspected,Dressed,Red Meat
Dec-2003,2003,12,Average Weight in Pounds,Calves,200.0,Federally Inspected,Dressed,Red Meat
Nov-2003,2003,11,Average Weight in Pounds,Calves,196.0,Federally Inspected,Dressed,Red Meat
Oct-2003,2003,10,Average Weight in Pounds,Calves,189.0,Federally Inspected,Dressed,Red Meat
Sep-2003,2003,9,Average Weight in Pounds,Calves,186.0,Federally Inspected,Dressed,Red Meat
Aug-2003,2003,8,Average Weight in Pounds,Calves,179.0,Federally Inspected,Dressed,Red Meat
Jul-2003,2003,7,Average Weight in Pounds,Calves,178.0,Federally Inspected,Dressed,Red Meat
Jun-2003,2003,6,Average Weight in Pounds,Calves,204.0,Federally Inspected,Dressed,Red Meat
May-2003,2003,5,Average Weight in Pounds,Calves,210.0,Federally Inspected,Dressed,Red Meat
Apr-2003,2003,4,Average Weight in Pounds,Calves,205.0,Federally Inspected,Dressed,Red Meat
Mar-2003,2003,3,Average Weight in Pounds,Calves,195.0,Federally Inspected,Dressed,Red Meat
Feb-2003,2003,2,Average Weight in Pounds,Calves,195.0,Federally Inspected,Dressed,Red Meat
Jan-2003,2003,1,Average Weight in Pounds,Calves,191.0,Federally Inspected,Dressed,Red Meat
Dec-2002,2002,12,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Nov-2002,2002,11,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Oct-2002,2002,10,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Sep-2002,2002,9,Average Weight in Pounds,Calves,185.0,Federally Inspected,Dressed,Red Meat
Aug-2002,2002,8,Average Weight in Pounds,Calves,176.0,Federally Inspected,Dressed,Red Meat
Jul-2002,2002,7,Average Weight in Pounds,Calves,176.0,Federally Inspected,Dressed,Red Meat
Jun-2002,2002,6,Average Weight in Pounds,Calves,196.0,Federally Inspected,Dressed,Red Meat
May-2002,2002,5,Average Weight in Pounds,Calves,202.0,Federally Inspected,Dressed,Red Meat
Apr-2002,2002,4,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Mar-2002,2002,3,Average Weight in Pounds,Calves,197.0,Federally Inspected,Dressed,Red Meat
Feb-2002,2002,2,Average Weight in Pounds,Calves,200.0,Federally Inspected,Dressed,Red Meat
Jan-2002,2002,1,Average Weight in Pounds,Calves,195.0,Federally Inspected,Dressed,Red Meat
Dec-2001,2001,12,Average Weight in Pounds,Calves,187.0,Federally Inspected,Dressed,Red Meat
Nov-2001,2001,11,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Oct-2001,2001,10,Average Weight in Pounds,Calves,192.0,Federally Inspected,Dressed,Red Meat
Sep-2001,2001,9,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Aug-2001,2001,8,Average Weight in Pounds,Calves,186.0,Federally Inspected,Dressed,Red Meat
Jul-2001,2001,7,Average Weight in Pounds,Calves,191.0,Federally Inspected,Dressed,Red Meat
Jun-2001,2001,6,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
May-2001,2001,5,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Apr-2001,2001,4,Average Weight in Pounds,Calves,207.0,Federally Inspected,Dressed,Red Meat
Mar-2001,2001,3,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Feb-2001,2001,2,Average Weight in Pounds,Calves,202.0,Federally Inspected,Dressed,Red Meat
Jan-2001,2001,1,Average Weight in Pounds,Calves,197.0,Federally Inspected,Dressed,Red Meat
Dec-2000,2000,12,Average Weight in Pounds,Calves,196.0,Federally Inspected,Dressed,Red Meat
Nov-2000,2000,11,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Oct-2000,2000,10,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Sep-2000,2000,9,Average Weight in Pounds,Calves,178.0,Federally Inspected,Dressed,Red Meat
Aug-2000,2000,8,Average Weight in Pounds,Calves,177.0,Federally Inspected,Dressed,Red Meat
Jul-2000,2000,7,Average Weight in Pounds,Calves,183.0,Federally Inspected,Dressed,Red Meat
Jun-2000,2000,6,Average Weight in Pounds,Calves,197.0,Federally Inspected,Dressed,Red Meat
May-2000,2000,5,Average Weight in Pounds,Calves,209.0,Federally Inspected,Dressed,Red Meat
Apr-2000,2000,4,Average Weight in Pounds,Calves,204.0,Federally Inspected,Dressed,Red Meat
Mar-2000,2000,3,Average Weight in Pounds,Calves,193.0,Federally Inspected,Dressed,Red Meat
Feb-2000,2000,2,Average Weight in Pounds,Calves,193.0,Federally Inspected,Dressed,Red Meat
Jan-2000,2000,1,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Dec-1999,1999,12,Average Weight in Pounds,Calves,184.0,Federally Inspected,Dressed,Red Meat
Nov-1999,1999,11,Average Weight in Pounds,Calves,181.0,Federally Inspected,Dressed,Red Meat
Oct-1999,1999,10,Average Weight in Pounds,Calves,181.0,Federally Inspected,Dressed,Red Meat
Sep-1999,1999,9,Average Weight in Pounds,Calves,169.0,Federally Inspected,Dressed,Red Meat
Aug-1999,1999,8,Average Weight in Pounds,Calves,167.0,Federally Inspected,Dressed,Red Meat
Jul-1999,1999,7,Average Weight in Pounds,Calves,170.0,Federally Inspected,Dressed,Red Meat
Jun-1999,1999,6,Average Weight in Pounds,Calves,181.0,Federally Inspected,Dressed,Red Meat
May-1999,1999,5,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Apr-1999,1999,4,Average Weight in Pounds,Calves,183.0,Federally Inspected,Dressed,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Calves,175.0,Federally Inspected,Dressed,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Calves,173.0,Federally Inspected,Dressed,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Calves,168.0,Federally Inspected,Dressed,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Calves,170.0,Federally Inspected,Dressed,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Calves,172.0,Federally Inspected,Dressed,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Calves,170.0,Federally Inspected,Dressed,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Calves,162.0,Federally Inspected,Dressed,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Calves,160.0,Federally Inspected,Dressed,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Calves,158.0,Federally Inspected,Dressed,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Calves,172.0,Federally Inspected,Dressed,Red Meat
May-1998,1998,5,Average Weight in Pounds,Calves,186.0,Federally Inspected,Dressed,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Calves,182.0,Federally Inspected,Dressed,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Calves,181.0,Federally Inspected,Dressed,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Calves,186.0,Federally Inspected,Dressed,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Calves,184.0,Federally Inspected,Dressed,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Calves,190.0,Federally Inspected,Dressed,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Calves,205.0,Federally Inspected,Dressed,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Calves,204.0,Federally Inspected,Dressed,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Calves,207.0,Federally Inspected,Dressed,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Calves,223.0,Federally Inspected,Dressed,Red Meat
May-1997,1997,5,Average Weight in Pounds,Calves,223.0,Federally Inspected,Dressed,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Calves,218.0,Federally Inspected,Dressed,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Calves,215.0,Federally Inspected,Dressed,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Calves,210.0,Federally Inspected,Dressed,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Calves,207.0,Federally Inspected,Dressed,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Calves,209.0,Federally Inspected,Dressed,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Calves,208.0,Federally Inspected,Dressed,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Calves,208.0,Federally Inspected,Dressed,Red Meat
Aug-1996,1996,8,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Jul-1996,1996,7,Average Weight in Pounds,Calves,204.0,Federally Inspected,Dressed,Red Meat
Jun-1996,1996,6,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
May-1996,1996,5,Average Weight in Pounds,Calves,219.0,Federally Inspected,Dressed,Red Meat
Apr-1996,1996,4,Average Weight in Pounds,Calves,219.0,Federally Inspected,Dressed,Red Meat
Mar-1996,1996,3,Average Weight in Pounds,Calves,212.0,Federally Inspected,Dressed,Red Meat
Feb-1996,1996,2,Average Weight in Pounds,Calves,212.0,Federally Inspected,Dressed,Red Meat
Jan-1996,1996,1,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
Dec-1995,1995,12,Average Weight in Pounds,Calves,208.0,Federally Inspected,Dressed,Red Meat
Nov-1995,1995,11,Average Weight in Pounds,Calves,208.0,Federally Inspected,Dressed,Red Meat
Oct-1995,1995,10,Average Weight in Pounds,Calves,212.0,Federally Inspected,Dressed,Red Meat
Sep-1995,1995,9,Average Weight in Pounds,Calves,211.0,Federally Inspected,Dressed,Red Meat
Aug-1995,1995,8,Average Weight in Pounds,Calves,209.0,Federally Inspected,Dressed,Red Meat
Jul-1995,1995,7,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Jun-1995,1995,6,Average Weight in Pounds,Calves,225.0,Federally Inspected,Dressed,Red Meat
May-1995,1995,5,Average Weight in Pounds,Calves,228.0,Federally Inspected,Dressed,Red Meat
Apr-1995,1995,4,Average Weight in Pounds,Calves,230.0,Federally Inspected,Dressed,Red Meat
Mar-1995,1995,3,Average Weight in Pounds,Calves,227.0,Federally Inspected,Dressed,Red Meat
Feb-1995,1995,2,Average Weight in Pounds,Calves,226.0,Federally Inspected,Dressed,Red Meat
Jan-1995,1995,1,Average Weight in Pounds,Calves,224.0,Federally Inspected,Dressed,Red Meat
Dec-1994,1994,12,Average Weight in Pounds,Calves,217.0,Federally Inspected,Dressed,Red Meat
Nov-1994,1994,11,Average Weight in Pounds,Calves,219.0,Federally Inspected,Dressed,Red Meat
Oct-1994,1994,10,Average Weight in Pounds,Calves,224.0,Federally Inspected,Dressed,Red Meat
Sep-1994,1994,9,Average Weight in Pounds,Calves,218.0,Federally Inspected,Dressed,Red Meat
Aug-1994,1994,8,Average Weight in Pounds,Calves,224.0,Federally Inspected,Dressed,Red Meat
Jul-1994,1994,7,Average Weight in Pounds,Calves,228.0,Federally Inspected,Dressed,Red Meat
Jun-1994,1994,6,Average Weight in Pounds,Calves,238.0,Federally Inspected,Dressed,Red Meat
May-1994,1994,5,Average Weight in Pounds,Calves,243.0,Federally Inspected,Dressed,Red Meat
Apr-1994,1994,4,Average Weight in Pounds,Calves,233.0,Federally Inspected,Dressed,Red Meat
Mar-1994,1994,3,Average Weight in Pounds,Calves,230.0,Federally Inspected,Dressed,Red Meat
Feb-1994,1994,2,Average Weight in Pounds,Calves,229.0,Federally Inspected,Dressed,Red Meat
Jan-1994,1994,1,Average Weight in Pounds,Calves,230.0,Federally Inspected,Dressed,Red Meat
Dec-1993,1993,12,Average Weight in Pounds,Calves,229.0,Federally Inspected,Dressed,Red Meat
Nov-1993,1993,11,Average Weight in Pounds,Calves,228.0,Federally Inspected,Dressed,Red Meat
Oct-1993,1993,10,Average Weight in Pounds,Calves,234.0,Federally Inspected,Dressed,Red Meat
Sep-1993,1993,9,Average Weight in Pounds,Calves,230.0,Federally Inspected,Dressed,Red Meat
Aug-1993,1993,8,Average Weight in Pounds,Calves,236.0,Federally Inspected,Dressed,Red Meat
Jul-1993,1993,7,Average Weight in Pounds,Calves,237.0,Federally Inspected,Dressed,Red Meat
Jun-1993,1993,6,Average Weight in Pounds,Calves,239.0,Federally Inspected,Dressed,Red Meat
May-1993,1993,5,Average Weight in Pounds,Calves,234.0,Federally Inspected,Dressed,Red Meat
Apr-1993,1993,4,Average Weight in Pounds,Calves,227.0,Federally Inspected,Dressed,Red Meat
Mar-1993,1993,3,Average Weight in Pounds,Calves,219.0,Federally Inspected,Dressed,Red Meat
Feb-1993,1993,2,Average Weight in Pounds,Calves,221.0,Federally Inspected,Dressed,Red Meat
Jan-1993,1993,1,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Dec-1992,1992,12,Average Weight in Pounds,Calves,212.0,Federally Inspected,Dressed,Red Meat
Nov-1992,1992,11,Average Weight in Pounds,Calves,211.0,Federally Inspected,Dressed,Red Meat
Oct-1992,1992,10,Average Weight in Pounds,Calves,217.0,Federally Inspected,Dressed,Red Meat
Sep-1992,1992,9,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
Aug-1992,1992,8,Average Weight in Pounds,Calves,220.0,Federally Inspected,Dressed,Red Meat
Jul-1992,1992,7,Average Weight in Pounds,Calves,228.0,Federally Inspected,Dressed,Red Meat
Jun-1992,1992,6,Average Weight in Pounds,Calves,234.0,Federally Inspected,Dressed,Red Meat
May-1992,1992,5,Average Weight in Pounds,Calves,237.0,Federally Inspected,Dressed,Red Meat
Apr-1992,1992,4,Average Weight in Pounds,Calves,231.0,Federally Inspected,Dressed,Red Meat
Mar-1992,1992,3,Average Weight in Pounds,Calves,227.0,Federally Inspected,Dressed,Red Meat
Feb-1992,1992,2,Average Weight in Pounds,Calves,223.0,Federally Inspected,Dressed,Red Meat
Jan-1992,1992,1,Average Weight in Pounds,Calves,218.0,Federally Inspected,Dressed,Red Meat
Dec-1991,1991,12,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Nov-1991,1991,11,Average Weight in Pounds,Calves,206.0,Federally Inspected,Dressed,Red Meat
Oct-1991,1991,10,Average Weight in Pounds,Calves,214.0,Federally Inspected,Dressed,Red Meat
Sep-1991,1991,9,Average Weight in Pounds,Calves,202.0,Federally Inspected,Dressed,Red Meat
Aug-1991,1991,8,Average Weight in Pounds,Calves,199.0,Federally Inspected,Dressed,Red Meat
Jul-1991,1991,7,Average Weight in Pounds,Calves,204.0,Federally Inspected,Dressed,Red Meat
Jun-1991,1991,6,Average Weight in Pounds,Calves,216.0,Federally Inspected,Dressed,Red Meat
May-1991,1991,5,Average Weight in Pounds,Calves,225.0,Federally Inspected,Dressed,Red Meat
Apr-1991,1991,4,Average Weight in Pounds,Calves,215.0,Federally Inspected,Dressed,Red Meat
Mar-1991,1991,3,Average Weight in Pounds,Calves,209.0,Federally Inspected,Dressed,Red Meat
Feb-1991,1991,2,Average Weight in Pounds,Calves,210.0,Federally Inspected,Dressed,Red Meat
Jan-1991,1991,1,Average Weight in Pounds,Calves,203.0,Federally Inspected,Dressed,Red Meat
Dec-1990,1990,12,Average Weight in Pounds,Calves,194.0,Federally Inspected,Dressed,Red Meat
Nov-1990,1990,11,Average Weight in Pounds,Calves,185.0,Federally Inspected,Dressed,Red Meat
Oct-1990,1990,10,Average Weight in Pounds,Calves,191.0,Federally Inspected,Dressed,Red Meat
Sep-1990,1990,9,Average Weight in Pounds,Calves,188.0,Federally Inspected,Dressed,Red Meat
Aug-1990,1990,8,Average Weight in Pounds,Calves,184.0,Federally Inspected,Dressed,Red Meat
Jul-1990,1990,7,Average Weight in Pounds,Calves,179.0,Federally Inspected,Dressed,Red Meat
Jun-1990,1990,6,Average Weight in Pounds,Calves,186.0,Federally Inspected,Dressed,Red Meat
May-1990,1990,5,Average Weight in Pounds,Calves,182.0,Federally Inspected,Dressed,Red Meat
Apr-1990,1990,4,Average Weight in Pounds,Calves,170.0,Federally Inspected,Dressed,Red Meat
Mar-1990,1990,3,Average Weight in Pounds,Calves,161.0,Federally Inspected,Dressed,Red Meat
Feb-1990,1990,2,Average Weight in Pounds,Calves,159.0,Federally Inspected,Dressed,Red Meat
Jan-1990,1990,1,Average Weight in Pounds,Calves,149.0,Federally Inspected,Dressed,Red Meat
Dec-1989,1989,12,Average Weight in Pounds,Calves,144.0,Federally Inspected,Dressed,Red Meat
Nov-1989,1989,11,Average Weight in Pounds,Calves,152.0,Federally Inspected,Dressed,Red Meat
Oct-1989,1989,10,Average Weight in Pounds,Calves,157.0,Federally Inspected,Dressed,Red Meat
Sep-1989,1989,9,Average Weight in Pounds,Calves,155.0,Federally Inspected,Dressed,Red Meat
Aug-1989,1989,8,Average Weight in Pounds,Calves,149.0,Federally Inspected,Dressed,Red Meat
Jul-1989,1989,7,Average Weight in Pounds,Calves,156.0,Federally Inspected,Dressed,Red Meat
Jun-1989,1989,6,Average Weight in Pounds,Calves,172.0,Federally Inspected,Dressed,Red Meat
May-1989,1989,5,Average Weight in Pounds,Calves,179.0,Federally Inspected,Dressed,Red Meat
Apr-1989,1989,4,Average Weight in Pounds,Calves,167.0,Federally Inspected,Dressed,Red Meat
Mar-1989,1989,3,Average Weight in Pounds,Calves,155.0,Federally Inspected,Dressed,Red Meat
Feb-1989,1989,2,Average Weight in Pounds,Calves,157.0,Federally Inspected,Dressed,Red Meat
Jan-1989,1989,1,Average Weight in Pounds,Calves,156.0,Federally Inspected,Dressed,Red Meat
Dec-1988,1988,12,Average Weight in Pounds,Calves,150.0,Federally Inspected,Dressed,Red Meat
Nov-1988,1988,11,Average Weight in Pounds,Calves,154.0,Federally Inspected,Dressed,Red Meat
Oct-1988,1988,10,Average Weight in Pounds,Calves,161.0,Federally Inspected,Dressed,Red Meat
Sep-1988,1988,9,Average Weight in Pounds,Calves,154.0,Federally Inspected,Dressed,Red Meat
Aug-1988,1988,8,Average Weight in Pounds,Calves,147.0,Federally Inspected,Dressed,Red Meat
Jul-1988,1988,7,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Jun-1988,1988,6,Average Weight in Pounds,Calves,158.0,Federally Inspected,Dressed,Red Meat
May-1988,1988,5,Average Weight in Pounds,Calves,165.0,Federally Inspected,Dressed,Red Meat
Apr-1988,1988,4,Average Weight in Pounds,Calves,157.0,Federally Inspected,Dressed,Red Meat
Mar-1988,1988,3,Average Weight in Pounds,Calves,147.0,Federally Inspected,Dressed,Red Meat
Feb-1988,1988,2,Average Weight in Pounds,Calves,153.0,Federally Inspected,Dressed,Red Meat
Jan-1988,1988,1,Average Weight in Pounds,Calves,145.0,Federally Inspected,Dressed,Red Meat
Dec-1987,1987,12,Average Weight in Pounds,Calves,142.0,Federally Inspected,Dressed,Red Meat
Nov-1987,1987,11,Average Weight in Pounds,Calves,142.0,Federally Inspected,Dressed,Red Meat
Oct-1987,1987,10,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Sep-1987,1987,9,Average Weight in Pounds,Calves,143.0,Federally Inspected,Dressed,Red Meat
Aug-1987,1987,8,Average Weight in Pounds,Calves,137.0,Federally Inspected,Dressed,Red Meat
Jul-1987,1987,7,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Jun-1987,1987,6,Average Weight in Pounds,Calves,152.0,Federally Inspected,Dressed,Red Meat
May-1987,1987,5,Average Weight in Pounds,Calves,156.0,Federally Inspected,Dressed,Red Meat
Apr-1987,1987,4,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Mar-1987,1987,3,Average Weight in Pounds,Calves,141.0,Federally Inspected,Dressed,Red Meat
Feb-1987,1987,2,Average Weight in Pounds,Calves,147.0,Federally Inspected,Dressed,Red Meat
Jan-1987,1987,1,Average Weight in Pounds,Calves,145.0,Federally Inspected,Dressed,Red Meat
Dec-1986,1986,12,Average Weight in Pounds,Calves,139.0,Federally Inspected,Dressed,Red Meat
Nov-1986,1986,11,Average Weight in Pounds,Calves,139.0,Federally Inspected,Dressed,Red Meat
Oct-1986,1986,10,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Sep-1986,1986,9,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Aug-1986,1986,8,Average Weight in Pounds,Calves,145.0,Federally Inspected,Dressed,Red Meat
Jul-1986,1986,7,Average Weight in Pounds,Calves,148.0,Federally Inspected,Dressed,Red Meat
Jun-1986,1986,6,Average Weight in Pounds,Calves,153.0,Federally Inspected,Dressed,Red Meat
May-1986,1986,5,Average Weight in Pounds,Calves,151.0,Federally Inspected,Dressed,Red Meat
Apr-1986,1986,4,Average Weight in Pounds,Calves,146.0,Federally Inspected,Dressed,Red Meat
Mar-1986,1986,3,Average Weight in Pounds,Calves,143.0,Federally Inspected,Dressed,Red Meat
Feb-1986,1986,2,Average Weight in Pounds,Calves,143.0,Federally Inspected,Dressed,Red Meat
Jan-1986,1986,1,Average Weight in Pounds,Calves,144.0,Federally Inspected,Dressed,Red Meat
