Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Jan-1988,1988,1,Million Pounds,297.0,Turkey,Federally Inspected,Poultry
Dec-1987,1987,12,Million Pounds,373.5,Turkey,Federally Inspected,Poultry
Nov-1987,1987,11,Million Pounds,411.4,Turkey,Federally Inspected,Poultry
Oct-1987,1987,10,Million Pounds,383.9,Turkey,Federally Inspected,Poultry
Sep-1987,1987,9,Million Pounds,357.4,Turkey,Federally Inspected,Poultry
Aug-1987,1987,8,Million Pounds,358.8,Turkey,Federally Inspected,Poultry
Jul-1987,1987,7,Million Pounds,335.8,Turkey,Federally Inspected,Poultry
Jun-1987,1987,6,Million Pounds,274.1,Turkey,Federally Inspected,Poultry
May-1987,1987,5,Million Pounds,255.0,Turkey,Federally Inspected,Poultry
Apr-1987,1987,4,Million Pounds,241.9,Turkey,Federally Inspected,Poultry
Mar-1987,1987,3,Million Pounds,212.8,Turkey,Federally Inspected,Poultry
Feb-1987,1987,2,Million Pounds,215.4,Turkey,Federally Inspected,Poultry
Jan-1987,1987,1,Million Pounds,248.2,Turkey,Federally Inspected,Poultry
Dec-1986,1986,12,Million Pounds,307.1,Turkey,Federally Inspected,Poultry
Nov-1986,1986,11,Million Pounds,365.8,Turkey,Federally Inspected,Poultry
Oct-1986,1986,10,Million Pounds,331.4,Turkey,Federally Inspected,Poultry
Sep-1986,1986,9,Million Pounds,299.4,Turkey,Federally Inspected,Poultry
Aug-1986,1986,8,Million Pounds,307.6,Turkey,Federally Inspected,Poultry
Jul-1986,1986,7,Million Pounds,275.8,Turkey,Federally Inspected,Poultry
Jun-1986,1986,6,Million Pounds,236.4,Turkey,Federally Inspected,Poultry
May-1986,1986,5,Million Pounds,205.2,Turkey,Federally Inspected,Poultry
Apr-1986,1986,4,Million Pounds,193.6,Turkey,Federally Inspected,Poultry
Mar-1986,1986,3,Million Pounds,175.0,Turkey,Federally Inspected,Poultry
Feb-1986,1986,2,Million Pounds,187.5,Turkey,Federally Inspected,Poultry
Jan-1986,1986,1,Million Pounds,210.7,Turkey,Federally Inspected,Poultry
Dec-1985,1985,12,Million Pounds,282.5,Turkey,Federally Inspected,Poultry
Nov-1985,1985,11,Million Pounds,341.5,Turkey,Federally Inspected,Poultry
Oct-1985,1985,10,Million Pounds,288.3,Turkey,Federally Inspected,Poultry
Sep-1985,1985,9,Million Pounds,295.2,Turkey,Federally Inspected,Poultry
Aug-1985,1985,8,Million Pounds,271.1,Turkey,Federally Inspected,Poultry
Jul-1985,1985,7,Million Pounds,238.5,Turkey,Federally Inspected,Poultry
Jun-1985,1985,6,Million Pounds,212.5,Turkey,Federally Inspected,Poultry
May-1985,1985,5,Million Pounds,177.3,Turkey,Federally Inspected,Poultry
Apr-1985,1985,4,Million Pounds,176.4,Turkey,Federally Inspected,Poultry
Mar-1985,1985,3,Million Pounds,148.0,Turkey,Federally Inspected,Poultry
Feb-1985,1985,2,Million Pounds,157.7,Turkey,Federally Inspected,Poultry
Jan-1985,1985,1,Million Pounds,182.8,Turkey,Federally Inspected,Poultry
Dec-1984,1984,12,Million Pounds,271.7,Turkey,Federally Inspected,Poultry
Nov-1984,1984,11,Million Pounds,320.8,Turkey,Federally Inspected,Poultry
Oct-1984,1984,10,Million Pounds,255.4,Turkey,Federally Inspected,Poultry
Sep-1984,1984,9,Million Pounds,279.6,Turkey,Federally Inspected,Poultry
Aug-1984,1984,8,Million Pounds,242.3,Turkey,Federally Inspected,Poultry
Jul-1984,1984,7,Million Pounds,223.6,Turkey,Federally Inspected,Poultry
Jun-1984,1984,6,Million Pounds,202.6,Turkey,Federally Inspected,Poultry
May-1984,1984,5,Million Pounds,163.1,Turkey,Federally Inspected,Poultry
Apr-1984,1984,4,Million Pounds,155.1,Turkey,Federally Inspected,Poultry
Mar-1984,1984,3,Million Pounds,139.0,Turkey,Federally Inspected,Poultry
Feb-1984,1984,2,Million Pounds,138.1,Turkey,Federally Inspected,Poultry
Jan-1984,1984,1,Million Pounds,189.0,Turkey,Federally Inspected,Poultry
Dec-1983,1983,12,Million Pounds,288.7,Turkey,Federally Inspected,Poultry
Nov-1983,1983,11,Million Pounds,281.3,Turkey,Federally Inspected,Poultry
Oct-1983,1983,10,Million Pounds,263.7,Turkey,Federally Inspected,Poultry
Sep-1983,1983,9,Million Pounds,271.8,Turkey,Federally Inspected,Poultry
Aug-1983,1983,8,Million Pounds,224.8,Turkey,Federally Inspected,Poultry
Jul-1983,1983,7,Million Pounds,231.3,Turkey,Federally Inspected,Poultry
Jun-1983,1983,6,Million Pounds,183.7,Turkey,Federally Inspected,Poultry
May-1983,1983,5,Million Pounds,166.5,Turkey,Federally Inspected,Poultry
Apr-1983,1983,4,Million Pounds,182.7,Turkey,Federally Inspected,Poultry
Mar-1983,1983,3,Million Pounds,135.5,Turkey,Federally Inspected,Poultry
Feb-1983,1983,2,Million Pounds,144.1,Turkey,Federally Inspected,Poultry
Jan-1983,1983,1,Million Pounds,192.7,Turkey,Federally Inspected,Poultry
Dec-1982,1982,12,Million Pounds,289.8,Turkey,Federally Inspected,Poultry
Nov-1982,1982,11,Million Pounds,276.6,Turkey,Federally Inspected,Poultry
Oct-1982,1982,10,Million Pounds,267.7,Turkey,Federally Inspected,Poultry
Sep-1982,1982,9,Million Pounds,265.4,Turkey,Federally Inspected,Poultry
Aug-1982,1982,8,Million Pounds,228.3,Turkey,Federally Inspected,Poultry
Jul-1982,1982,7,Million Pounds,216.2,Turkey,Federally Inspected,Poultry
Jun-1982,1982,6,Million Pounds,164.3,Turkey,Federally Inspected,Poultry
May-1982,1982,5,Million Pounds,147.4,Turkey,Federally Inspected,Poultry
Apr-1982,1982,4,Million Pounds,154.9,Turkey,Federally Inspected,Poultry
Mar-1982,1982,3,Million Pounds,123.3,Turkey,Federally Inspected,Poultry
Feb-1982,1982,2,Million Pounds,132.2,Turkey,Federally Inspected,Poultry
Jan-1982,1982,1,Million Pounds,204.2,Turkey,Federally Inspected,Poultry
Dec-1981,1981,12,Million Pounds,278.3,Turkey,Federally Inspected,Poultry
Nov-1981,1981,11,Million Pounds,290.1,Turkey,Federally Inspected,Poultry
Oct-1981,1981,10,Million Pounds,273.1,Turkey,Federally Inspected,Poultry
Sep-1981,1981,9,Million Pounds,261.7,Turkey,Federally Inspected,Poultry
Aug-1981,1981,8,Million Pounds,250.4,Turkey,Federally Inspected,Poultry
Jul-1981,1981,7,Million Pounds,225.7,Turkey,Federally Inspected,Poultry
Jun-1981,1981,6,Million Pounds,178.3,Turkey,Federally Inspected,Poultry
May-1981,1981,5,Million Pounds,149.3,Turkey,Federally Inspected,Poultry
Apr-1981,1981,4,Million Pounds,136.4,Turkey,Federally Inspected,Poultry
Mar-1981,1981,3,Million Pounds,119.6,Turkey,Federally Inspected,Poultry
Feb-1981,1981,2,Million Pounds,142.1,Turkey,Federally Inspected,Poultry
Jan-1981,1981,1,Million Pounds,190.8,Turkey,Federally Inspected,Poultry
Dec-1980,1980,12,Million Pounds,246.3,Turkey,Federally Inspected,Poultry
Nov-1980,1980,11,Million Pounds,276.8,Turkey,Federally Inspected,Poultry
Oct-1980,1980,10,Million Pounds,244.3,Turkey,Federally Inspected,Poultry
Sep-1980,1980,9,Million Pounds,227.0,Turkey,Federally Inspected,Poultry
Aug-1980,1980,8,Million Pounds,240.3,Turkey,Federally Inspected,Poultry
Jul-1980,1980,7,Million Pounds,206.9,Turkey,Federally Inspected,Poultry
Jun-1980,1980,6,Million Pounds,178.4,Turkey,Federally Inspected,Poultry
May-1980,1980,5,Million Pounds,143.0,Turkey,Federally Inspected,Poultry
Apr-1980,1980,4,Million Pounds,127.9,Turkey,Federally Inspected,Poultry
Mar-1980,1980,3,Million Pounds,109.4,Turkey,Federally Inspected,Poultry
Feb-1980,1980,2,Million Pounds,141.2,Turkey,Federally Inspected,Poultry
Jan-1980,1980,1,Million Pounds,165.5,Turkey,Federally Inspected,Poultry
Dec-1979,1979,12,Million Pounds,261.9,Turkey,Federally Inspected,Poultry
Nov-1979,1979,11,Million Pounds,297.5,Turkey,Federally Inspected,Poultry
Oct-1979,1979,10,Million Pounds,233.0,Turkey,Federally Inspected,Poultry
Sep-1979,1979,9,Million Pounds,267.7,Turkey,Federally Inspected,Poultry
Aug-1979,1979,8,Million Pounds,219.2,Turkey,Federally Inspected,Poultry
Jul-1979,1979,7,Million Pounds,195.9,Turkey,Federally Inspected,Poultry
Jun-1979,1979,6,Million Pounds,157.3,Turkey,Federally Inspected,Poultry
May-1979,1979,5,Million Pounds,112.3,Turkey,Federally Inspected,Poultry
Apr-1979,1979,4,Million Pounds,95.0,Turkey,Federally Inspected,Poultry
Mar-1979,1979,3,Million Pounds,77.2,Turkey,Federally Inspected,Poultry
Feb-1979,1979,2,Million Pounds,99.3,Turkey,Federally Inspected,Poultry
Jan-1979,1979,1,Million Pounds,156.3,Turkey,Federally Inspected,Poultry
Dec-1978,1978,12,Million Pounds,248.9,Turkey,Federally Inspected,Poultry
Nov-1978,1978,11,Million Pounds,271.2,Turkey,Federally Inspected,Poultry
Oct-1978,1978,10,Million Pounds,230.9,Turkey,Federally Inspected,Poultry
Sep-1978,1978,9,Million Pounds,248.9,Turkey,Federally Inspected,Poultry
Aug-1978,1978,8,Million Pounds,199.9,Turkey,Federally Inspected,Poultry
Jul-1978,1978,7,Million Pounds,189.5,Turkey,Federally Inspected,Poultry
Jun-1978,1978,6,Million Pounds,129.3,Turkey,Federally Inspected,Poultry
May-1978,1978,5,Million Pounds,80.8,Turkey,Federally Inspected,Poultry
Apr-1978,1978,4,Million Pounds,86.3,Turkey,Federally Inspected,Poultry
Mar-1978,1978,3,Million Pounds,59.7,Turkey,Federally Inspected,Poultry
Feb-1978,1978,2,Million Pounds,81.8,Turkey,Federally Inspected,Poultry
Jan-1978,1978,1,Million Pounds,148.2,Turkey,Federally Inspected,Poultry
Dec-1977,1977,12,Million Pounds,246.8,Turkey,Federally Inspected,Poultry
Nov-1977,1977,11,Million Pounds,250.3,Turkey,Federally Inspected,Poultry
Oct-1977,1977,10,Million Pounds,238.2,Turkey,Federally Inspected,Poultry
Sep-1977,1977,9,Million Pounds,244.4,Turkey,Federally Inspected,Poultry
Aug-1977,1977,8,Million Pounds,189.6,Turkey,Federally Inspected,Poultry
Jul-1977,1977,7,Million Pounds,176.5,Turkey,Federally Inspected,Poultry
Jun-1977,1977,6,Million Pounds,110.0,Turkey,Federally Inspected,Poultry
May-1977,1977,5,Million Pounds,78.9,Turkey,Federally Inspected,Poultry
Apr-1977,1977,4,Million Pounds,80.3,Turkey,Federally Inspected,Poultry
Mar-1977,1977,3,Million Pounds,58.7,Turkey,Federally Inspected,Poultry
Feb-1977,1977,2,Million Pounds,70.5,Turkey,Federally Inspected,Poultry
Jan-1977,1977,1,Million Pounds,146.5,Turkey,Federally Inspected,Poultry
Dec-1976,1976,12,Million Pounds,261.5,Turkey,Federally Inspected,Poultry
Nov-1976,1976,11,Million Pounds,256.6,Turkey,Federally Inspected,Poultry
Oct-1976,1976,10,Million Pounds,252.8,Turkey,Federally Inspected,Poultry
Sep-1976,1976,9,Million Pounds,243.8,Turkey,Federally Inspected,Poultry
Aug-1976,1976,8,Million Pounds,213.9,Turkey,Federally Inspected,Poultry
Jul-1976,1976,7,Million Pounds,182.2,Turkey,Federally Inspected,Poultry
Jun-1976,1976,6,Million Pounds,106.5,Turkey,Federally Inspected,Poultry
May-1976,1976,5,Million Pounds,79.9,Turkey,Federally Inspected,Poultry
Apr-1976,1976,4,Million Pounds,68.6,Turkey,Federally Inspected,Poultry
Mar-1976,1976,3,Million Pounds,61.7,Turkey,Federally Inspected,Poultry
Feb-1976,1976,2,Million Pounds,76.3,Turkey,Federally Inspected,Poultry
Jan-1976,1976,1,Million Pounds,157.5,Turkey,Federally Inspected,Poultry
Dec-1975,1975,12,Million Pounds,220.2,Turkey,Federally Inspected,Poultry
Nov-1975,1975,11,Million Pounds,257.5,Turkey,Federally Inspected,Poultry
Oct-1975,1975,10,Million Pounds,229.0,Turkey,Federally Inspected,Poultry
Sep-1975,1975,9,Million Pounds,203.3,Turkey,Federally Inspected,Poultry
Aug-1975,1975,8,Million Pounds,193.2,Turkey,Federally Inspected,Poultry
Jul-1975,1975,7,Million Pounds,138.4,Turkey,Federally Inspected,Poultry
Jun-1975,1975,6,Million Pounds,81.9,Turkey,Federally Inspected,Poultry
May-1975,1975,5,Million Pounds,68.7,Turkey,Federally Inspected,Poultry
Apr-1975,1975,4,Million Pounds,54.4,Turkey,Federally Inspected,Poultry
Mar-1975,1975,3,Million Pounds,47.1,Turkey,Federally Inspected,Poultry
Feb-1975,1975,2,Million Pounds,64.9,Turkey,Federally Inspected,Poultry
Jan-1975,1975,1,Million Pounds,119.9,Turkey,Federally Inspected,Poultry
Dec-1974,1974,12,Million Pounds,215.3,Turkey,Federally Inspected,Poultry
Nov-1974,1974,11,Million Pounds,261.1,Turkey,Federally Inspected,Poultry
Oct-1974,1974,10,Million Pounds,220.2,Turkey,Federally Inspected,Poultry
Sep-1974,1974,9,Million Pounds,237.2,Turkey,Federally Inspected,Poultry
Aug-1974,1974,8,Million Pounds,213.1,Turkey,Federally Inspected,Poultry
Jul-1974,1974,7,Million Pounds,159.7,Turkey,Federally Inspected,Poultry
Jun-1974,1974,6,Million Pounds,113.2,Turkey,Federally Inspected,Poultry
May-1974,1974,5,Million Pounds,80.1,Turkey,Federally Inspected,Poultry
Apr-1974,1974,4,Million Pounds,58.9,Turkey,Federally Inspected,Poultry
Mar-1974,1974,3,Million Pounds,59.8,Turkey,Federally Inspected,Poultry
Feb-1974,1974,2,Million Pounds,97.3,Turkey,Federally Inspected,Poultry
Jan-1974,1974,1,Million Pounds,174.6,Turkey,Federally Inspected,Poultry
Dec-1973,1973,12,Million Pounds,269.9,Turkey,Federally Inspected,Poultry
Nov-1973,1973,11,Million Pounds,272.6,Turkey,Federally Inspected,Poultry
Oct-1973,1973,10,Million Pounds,212.3,Turkey,Federally Inspected,Poultry
Sep-1973,1973,9,Million Pounds,234.1,Turkey,Federally Inspected,Poultry
Aug-1973,1973,8,Million Pounds,185.0,Turkey,Federally Inspected,Poultry
Jul-1973,1973,7,Million Pounds,142.9,Turkey,Federally Inspected,Poultry
Jun-1973,1973,6,Million Pounds,84.2,Turkey,Federally Inspected,Poultry
May-1973,1973,5,Million Pounds,55.8,Turkey,Federally Inspected,Poultry
Apr-1973,1973,4,Million Pounds,45.3,Turkey,Federally Inspected,Poultry
Mar-1973,1973,3,Million Pounds,41.6,Turkey,Federally Inspected,Poultry
Feb-1973,1973,2,Million Pounds,69.7,Turkey,Federally Inspected,Poultry
Jan-1973,1973,1,Million Pounds,152.7,Turkey,Federally Inspected,Poultry
Dec-1972,1972,12,Million Pounds,261.3,Turkey,Federally Inspected,Poultry
Nov-1972,1972,11,Million Pounds,282.7,Turkey,Federally Inspected,Poultry
Oct-1972,1972,10,Million Pounds,241.7,Turkey,Federally Inspected,Poultry
Sep-1972,1972,9,Million Pounds,254.6,Turkey,Federally Inspected,Poultry
Aug-1972,1972,8,Million Pounds,186.9,Turkey,Federally Inspected,Poultry
Jul-1972,1972,7,Million Pounds,149.0,Turkey,Federally Inspected,Poultry
Jun-1972,1972,6,Million Pounds,74.6,Turkey,Federally Inspected,Poultry
May-1972,1972,5,Million Pounds,44.3,Turkey,Federally Inspected,Poultry
Apr-1972,1972,4,Million Pounds,45.8,Turkey,Federally Inspected,Poultry
Mar-1972,1972,3,Million Pounds,45.2,Turkey,Federally Inspected,Poultry
Feb-1972,1972,2,Million Pounds,57.6,Turkey,Federally Inspected,Poultry
Jan-1972,1972,1,Million Pounds,146.1,Turkey,Federally Inspected,Poultry
Dec-1971,1971,12,Million Pounds,242.9,Turkey,Federally Inspected,Poultry
Nov-1971,1971,11,Million Pounds,256.0,Turkey,Federally Inspected,Poultry
Oct-1971,1971,10,Million Pounds,235.8,Turkey,Federally Inspected,Poultry
Sep-1971,1971,9,Million Pounds,221.2,Turkey,Federally Inspected,Poultry
Aug-1971,1971,8,Million Pounds,177.1,Turkey,Federally Inspected,Poultry
Jul-1971,1971,7,Million Pounds,127.7,Turkey,Federally Inspected,Poultry
Jun-1971,1971,6,Million Pounds,63.1,Turkey,Federally Inspected,Poultry
May-1971,1971,5,Million Pounds,47.7,Turkey,Federally Inspected,Poultry
Apr-1971,1971,4,Million Pounds,42.7,Turkey,Federally Inspected,Poultry
Mar-1971,1971,3,Million Pounds,31.5,Turkey,Federally Inspected,Poultry
Feb-1971,1971,2,Million Pounds,49.9,Turkey,Federally Inspected,Poultry
Jan-1971,1971,1,Million Pounds,149.2,Turkey,Federally Inspected,Poultry
Dec-1970,1970,12,Million Pounds,244.9,Turkey,Federally Inspected,Poultry
Nov-1970,1970,11,Million Pounds,276.9,Turkey,Federally Inspected,Poultry
Oct-1970,1970,10,Million Pounds,244.6,Turkey,Federally Inspected,Poultry
Sep-1970,1970,9,Million Pounds,212.0,Turkey,Federally Inspected,Poultry
Aug-1970,1970,8,Million Pounds,172.1,Turkey,Federally Inspected,Poultry
Jul-1970,1970,7,Million Pounds,109.5,Turkey,Federally Inspected,Poultry
Jun-1970,1970,6,Million Pounds,44.9,Turkey,Federally Inspected,Poultry
May-1970,1970,5,Million Pounds,27.6,Turkey,Federally Inspected,Poultry
Apr-1970,1970,4,Million Pounds,22.1,Turkey,Federally Inspected,Poultry
Mar-1970,1970,3,Million Pounds,22.2,Turkey,Federally Inspected,Poultry
Feb-1970,1970,2,Million Pounds,40.5,Turkey,Federally Inspected,Poultry
Jan-1970,1970,1,Million Pounds,147.4,Turkey,Federally Inspected,Poultry
Dec-1969,1969,12,Million Pounds,229.7,Turkey,Federally Inspected,Poultry
Nov-1969,1969,11,Million Pounds,266.5,Turkey,Federally Inspected,Poultry
Oct-1969,1969,10,Million Pounds,225.8,Turkey,Federally Inspected,Poultry
Sep-1969,1969,9,Million Pounds,185.3,Turkey,Federally Inspected,Poultry
Aug-1969,1969,8,Million Pounds,145.5,Turkey,Federally Inspected,Poultry
Jul-1969,1969,7,Million Pounds,85.4,Turkey,Federally Inspected,Poultry
Jun-1969,1969,6,Million Pounds,39.0,Turkey,Federally Inspected,Poultry
May-1969,1969,5,Million Pounds,21.0,Turkey,Federally Inspected,Poultry
Apr-1969,1969,4,Million Pounds,23.4,Turkey,Federally Inspected,Poultry
Mar-1969,1969,3,Million Pounds,21.3,Turkey,Federally Inspected,Poultry
Feb-1969,1969,2,Million Pounds,42.6,Turkey,Federally Inspected,Poultry
Jan-1969,1969,1,Million Pounds,162.0,Turkey,Federally Inspected,Poultry
Dec-1968,1968,12,Million Pounds,245.6,Turkey,Federally Inspected,Poultry
Nov-1968,1968,11,Million Pounds,277.2,Turkey,Federally Inspected,Poultry
Oct-1968,1968,10,Million Pounds,221.2,Turkey,Federally Inspected,Poultry
Sep-1968,1968,9,Million Pounds,194.0,Turkey,Federally Inspected,Poultry
Aug-1968,1968,8,Million Pounds,122.3,Turkey,Federally Inspected,Poultry
Jul-1968,1968,7,Million Pounds,69.5,Turkey,Federally Inspected,Poultry
Jun-1968,1968,6,Million Pounds,39.1,Turkey,Federally Inspected,Poultry
May-1968,1968,5,Million Pounds,25.9,Turkey,Federally Inspected,Poultry
Apr-1968,1968,4,Million Pounds,21.8,Turkey,Federally Inspected,Poultry
Mar-1968,1968,3,Million Pounds,25.1,Turkey,Federally Inspected,Poultry
Feb-1968,1968,2,Million Pounds,51.9,Turkey,Federally Inspected,Poultry
Jan-1968,1968,1,Million Pounds,177.3,Turkey,Federally Inspected,Poultry
Dec-1967,1967,12,Million Pounds,278.1,Turkey,Federally Inspected,Poultry
Nov-1967,1967,11,Million Pounds,286.3,Turkey,Federally Inspected,Poultry
Oct-1967,1967,10,Million Pounds,253.3,Turkey,Federally Inspected,Poultry
Sep-1967,1967,9,Million Pounds,246.0,Turkey,Federally Inspected,Poultry
Aug-1967,1967,8,Million Pounds,153.4,Turkey,Federally Inspected,Poultry
Jul-1967,1967,7,Million Pounds,102.4,Turkey,Federally Inspected,Poultry
Jun-1967,1967,6,Million Pounds,46.4,Turkey,Federally Inspected,Poultry
May-1967,1967,5,Million Pounds,25.2,Turkey,Federally Inspected,Poultry
Apr-1967,1967,4,Million Pounds,26.5,Turkey,Federally Inspected,Poultry
Mar-1967,1967,3,Million Pounds,24.8,Turkey,Federally Inspected,Poultry
Feb-1967,1967,2,Million Pounds,45.3,Turkey,Federally Inspected,Poultry
Jan-1967,1967,1,Million Pounds,174.1,Turkey,Federally Inspected,Poultry
Dec-1966,1966,12,Million Pounds,274.9,Turkey,Federally Inspected,Poultry
Nov-1966,1966,11,Million Pounds,271.9,Turkey,Federally Inspected,Poultry
Oct-1966,1966,10,Million Pounds,239.9,Turkey,Federally Inspected,Poultry
Sep-1966,1966,9,Million Pounds,196.4,Turkey,Federally Inspected,Poultry
Aug-1966,1966,8,Million Pounds,114.5,Turkey,Federally Inspected,Poultry
Jul-1966,1966,7,Million Pounds,79.5,Turkey,Federally Inspected,Poultry
Jun-1966,1966,6,Million Pounds,35.7,Turkey,Federally Inspected,Poultry
May-1966,1966,5,Million Pounds,20.5,Turkey,Federally Inspected,Poultry
Apr-1966,1966,4,Million Pounds,17.0,Turkey,Federally Inspected,Poultry
Mar-1966,1966,3,Million Pounds,18.1,Turkey,Federally Inspected,Poultry
Feb-1966,1966,2,Million Pounds,35.5,Turkey,Federally Inspected,Poultry
Jan-1966,1966,1,Million Pounds,152.5,Turkey,Federally Inspected,Poultry
Dec-1965,1965,12,Million Pounds,275.1,Turkey,Federally Inspected,Poultry
Nov-1965,1965,11,Million Pounds,262.1,Turkey,Federally Inspected,Poultry
Oct-1965,1965,10,Million Pounds,224.4,Turkey,Federally Inspected,Poultry
Sep-1965,1965,9,Million Pounds,163.6,Turkey,Federally Inspected,Poultry
Aug-1965,1965,8,Million Pounds,95.7,Turkey,Federally Inspected,Poultry
Jul-1965,1965,7,Million Pounds,54.7,Turkey,Federally Inspected,Poultry
Jun-1965,1965,6,Million Pounds,27.0,Turkey,Federally Inspected,Poultry
May-1965,1965,5,Million Pounds,15.6,Turkey,Federally Inspected,Poultry
Apr-1965,1965,4,Million Pounds,14.5,Turkey,Federally Inspected,Poultry
Mar-1965,1965,3,Million Pounds,13.7,Turkey,Federally Inspected,Poultry
Feb-1965,1965,2,Million Pounds,31.2,Turkey,Federally Inspected,Poultry
Jan-1965,1965,1,Million Pounds,143.0,Turkey,Federally Inspected,Poultry
Dec-1964,1964,12,Million Pounds,250.6,Turkey,Federally Inspected,Poultry
Nov-1964,1964,11,Million Pounds,258.3,Turkey,Federally Inspected,Poultry
Oct-1964,1964,10,Million Pounds,208.3,Turkey,Federally Inspected,Poultry
Sep-1964,1964,9,Million Pounds,145.6,Turkey,Federally Inspected,Poultry
Aug-1964,1964,8,Million Pounds,86.6,Turkey,Federally Inspected,Poultry
Jul-1964,1964,7,Million Pounds,52.6,Turkey,Federally Inspected,Poultry
Jun-1964,1964,6,Million Pounds,29.9,Turkey,Federally Inspected,Poultry
May-1964,1964,5,Million Pounds,18.0,Turkey,Federally Inspected,Poultry
Apr-1964,1964,4,Million Pounds,15.6,Turkey,Federally Inspected,Poultry
Mar-1964,1964,3,Million Pounds,12.5,Turkey,Federally Inspected,Poultry
Feb-1964,1964,2,Million Pounds,32.1,Turkey,Federally Inspected,Poultry
Jan-1964,1964,1,Million Pounds,142.1,Turkey,Federally Inspected,Poultry
Dec-1963,1963,12,Million Pounds,217.4,Turkey,Federally Inspected,Poultry
Nov-1963,1963,11,Million Pounds,251.8,Turkey,Federally Inspected,Poultry
Oct-1963,1963,10,Million Pounds,193.7,Turkey,Federally Inspected,Poultry
Sep-1963,1963,9,Million Pounds,137.7,Turkey,Federally Inspected,Poultry
Aug-1963,1963,8,Million Pounds,74.8,Turkey,Federally Inspected,Poultry
Jul-1963,1963,7,Million Pounds,42.0,Turkey,Federally Inspected,Poultry
Jun-1963,1963,6,Million Pounds,30.9,Turkey,Federally Inspected,Poultry
May-1963,1963,5,Million Pounds,16.7,Turkey,Federally Inspected,Poultry
Apr-1963,1963,4,Million Pounds,12.4,Turkey,Federally Inspected,Poultry
Mar-1963,1963,3,Million Pounds,13.2,Turkey,Federally Inspected,Poultry
Feb-1963,1963,2,Million Pounds,31.0,Turkey,Federally Inspected,Poultry
Jan-1963,1963,1,Million Pounds,128.0,Turkey,Federally Inspected,Poultry
Dec-1962,1962,12,Million Pounds,231.2,Turkey,Federally Inspected,Poultry
Nov-1962,1962,11,Million Pounds,237.2,Turkey,Federally Inspected,Poultry
Oct-1962,1962,10,Million Pounds,163.2,Turkey,Federally Inspected,Poultry
Sep-1962,1962,9,Million Pounds,121.5,Turkey,Federally Inspected,Poultry
Aug-1962,1962,8,Million Pounds,59.2,Turkey,Federally Inspected,Poultry
Jul-1962,1962,7,Million Pounds,44.5,Turkey,Federally Inspected,Poultry
Jun-1962,1962,6,Million Pounds,32.5,Turkey,Federally Inspected,Poultry
May-1962,1962,5,Million Pounds,19.2,Turkey,Federally Inspected,Poultry
Apr-1962,1962,4,Million Pounds,13.8,Turkey,Federally Inspected,Poultry
Mar-1962,1962,3,Million Pounds,12.6,Turkey,Federally Inspected,Poultry
Feb-1962,1962,2,Million Pounds,33.9,Turkey,Federally Inspected,Poultry
Jan-1962,1962,1,Million Pounds,138.0,Turkey,Federally Inspected,Poultry
Dec-1961,1961,12,Million Pounds,249.4,Turkey,Federally Inspected,Poultry
Nov-1961,1961,11,Million Pounds,248.3,Turkey,Federally Inspected,Poultry
Oct-1961,1961,10,Million Pounds,179.4,Turkey,Federally Inspected,Poultry
Sep-1961,1961,9,Million Pounds,143.6,Turkey,Federally Inspected,Poultry
Aug-1961,1961,8,Million Pounds,82.0,Turkey,Federally Inspected,Poultry
Jul-1961,1961,7,Million Pounds,72.8,Turkey,Federally Inspected,Poultry
Jun-1961,1961,6,Million Pounds,44.8,Turkey,Federally Inspected,Poultry
May-1961,1961,5,Million Pounds,22.4,Turkey,Federally Inspected,Poultry
Apr-1961,1961,4,Million Pounds,24.3,Turkey,Federally Inspected,Poultry
Mar-1961,1961,3,Million Pounds,16.1,Turkey,Federally Inspected,Poultry
Feb-1961,1961,2,Million Pounds,34.9,Turkey,Federally Inspected,Poultry
Jan-1961,1961,1,Million Pounds,125.1,Turkey,Federally Inspected,Poultry
Dec-1960,1960,12,Million Pounds,181.3,Turkey,Federally Inspected,Poultry
Nov-1960,1960,11,Million Pounds,192.3,Turkey,Federally Inspected,Poultry
Oct-1960,1960,10,Million Pounds,149.6,Turkey,Federally Inspected,Poultry
Sep-1960,1960,9,Million Pounds,109.5,Turkey,Federally Inspected,Poultry
Aug-1960,1960,8,Million Pounds,51.9,Turkey,Federally Inspected,Poultry
Jul-1960,1960,7,Million Pounds,46.0,Turkey,Federally Inspected,Poultry
Jun-1960,1960,6,Million Pounds,27.1,Turkey,Federally Inspected,Poultry
May-1960,1960,5,Million Pounds,16.2,Turkey,Federally Inspected,Poultry
Apr-1960,1960,4,Million Pounds,13.4,Turkey,Federally Inspected,Poultry
Mar-1960,1960,3,Million Pounds,14.0,Turkey,Federally Inspected,Poultry
Feb-1960,1960,2,Million Pounds,22.1,Turkey,Federally Inspected,Poultry
Jan-1960,1960,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1959,1959,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1959,1959,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1959,1959,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1959,1959,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1959,1959,8,Million Pounds,,Turkey,Federally Inspected,Poultry
