"","Date","Year","Month","Animal","Weight","Commercial_Or_Federally_Inspected","Live_Or_Dressed","Type_Of_Meat"
"6750","Jul-1994",1994,7,"Heifers","703","Federally Inspected","Dressed","Red Meat"
"6751","Jun-1994",1994,6,"Heifers","697","Federally Inspected","Dressed","Red Meat"
"6752","May-1994",1994,5,"Heifers","693","Federally Inspected","Dressed","Red Meat"
"6753","Apr-1994",1994,4,"Heifers","700","Federally Inspected","Dressed","Red Meat"
"6754","Mar-1994",1994,3,"Heifers","699","Federally Inspected","Dressed","Red Meat"
"6755","Feb-1994",1994,2,"Heifers","698","Federally Inspected","Dressed","Red Meat"
"6756","Jan-1994",1994,1,"Heifers","708","Federally Inspected","Dressed","Red Meat"
"6757","Dec-1993",1993,12,"Heifers","709","Federally Inspected","Dressed","Red Meat"
"6758","Nov-1993",1993,11,"Heifers","712","Federally Inspected","Dressed","Red Meat"
"6759","Oct-1993",1993,10,"Heifers","712","Federally Inspected","Dressed","Red Meat"
"6760","Sep-1993",1993,9,"Heifers","703","Federally Inspected","Dressed","Red Meat"
"6761","Aug-1993",1993,8,"Heifers","694","Federally Inspected","Dressed","Red Meat"
"6762","Jul-1993",1993,7,"Heifers","681","Federally Inspected","Dressed","Red Meat"
"6763","Jun-1993",1993,6,"Heifers","670","Federally Inspected","Dressed","Red Meat"
"6764","May-1993",1993,5,"Heifers","662","Federally Inspected","Dressed","Red Meat"
"6765","Apr-1993",1993,4,"Heifers","663","Federally Inspected","Dressed","Red Meat"
"6766","Mar-1993",1993,3,"Heifers","665","Federally Inspected","Dressed","Red Meat"
"6767","Feb-1993",1993,2,"Heifers","674","Federally Inspected","Dressed","Red Meat"
"6768","Jan-1993",1993,1,"Heifers","678","Federally Inspected","Dressed","Red Meat"
"6769","Dec-1992",1992,12,"Heifers","685","Federally Inspected","Dressed","Red Meat"
"6770","Nov-1992",1992,11,"Heifers","700","Federally Inspected","Dressed","Red Meat"
"6771","Oct-1992",1992,10,"Heifers","703","Federally Inspected","Dressed","Red Meat"
"6772","Sep-1992",1992,9,"Heifers","701","Federally Inspected","Dressed","Red Meat"
"6773","Aug-1992",1992,8,"Heifers","697","Federally Inspected","Dressed","Red Meat"
"6774","Jul-1992",1992,7,"Heifers","687","Federally Inspected","Dressed","Red Meat"
"6775","Jun-1992",1992,6,"Heifers","680","Federally Inspected","Dressed","Red Meat"
"6776","May-1992",1992,5,"Heifers","679","Federally Inspected","Dressed","Red Meat"
"6777","Apr-1992",1992,4,"Heifers","684","Federally Inspected","Dressed","Red Meat"
"6778","Mar-1992",1992,3,"Heifers","687","Federally Inspected","Dressed","Red Meat"
"6779","Feb-1992",1992,2,"Heifers","694","Federally Inspected","Dressed","Red Meat"
"6780","Jan-1992",1992,1,"Heifers","693","Federally Inspected","Dressed","Red Meat"
"6781","Dec-1991",1991,12,"Heifers","693","Federally Inspected","Dressed","Red Meat"
"6782","Nov-1991",1991,11,"Heifers","705","Federally Inspected","Dressed","Red Meat"
"6783","Oct-1991",1991,10,"Heifers","719","Federally Inspected","Dressed","Red Meat"
"6784","Sep-1991",1991,9,"Heifers","708","Federally Inspected","Dressed","Red Meat"
"6785","Aug-1991",1991,8,"Heifers","697","Federally Inspected","Dressed","Red Meat"
"6786","Jul-1991",1991,7,"Heifers","683","Federally Inspected","Dressed","Red Meat"
"6787","Jun-1991",1991,6,"Heifers","675","Federally Inspected","Dressed","Red Meat"
"6788","May-1991",1991,5,"Heifers","666","Federally Inspected","Dressed","Red Meat"
"6789","Apr-1991",1991,4,"Heifers","671","Federally Inspected","Dressed","Red Meat"
"6790","Mar-1991",1991,3,"Heifers","678","Federally Inspected","Dressed","Red Meat"
"6791","Feb-1991",1991,2,"Heifers","678","Federally Inspected","Dressed","Red Meat"
"6792","Jan-1991",1991,1,"Heifers","675","Federally Inspected","Dressed","Red Meat"
"6793","Dec-1990",1990,12,"Heifers","681","Federally Inspected","Dressed","Red Meat"
"6794","Nov-1990",1990,11,"Heifers","678","Federally Inspected","Dressed","Red Meat"
"6795","Oct-1990",1990,10,"Heifers","686","Federally Inspected","Dressed","Red Meat"
"6796","Sep-1990",1990,9,"Heifers","685","Federally Inspected","Dressed","Red Meat"
"6797","Aug-1990",1990,8,"Heifers","676","Federally Inspected","Dressed","Red Meat"
"6798","Jul-1990",1990,7,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6799","Jun-1990",1990,6,"Heifers","660","Federally Inspected","Dressed","Red Meat"
"6800","May-1990",1990,5,"Heifers","659","Federally Inspected","Dressed","Red Meat"
"6801","Apr-1990",1990,4,"Heifers","657","Federally Inspected","Dressed","Red Meat"
"6802","Mar-1990",1990,3,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6803","Feb-1990",1990,2,"Heifers","672","Federally Inspected","Dressed","Red Meat"
"6804","Jan-1990",1990,1,"Heifers","676","Federally Inspected","Dressed","Red Meat"
"6805","Dec-1989",1989,12,"Heifers","685","Federally Inspected","Dressed","Red Meat"
"6806","Nov-1989",1989,11,"Heifers","692","Federally Inspected","Dressed","Red Meat"
"6807","Oct-1989",1989,10,"Heifers","690","Federally Inspected","Dressed","Red Meat"
"6808","Sep-1989",1989,9,"Heifers","683","Federally Inspected","Dressed","Red Meat"
"6809","Aug-1989",1989,8,"Heifers","673","Federally Inspected","Dressed","Red Meat"
"6810","Jul-1989",1989,7,"Heifers","661","Federally Inspected","Dressed","Red Meat"
"6811","Jun-1989",1989,6,"Heifers","655","Federally Inspected","Dressed","Red Meat"
"6812","May-1989",1989,5,"Heifers","646","Federally Inspected","Dressed","Red Meat"
"6813","Apr-1989",1989,4,"Heifers","653","Federally Inspected","Dressed","Red Meat"
"6814","Mar-1989",1989,3,"Heifers","658","Federally Inspected","Dressed","Red Meat"
"6815","Feb-1989",1989,2,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6816","Jan-1989",1989,1,"Heifers","673","Federally Inspected","Dressed","Red Meat"
"6817","Dec-1988",1988,12,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6818","Nov-1988",1988,11,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6819","Oct-1988",1988,10,"Heifers","675","Federally Inspected","Dressed","Red Meat"
"6820","Sep-1988",1988,9,"Heifers","667","Federally Inspected","Dressed","Red Meat"
"6821","Aug-1988",1988,8,"Heifers","660","Federally Inspected","Dressed","Red Meat"
"6822","Jul-1988",1988,7,"Heifers","654","Federally Inspected","Dressed","Red Meat"
"6823","Jun-1988",1988,6,"Heifers","645","Federally Inspected","Dressed","Red Meat"
"6824","May-1988",1988,5,"Heifers","643","Federally Inspected","Dressed","Red Meat"
"6825","Apr-1988",1988,4,"Heifers","648","Federally Inspected","Dressed","Red Meat"
"6826","Mar-1988",1988,3,"Heifers","650","Federally Inspected","Dressed","Red Meat"
"6827","Feb-1988",1988,2,"Heifers","649","Federally Inspected","Dressed","Red Meat"
"6828","Jan-1988",1988,1,"Heifers","651","Federally Inspected","Dressed","Red Meat"
"6829","Dec-1987",1987,12,"Heifers","655","Federally Inspected","Dressed","Red Meat"
"6830","Nov-1987",1987,11,"Heifers","664","Federally Inspected","Dressed","Red Meat"
"6831","Oct-1987",1987,10,"Heifers","666","Federally Inspected","Dressed","Red Meat"
"6832","Sep-1987",1987,9,"Heifers","656","Federally Inspected","Dressed","Red Meat"
"6833","Aug-1987",1987,8,"Heifers","647","Federally Inspected","Dressed","Red Meat"
"6834","Jul-1987",1987,7,"Heifers","637","Federally Inspected","Dressed","Red Meat"
"6835","Jun-1987",1987,6,"Heifers","628","Federally Inspected","Dressed","Red Meat"
"6836","May-1987",1987,5,"Heifers","633","Federally Inspected","Dressed","Red Meat"
"6837","Apr-1987",1987,4,"Heifers","636","Federally Inspected","Dressed","Red Meat"
"6838","Mar-1987",1987,3,"Heifers","650","Federally Inspected","Dressed","Red Meat"
"6839","Feb-1987",1987,2,"Heifers","649","Federally Inspected","Dressed","Red Meat"
"6840","Jan-1987",1987,1,"Heifers","652","Federally Inspected","Dressed","Red Meat"
"6841","Dec-1986",1986,12,"Heifers","641","Federally Inspected","Dressed","Red Meat"
"6842","Nov-1986",1986,11,"Heifers","644","Federally Inspected","Dressed","Red Meat"
"6843","Oct-1986",1986,10,"Heifers","645","Federally Inspected","Dressed","Red Meat"
"6844","Sep-1986",1986,9,"Heifers","643","Federally Inspected","Dressed","Red Meat"
"6845","Aug-1986",1986,8,"Heifers","639","Federally Inspected","Dressed","Red Meat"
"6846","Jul-1986",1986,7,"Heifers","636","Federally Inspected","Dressed","Red Meat"
"6847","Jun-1986",1986,6,"Heifers","637","Federally Inspected","Dressed","Red Meat"
"6848","May-1986",1986,5,"Heifers","648","Federally Inspected","Dressed","Red Meat"
"6849","Apr-1986",1986,4,"Heifers","650","Federally Inspected","Dressed","Red Meat"
"6850","Mar-1986",1986,3,"Heifers","646","Federally Inspected","Dressed","Red Meat"
"6851","Feb-1986",1986,2,"Heifers","643","Federally Inspected","Dressed","Red Meat"
"6852","Jan-1986",1986,1,"Heifers","637","Federally Inspected","Dressed","Red Meat"
"6853","Dec-1985",1985,12,"Heifers","633","Federally Inspected","Dressed","Red Meat"
"6854","Nov-1985",1985,11,"Heifers","648","Federally Inspected","Dressed","Red Meat"
"6855","Oct-1985",1985,10,"Heifers","653","Federally Inspected","Dressed","Red Meat"
"6856","Sep-1985",1985,9,"Heifers","654","Federally Inspected","Dressed","Red Meat"
"6857","Aug-1985",1985,8,"Heifers","647","Federally Inspected","Dressed","Red Meat"
"6858","Jul-1985",1985,7,"Heifers","640","Federally Inspected","Dressed","Red Meat"
"6859","Jun-1985",1985,6,"Heifers","642","Federally Inspected","Dressed","Red Meat"
"6860","May-1985",1985,5,"Heifers","643","Federally Inspected","Dressed","Red Meat"
"6861","Apr-1985",1985,4,"Heifers","644","Federally Inspected","Dressed","Red Meat"
"6862","Mar-1985",1985,3,"Heifers","634","Federally Inspected","Dressed","Red Meat"
"6863","Feb-1985",1985,2,"Heifers","627","Federally Inspected","Dressed","Red Meat"
"6864","Jan-1985",1985,1,"Heifers","623","Federally Inspected","Dressed","Red Meat"
"6865","Dec-1984",1984,12,"Heifers","623","Federally Inspected","Dressed","Red Meat"
"6866","Nov-1984",1984,11,"Heifers","627","Federally Inspected","Dressed","Red Meat"
"6867","Oct-1984",1984,10,"Heifers","635","Federally Inspected","Dressed","Red Meat"
"6868","Sep-1984",1984,9,"Heifers","625","Federally Inspected","Dressed","Red Meat"
"6869","Aug-1984",1984,8,"Heifers","617","Federally Inspected","Dressed","Red Meat"
"6870","Jul-1984",1984,7,"Heifers","610","Federally Inspected","Dressed","Red Meat"
"6871","Jun-1984",1984,6,"Heifers","604","Federally Inspected","Dressed","Red Meat"
"6872","May-1984",1984,5,"Heifers","609","Federally Inspected","Dressed","Red Meat"
"6873","Apr-1984",1984,4,"Heifers","608","Federally Inspected","Dressed","Red Meat"
"6874","Mar-1984",1984,3,"Heifers","612","Federally Inspected","Dressed","Red Meat"
"6875","Feb-1984",1984,2,"Heifers","607","Federally Inspected","Dressed","Red Meat"
"6876","Jan-1984",1984,1,"Heifers","599","Federally Inspected","Dressed","Red Meat"
"6877","Dec-1983",1983,12,"Heifers","611","Federally Inspected","Dressed","Red Meat"
"6878","Nov-1983",1983,11,"Heifers","626","Federally Inspected","Dressed","Red Meat"
"6879","Oct-1983",1983,10,"Heifers","626","Federally Inspected","Dressed","Red Meat"
"6880","Sep-1983",1983,9,"Heifers","620","Federally Inspected","Dressed","Red Meat"
"6881","Aug-1983",1983,8,"Heifers","610","Federally Inspected","Dressed","Red Meat"
"6882","Jul-1983",1983,7,"Heifers","608","Federally Inspected","Dressed","Red Meat"
"6883","Jun-1983",1983,6,"Heifers","603","Federally Inspected","Dressed","Red Meat"
"6884","May-1983",1983,5,"Heifers","603","Federally Inspected","Dressed","Red Meat"
"6885","Apr-1983",1983,4,"Heifers","597","Federally Inspected","Dressed","Red Meat"
"6886","Mar-1983",1983,3,"Heifers","607","Federally Inspected","Dressed","Red Meat"
"6887","Feb-1983",1983,2,"Heifers","607","Federally Inspected","Dressed","Red Meat"
"6888","Jan-1983",1983,1,"Heifers","611","Federally Inspected","Dressed","Red Meat"
"6889","Dec-2023",2023,12,"Cows","628","Federally Inspected","Dressed","Red Meat"
"6890","Nov-2023",2023,11,"Cows","619","Federally Inspected","Dressed","Red Meat"
"6891","Oct-2023",2023,10,"Cows","613","Federally Inspected","Dressed","Red Meat"
"6892","Sep-2023",2023,9,"Cows","613","Federally Inspected","Dressed","Red Meat"
"6893","Aug-2023",2023,8,"Cows","621","Federally Inspected","Dressed","Red Meat"
"6894","Jul-2023",2023,7,"Cows","625","Federally Inspected","Dressed","Red Meat"
"6895","Jun-2023",2023,6,"Cows","623","Federally Inspected","Dressed","Red Meat"
"6896","May-2023",2023,5,"Cows","628","Federally Inspected","Dressed","Red Meat"
"6897","Apr-2023",2023,4,"Cows","630","Federally Inspected","Dressed","Red Meat"
"6898","Mar-2023",2023,3,"Cows","640","Federally Inspected","Dressed","Red Meat"
"6899","Feb-2023",2023,2,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6900","Jan-2023",2023,1,"Cows","639","Federally Inspected","Dressed","Red Meat"
"6901","Dec-2022",2022,12,"Cows","632","Federally Inspected","Dressed","Red Meat"
"6902","Nov-2022",2022,11,"Cows","622","Federally Inspected","Dressed","Red Meat"
"6903","Oct-2022",2022,10,"Cows","616","Federally Inspected","Dressed","Red Meat"
"6904","Sep-2022",2022,9,"Cows","615","Federally Inspected","Dressed","Red Meat"
"6905","Aug-2022",2022,8,"Cows","617","Federally Inspected","Dressed","Red Meat"
"6906","Jul-2022",2022,7,"Cows","618","Federally Inspected","Dressed","Red Meat"
"6907","Jun-2022",2022,6,"Cows","626","Federally Inspected","Dressed","Red Meat"
"6908","May-2022",2022,5,"Cows","629","Federally Inspected","Dressed","Red Meat"
"6909","Apr-2022",2022,4,"Cows","637","Federally Inspected","Dressed","Red Meat"
"6910","Mar-2022",2022,3,"Cows","655","Federally Inspected","Dressed","Red Meat"
"6911","Feb-2022",2022,2,"Cows","658","Federally Inspected","Dressed","Red Meat"
"6912","Jan-2022",2022,1,"Cows","649","Federally Inspected","Dressed","Red Meat"
"6913","Dec-2021",2021,12,"Cows","635","Federally Inspected","Dressed","Red Meat"
"6914","Nov-2021",2021,11,"Cows","621","Federally Inspected","Dressed","Red Meat"
"6915","Oct-2021",2021,10,"Cows","619","Federally Inspected","Dressed","Red Meat"
"6916","Sep-2021",2021,9,"Cows","621","Federally Inspected","Dressed","Red Meat"
"6917","Aug-2021",2021,8,"Cows","622","Federally Inspected","Dressed","Red Meat"
"6918","Jul-2021",2021,7,"Cows","625","Federally Inspected","Dressed","Red Meat"
"6919","Jun-2021",2021,6,"Cows","638","Federally Inspected","Dressed","Red Meat"
"6920","May-2021",2021,5,"Cows","645","Federally Inspected","Dressed","Red Meat"
"6921","Apr-2021",2021,4,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6922","Mar-2021",2021,3,"Cows","656","Federally Inspected","Dressed","Red Meat"
"6923","Feb-2021",2021,2,"Cows","663","Federally Inspected","Dressed","Red Meat"
"6924","Jan-2021",2021,1,"Cows","655","Federally Inspected","Dressed","Red Meat"
"6925","Dec-2020",2020,12,"Cows","639","Federally Inspected","Dressed","Red Meat"
"6926","Nov-2020",2020,11,"Cows","628","Federally Inspected","Dressed","Red Meat"
"6927","Oct-2020",2020,10,"Cows","623","Federally Inspected","Dressed","Red Meat"
"6928","Sep-2020",2020,9,"Cows","633","Federally Inspected","Dressed","Red Meat"
"6929","Aug-2020",2020,8,"Cows","626","Federally Inspected","Dressed","Red Meat"
"6930","Jul-2020",2020,7,"Cows","636","Federally Inspected","Dressed","Red Meat"
"6931","Jun-2020",2020,6,"Cows","649","Federally Inspected","Dressed","Red Meat"
"6932","May-2020",2020,5,"Cows","652","Federally Inspected","Dressed","Red Meat"
"6933","Apr-2020",2020,4,"Cows","652","Federally Inspected","Dressed","Red Meat"
"6934","Mar-2020",2020,3,"Cows","656","Federally Inspected","Dressed","Red Meat"
"6935","Feb-2020",2020,2,"Cows","656","Federally Inspected","Dressed","Red Meat"
"6936","Jan-2020",2020,1,"Cows","643","Federally Inspected","Dressed","Red Meat"
"6937","Dec-2019",2019,12,"Cows","629","Federally Inspected","Dressed","Red Meat"
"6938","Nov-2019",2019,11,"Cows","627","Federally Inspected","Dressed","Red Meat"
"6939","Oct-2019",2019,10,"Cows","628","Federally Inspected","Dressed","Red Meat"
"6940","Sep-2019",2019,9,"Cows","636","Federally Inspected","Dressed","Red Meat"
"6941","Aug-2019",2019,8,"Cows","633","Federally Inspected","Dressed","Red Meat"
"6942","Jul-2019",2019,7,"Cows","643","Federally Inspected","Dressed","Red Meat"
"6943","Jun-2019",2019,6,"Cows","637","Federally Inspected","Dressed","Red Meat"
"6944","May-2019",2019,5,"Cows","645","Federally Inspected","Dressed","Red Meat"
"6945","Apr-2019",2019,4,"Cows","651","Federally Inspected","Dressed","Red Meat"
"6946","Mar-2019",2019,3,"Cows","648","Federally Inspected","Dressed","Red Meat"
"6947","Feb-2019",2019,2,"Cows","650","Federally Inspected","Dressed","Red Meat"
"6948","Jan-2019",2019,1,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6949","Dec-2018",2018,12,"Cows","633","Federally Inspected","Dressed","Red Meat"
"6950","Nov-2018",2018,11,"Cows","629","Federally Inspected","Dressed","Red Meat"
"6951","Oct-2018",2018,10,"Cows","629","Federally Inspected","Dressed","Red Meat"
"6952","Sep-2018",2018,9,"Cows","639","Federally Inspected","Dressed","Red Meat"
"6953","Aug-2018",2018,8,"Cows","638","Federally Inspected","Dressed","Red Meat"
"6954","Jul-2018",2018,7,"Cows","642","Federally Inspected","Dressed","Red Meat"
"6955","Jun-2018",2018,6,"Cows","641","Federally Inspected","Dressed","Red Meat"
"6956","May-2018",2018,5,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6957","Apr-2018",2018,4,"Cows","658","Federally Inspected","Dressed","Red Meat"
"6958","Mar-2018",2018,3,"Cows","666","Federally Inspected","Dressed","Red Meat"
"6959","Feb-2018",2018,2,"Cows","664","Federally Inspected","Dressed","Red Meat"
"6960","Jan-2018",2018,1,"Cows","658","Federally Inspected","Dressed","Red Meat"
"6961","Dec-2017",2017,12,"Cows","643","Federally Inspected","Dressed","Red Meat"
"6962","Nov-2017",2017,11,"Cows","633","Federally Inspected","Dressed","Red Meat"
"6963","Oct-2017",2017,10,"Cows","628","Federally Inspected","Dressed","Red Meat"
"6964","Sep-2017",2017,9,"Cows","638","Federally Inspected","Dressed","Red Meat"
"6965","Aug-2017",2017,8,"Cows","633","Federally Inspected","Dressed","Red Meat"
"6966","Jul-2017",2017,7,"Cows","639","Federally Inspected","Dressed","Red Meat"
"6967","Jun-2017",2017,6,"Cows","645","Federally Inspected","Dressed","Red Meat"
"6968","May-2017",2017,5,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6969","Apr-2017",2017,4,"Cows","655","Federally Inspected","Dressed","Red Meat"
"6970","Mar-2017",2017,3,"Cows","656","Federally Inspected","Dressed","Red Meat"
"6971","Feb-2017",2017,2,"Cows","652","Federally Inspected","Dressed","Red Meat"
"6972","Jan-2017",2017,1,"Cows","642","Federally Inspected","Dressed","Red Meat"
"6973","Dec-2016",2016,12,"Cows","638","Federally Inspected","Dressed","Red Meat"
"6974","Nov-2016",2016,11,"Cows","627","Federally Inspected","Dressed","Red Meat"
"6975","Oct-2016",2016,10,"Cows","635","Federally Inspected","Dressed","Red Meat"
"6976","Sep-2016",2016,9,"Cows","636","Federally Inspected","Dressed","Red Meat"
"6977","Aug-2016",2016,8,"Cows","635","Federally Inspected","Dressed","Red Meat"
"6978","Jul-2016",2016,7,"Cows","637","Federally Inspected","Dressed","Red Meat"
"6979","Jun-2016",2016,6,"Cows","646","Federally Inspected","Dressed","Red Meat"
"6980","May-2016",2016,5,"Cows","648","Federally Inspected","Dressed","Red Meat"
"6981","Apr-2016",2016,4,"Cows","648","Federally Inspected","Dressed","Red Meat"
"6982","Mar-2016",2016,3,"Cows","660","Federally Inspected","Dressed","Red Meat"
"6983","Feb-2016",2016,2,"Cows","654","Federally Inspected","Dressed","Red Meat"
"6984","Jan-2016",2016,1,"Cows","649","Federally Inspected","Dressed","Red Meat"
"6985","Dec-2015",2015,12,"Cows","638","Federally Inspected","Dressed","Red Meat"
"6986","Nov-2015",2015,11,"Cows","634","Federally Inspected","Dressed","Red Meat"
"6987","Oct-2015",2015,10,"Cows","630","Federally Inspected","Dressed","Red Meat"
"6988","Sep-2015",2015,9,"Cows","637","Federally Inspected","Dressed","Red Meat"
"6989","Aug-2015",2015,8,"Cows","637","Federally Inspected","Dressed","Red Meat"
"6990","Jul-2015",2015,7,"Cows","641","Federally Inspected","Dressed","Red Meat"
"6991","Jun-2015",2015,6,"Cows","647","Federally Inspected","Dressed","Red Meat"
"6992","May-2015",2015,5,"Cows","653","Federally Inspected","Dressed","Red Meat"
"6993","Apr-2015",2015,4,"Cows","654","Federally Inspected","Dressed","Red Meat"
"6994","Mar-2015",2015,3,"Cows","656","Federally Inspected","Dressed","Red Meat"
"6995","Feb-2015",2015,2,"Cows","662","Federally Inspected","Dressed","Red Meat"
"6996","Jan-2015",2015,1,"Cows","642","Federally Inspected","Dressed","Red Meat"
"6997","Dec-2014",2014,12,"Cows","631","Federally Inspected","Dressed","Red Meat"
"6998","Nov-2014",2014,11,"Cows","630","Federally Inspected","Dressed","Red Meat"
"6999","Oct-2014",2014,10,"Cows","625","Federally Inspected","Dressed","Red Meat"
"7000","Sep-2014",2014,9,"Cows","625","Federally Inspected","Dressed","Red Meat"
"7001","Aug-2014",2014,8,"Cows","624","Federally Inspected","Dressed","Red Meat"
"7002","Jul-2014",2014,7,"Cows","624","Federally Inspected","Dressed","Red Meat"
"7003","Jun-2014",2014,6,"Cows","627","Federally Inspected","Dressed","Red Meat"
"7004","May-2014",2014,5,"Cows","632","Federally Inspected","Dressed","Red Meat"
"7005","Apr-2014",2014,4,"Cows","632","Federally Inspected","Dressed","Red Meat"
"7006","Mar-2014",2014,3,"Cows","628","Federally Inspected","Dressed","Red Meat"
"7007","Feb-2014",2014,2,"Cows","627","Federally Inspected","Dressed","Red Meat"
"7008","Jan-2014",2014,1,"Cows","623","Federally Inspected","Dressed","Red Meat"
"7009","Dec-2013",2013,12,"Cows","620","Federally Inspected","Dressed","Red Meat"
"7010","Nov-2013",2013,11,"Cows","620","Federally Inspected","Dressed","Red Meat"
"7011","Oct-2013",2013,10,"Cows","615","Federally Inspected","Dressed","Red Meat"
"7012","Sep-2013",2013,9,"Cows","612","Federally Inspected","Dressed","Red Meat"
"7013","Aug-2013",2013,8,"Cows","616","Federally Inspected","Dressed","Red Meat"
"7014","Jul-2013",2013,7,"Cows","619","Federally Inspected","Dressed","Red Meat"
"7015","Jun-2013",2013,6,"Cows","623","Federally Inspected","Dressed","Red Meat"
"7016","May-2013",2013,5,"Cows","620","Federally Inspected","Dressed","Red Meat"
"7017","Apr-2013",2013,4,"Cows","626","Federally Inspected","Dressed","Red Meat"
"7018","Mar-2013",2013,3,"Cows","625","Federally Inspected","Dressed","Red Meat"
"7019","Feb-2013",2013,2,"Cows","622","Federally Inspected","Dressed","Red Meat"
"7020","Jan-2013",2013,1,"Cows","620","Federally Inspected","Dressed","Red Meat"
"7021","Dec-2012",2012,12,"Cows","608","Federally Inspected","Dressed","Red Meat"
"7022","Nov-2012",2012,11,"Cows","602","Federally Inspected","Dressed","Red Meat"
"7023","Oct-2012",2012,10,"Cows","597","Federally Inspected","Dressed","Red Meat"
"7024","Sep-2012",2012,9,"Cows","599","Federally Inspected","Dressed","Red Meat"
"7025","Aug-2012",2012,8,"Cows","596","Federally Inspected","Dressed","Red Meat"
"7026","Jul-2012",2012,7,"Cows","603","Federally Inspected","Dressed","Red Meat"
"7027","Jun-2012",2012,6,"Cows","606","Federally Inspected","Dressed","Red Meat"
"7028","May-2012",2012,5,"Cows","612","Federally Inspected","Dressed","Red Meat"
"7029","Apr-2012",2012,4,"Cows","621","Federally Inspected","Dressed","Red Meat"
"7030","Mar-2012",2012,3,"Cows","626","Federally Inspected","Dressed","Red Meat"
"7031","Feb-2012",2012,2,"Cows","622","Federally Inspected","Dressed","Red Meat"
"7032","Jan-2012",2012,1,"Cows","605","Federally Inspected","Dressed","Red Meat"
"7033","Dec-2011",2011,12,"Cows","600","Federally Inspected","Dressed","Red Meat"
"7034","Nov-2011",2011,11,"Cows","587","Federally Inspected","Dressed","Red Meat"
"7035","Oct-2011",2011,10,"Cows","582","Federally Inspected","Dressed","Red Meat"
"7036","Sep-2011",2011,9,"Cows","579","Federally Inspected","Dressed","Red Meat"
"7037","Aug-2011",2011,8,"Cows","579","Federally Inspected","Dressed","Red Meat"
"7038","Jul-2011",2011,7,"Cows","588","Federally Inspected","Dressed","Red Meat"
"7039","Jun-2011",2011,6,"Cows","594","Federally Inspected","Dressed","Red Meat"
"7040","May-2011",2011,5,"Cows","602","Federally Inspected","Dressed","Red Meat"
"7041","Apr-2011",2011,4,"Cows","606","Federally Inspected","Dressed","Red Meat"
"7042","Mar-2011",2011,3,"Cows","613","Federally Inspected","Dressed","Red Meat"
"7043","Feb-2011",2011,2,"Cows","616","Federally Inspected","Dressed","Red Meat"
"7044","Jan-2011",2011,1,"Cows","613","Federally Inspected","Dressed","Red Meat"
"7045","Dec-2010",2010,12,"Cows","605","Federally Inspected","Dressed","Red Meat"
"7046","Nov-2010",2010,11,"Cows","599","Federally Inspected","Dressed","Red Meat"
"7047","Oct-2010",2010,10,"Cows","599","Federally Inspected","Dressed","Red Meat"
"7048","Sep-2010",2010,9,"Cows","598","Federally Inspected","Dressed","Red Meat"
"7049","Aug-2010",2010,8,"Cows","604","Federally Inspected","Dressed","Red Meat"
"7050","Jul-2010",2010,7,"Cows","604","Federally Inspected","Dressed","Red Meat"
"7051","Jun-2010",2010,6,"Cows","609","Federally Inspected","Dressed","Red Meat"
"7052","May-2010",2010,5,"Cows","610","Federally Inspected","Dressed","Red Meat"
"7053","Apr-2010",2010,4,"Cows","612","Federally Inspected","Dressed","Red Meat"
"7054","Mar-2010",2010,3,"Cows","616","Federally Inspected","Dressed","Red Meat"
"7055","Feb-2010",2010,2,"Cows","621","Federally Inspected","Dressed","Red Meat"
"7056","Jan-2010",2010,1,"Cows","610","Federally Inspected","Dressed","Red Meat"
"7057","Dec-2009",2009,12,"Cows","604","Federally Inspected","Dressed","Red Meat"
"7058","Nov-2009",2009,11,"Cows","599","Federally Inspected","Dressed","Red Meat"
"7059","Oct-2009",2009,10,"Cows","603","Federally Inspected","Dressed","Red Meat"
"7060","Sep-2009",2009,9,"Cows","606","Federally Inspected","Dressed","Red Meat"
"7061","Aug-2009",2009,8,"Cows","604","Federally Inspected","Dressed","Red Meat"
"7062","Jul-2009",2009,7,"Cows","604","Federally Inspected","Dressed","Red Meat"
"7063","Jun-2009",2009,6,"Cows","607","Federally Inspected","Dressed","Red Meat"
"7064","May-2009",2009,5,"Cows","612","Federally Inspected","Dressed","Red Meat"
"7065","Apr-2009",2009,4,"Cows","613","Federally Inspected","Dressed","Red Meat"
"7066","Mar-2009",2009,3,"Cows","628","Federally Inspected","Dressed","Red Meat"
"7067","Feb-2009",2009,2,"Cows","625","Federally Inspected","Dressed","Red Meat"
"7068","Jan-2009",2009,1,"Cows","614","Federally Inspected","Dressed","Red Meat"
"7069","Dec-2008",2008,12,"Cows","606","Federally Inspected","Dressed","Red Meat"
"7070","Nov-2008",2008,11,"Cows","598","Federally Inspected","Dressed","Red Meat"
"7071","Oct-2008",2008,10,"Cows","597","Federally Inspected","Dressed","Red Meat"
