"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"10810","Dec-1985","1985","12","Hogs",6639600,"Federally Inspected","Red Meat"
"10811","Nov-1985","1985","11","Hogs",6817500,"Federally Inspected","Red Meat"
"10812","Oct-1985","1985","10","Hogs",7565800,"Federally Inspected","Red Meat"
"10813","Sep-1985","1985","9","Hogs",6737600,"Federally Inspected","Red Meat"
"10814","Aug-1985","1985","8","Hogs",6809500,"Federally Inspected","Red Meat"
"10815","Jul-1985","1985","7","Hogs",6399400,"Federally Inspected","Red Meat"
"10816","Jun-1985","1985","6","Hogs",6209100,"Federally Inspected","Red Meat"
"10817","May-1985","1985","5","Hogs",7363700,"Federally Inspected","Red Meat"
"10818","Apr-1985","1985","4","Hogs",7177000,"Federally Inspected","Red Meat"
"10819","Mar-1985","1985","3","Hogs",6932000,"Federally Inspected","Red Meat"
"10820","Feb-1985","1985","2","Hogs",6208100,"Federally Inspected","Red Meat"
"10821","Jan-1985","1985","1","Hogs",7114100,"Federally Inspected","Red Meat"
"10822","Dec-1984","1984","12","Hogs",6728600,"Federally Inspected","Red Meat"
"10823","Nov-1984","1984","11","Hogs",7354300,"Federally Inspected","Red Meat"
"10824","Oct-1984","1984","10","Hogs",7908000,"Federally Inspected","Red Meat"
"10825","Sep-1984","1984","9","Hogs",6439400,"Federally Inspected","Red Meat"
"10826","Aug-1984","1984","8","Hogs",6627500,"Federally Inspected","Red Meat"
"10827","Jul-1984","1984","7","Hogs",5806300,"Federally Inspected","Red Meat"
"10828","Jun-1984","1984","6","Hogs",6392200,"Federally Inspected","Red Meat"
"10829","May-1984","1984","5","Hogs",7152800,"Federally Inspected","Red Meat"
"10830","Apr-1984","1984","4","Hogs",6952700,"Federally Inspected","Red Meat"
"10831","Mar-1984","1984","3","Hogs",7578200,"Federally Inspected","Red Meat"
"10832","Feb-1984","1984","2","Hogs",6591300,"Federally Inspected","Red Meat"
"10833","Jan-1984","1984","1","Hogs",6946700,"Federally Inspected","Red Meat"
"10834","Dec-1983","1983","12","Hogs",7514900,"Federally Inspected","Red Meat"
"10835","Nov-1983","1983","11","Hogs",8151900,"Federally Inspected","Red Meat"
"10836","Oct-1983","1983","10","Hogs",7829400,"Federally Inspected","Red Meat"
"10837","Sep-1983","1983","9","Hogs",7267700,"Federally Inspected","Red Meat"
"10838","Aug-1983","1983","8","Hogs",7082400,"Federally Inspected","Red Meat"
"10839","Jul-1983","1983","7","Hogs",6361700,"Federally Inspected","Red Meat"
"10840","Jun-1983","1983","6","Hogs",7028200,"Federally Inspected","Red Meat"
"10841","May-1983","1983","5","Hogs",6905300,"Federally Inspected","Red Meat"
"10842","Apr-1983","1983","4","Hogs",7085900,"Federally Inspected","Red Meat"
"10843","Mar-1983","1983","3","Hogs",7350300,"Federally Inspected","Red Meat"
"10844","Feb-1983","1983","2","Hogs",5762500,"Federally Inspected","Red Meat"
"10845","Jan-1983","1983","1","Hogs",6421200,"Federally Inspected","Red Meat"
"10846","Dec-1982","1982","12","Hogs",20068200,"Federally Inspected","Red Meat"
"10847","Dec-2023","2023","12","Barrows and Gilts",10498500,"Federally Inspected","Red Meat"
"10848","Nov-2023","2023","11","Barrows and Gilts",10799800,"Federally Inspected","Red Meat"
"10849","Oct-2023","2023","10","Barrows and Gilts",11064600,"Federally Inspected","Red Meat"
"10850","Sep-2023","2023","9","Barrows and Gilts",10145500,"Federally Inspected","Red Meat"
"10851","Aug-2023","2023","8","Barrows and Gilts",10735900,"Federally Inspected","Red Meat"
"10852","Jul-2023","2023","7","Barrows and Gilts",9271000,"Federally Inspected","Red Meat"
"10853","Jun-2023","2023","6","Barrows and Gilts",10058800,"Federally Inspected","Red Meat"
"10854","May-2023","2023","5","Barrows and Gilts",10231700,"Federally Inspected","Red Meat"
"10855","Apr-2023","2023","4","Barrows and Gilts",9472800,"Federally Inspected","Red Meat"
"10856","Mar-2023","2023","3","Barrows and Gilts",11111200,"Federally Inspected","Red Meat"
"10857","Feb-2023","2023","2","Barrows and Gilts",9666500,"Federally Inspected","Red Meat"
"10858","Jan-2023","2023","1","Barrows and Gilts",10789300,"Federally Inspected","Red Meat"
"10859","Dec-2022","2022","12","Barrows and Gilts",9975000,"Federally Inspected","Red Meat"
"10860","Nov-2022","2022","11","Barrows and Gilts",10589600,"Federally Inspected","Red Meat"
"10861","Oct-2022","2022","10","Barrows and Gilts",10566600,"Federally Inspected","Red Meat"
"10862","Sep-2022","2022","9","Barrows and Gilts",10312500,"Federally Inspected","Red Meat"
"10863","Aug-2022","2022","8","Barrows and Gilts",10623000,"Federally Inspected","Red Meat"
"10864","Jul-2022","2022","7","Barrows and Gilts",9000200,"Federally Inspected","Red Meat"
"10865","Jun-2022","2022","6","Barrows and Gilts",10155800,"Federally Inspected","Red Meat"
"10866","May-2022","2022","5","Barrows and Gilts",9717000,"Federally Inspected","Red Meat"
"10867","Apr-2022","2022","4","Barrows and Gilts",9766300,"Federally Inspected","Red Meat"
"10868","Mar-2022","2022","3","Barrows and Gilts",10885800,"Federally Inspected","Red Meat"
"10869","Feb-2022","2022","2","Barrows and Gilts",9636600,"Federally Inspected","Red Meat"
"10870","Jan-2022","2022","1","Barrows and Gilts",10085500,"Federally Inspected","Red Meat"
"10871","Dec-2021","2021","12","Barrows and Gilts",10720700,"Federally Inspected","Red Meat"
"10872","Nov-2021","2021","11","Barrows and Gilts",10801000,"Federally Inspected","Red Meat"
"10873","Oct-2021","2021","10","Barrows and Gilts",10746800,"Federally Inspected","Red Meat"
"10874","Sep-2021","2021","9","Barrows and Gilts",10419400,"Federally Inspected","Red Meat"
"10875","Aug-2021","2021","8","Barrows and Gilts",10262900,"Federally Inspected","Red Meat"
"10876","Jul-2021","2021","7","Barrows and Gilts",9463600,"Federally Inspected","Red Meat"
"10877","Jun-2021","2021","6","Barrows and Gilts",10298200,"Federally Inspected","Red Meat"
"10878","May-2021","2021","5","Barrows and Gilts",9330600,"Federally Inspected","Red Meat"
"10879","Apr-2021","2021","4","Barrows and Gilts",10471000,"Federally Inspected","Red Meat"
"10880","Mar-2021","2021","3","Barrows and Gilts",11341700,"Federally Inspected","Red Meat"
"10881","Feb-2021","2021","2","Barrows and Gilts",10110900,"Federally Inspected","Red Meat"
"10882","Jan-2021","2021","1","Barrows and Gilts",10894500,"Federally Inspected","Red Meat"
"10883","Dec-2020","2020","12","Barrows and Gilts",11109300,"Federally Inspected","Red Meat"
"10884","Nov-2020","2020","11","Barrows and Gilts",10687200,"Federally Inspected","Red Meat"
"10885","Oct-2020","2020","10","Barrows and Gilts",11644600,"Federally Inspected","Red Meat"
"10886","Sep-2020","2020","9","Barrows and Gilts",10655900,"Federally Inspected","Red Meat"
"10887","Aug-2020","2020","8","Barrows and Gilts",10748000,"Federally Inspected","Red Meat"
"10888","Jul-2020","2020","7","Barrows and Gilts",10851400,"Federally Inspected","Red Meat"
"10889","Jun-2020","2020","6","Barrows and Gilts",10785400,"Federally Inspected","Red Meat"
"10890","May-2020","2020","5","Barrows and Gilts",8226300,"Federally Inspected","Red Meat"
"10891","Apr-2020","2020","4","Barrows and Gilts",9032900,"Federally Inspected","Red Meat"
"10892","Mar-2020","2020","3","Barrows and Gilts",11568500,"Federally Inspected","Red Meat"
"10893","Feb-2020","2020","2","Barrows and Gilts",10393100,"Federally Inspected","Red Meat"
"10894","Jan-2020","2020","1","Barrows and Gilts",11446800,"Federally Inspected","Red Meat"
"10895","Dec-2019","2019","12","Barrows and Gilts",11053800,"Federally Inspected","Red Meat"
"10896","Nov-2019","2019","11","Barrows and Gilts",11005500,"Federally Inspected","Red Meat"
"10897","Oct-2019","2019","10","Barrows and Gilts",11932800,"Federally Inspected","Red Meat"
"10898","Sep-2019","2019","9","Barrows and Gilts",10311600,"Federally Inspected","Red Meat"
"10899","Aug-2019","2019","8","Barrows and Gilts",10521900,"Federally Inspected","Red Meat"
"10900","Jul-2019","2019","7","Barrows and Gilts",10240100,"Federally Inspected","Red Meat"
"10901","Jun-2019","2019","6","Barrows and Gilts",9667300,"Federally Inspected","Red Meat"
"10902","May-2019","2019","5","Barrows and Gilts",10015800,"Federally Inspected","Red Meat"
"10903","Apr-2019","2019","4","Barrows and Gilts",10237300,"Federally Inspected","Red Meat"
"10904","Mar-2019","2019","3","Barrows and Gilts",10384900,"Federally Inspected","Red Meat"
"10905","Feb-2019","2019","2","Barrows and Gilts",9788000,"Federally Inspected","Red Meat"
"10906","Jan-2019","2019","1","Barrows and Gilts",10685400,"Federally Inspected","Red Meat"
"10907","Dec-2018","2018","12","Barrows and Gilts",10132700,"Federally Inspected","Red Meat"
"10908","Nov-2018","2018","11","Barrows and Gilts",10697100,"Federally Inspected","Red Meat"
"10909","Oct-2018","2018","10","Barrows and Gilts",11254600,"Federally Inspected","Red Meat"
"10910","Sep-2018","2018","9","Barrows and Gilts",9324800,"Federally Inspected","Red Meat"
"10911","Aug-2018","2018","8","Barrows and Gilts",10777700,"Federally Inspected","Red Meat"
"10912","Jul-2018","2018","7","Barrows and Gilts",9260900,"Federally Inspected","Red Meat"
"10913","Jun-2018","2018","6","Barrows and Gilts",9276800,"Federally Inspected","Red Meat"
"10914","May-2018","2018","5","Barrows and Gilts",9870000,"Federally Inspected","Red Meat"
"10915","Apr-2018","2018","4","Barrows and Gilts",9664500,"Federally Inspected","Red Meat"
"10916","Mar-2018","2018","3","Barrows and Gilts",10372300,"Federally Inspected","Red Meat"
"10917","Feb-2018","2018","2","Barrows and Gilts",9312700,"Federally Inspected","Red Meat"
"10918","Jan-2018","2018","1","Barrows and Gilts",10358400,"Federally Inspected","Red Meat"
"10919","Dec-2017","2017","12","Barrows and Gilts",10126200,"Federally Inspected","Red Meat"
"10920","Nov-2017","2017","11","Barrows and Gilts",10204300,"Federally Inspected","Red Meat"
"10921","Oct-2017","2017","10","Barrows and Gilts",10630200,"Federally Inspected","Red Meat"
"10922","Sep-2017","2017","9","Barrows and Gilts",9948300,"Federally Inspected","Red Meat"
"10923","Aug-2017","2017","8","Barrows and Gilts",10292100,"Federally Inspected","Red Meat"
"10924","Jul-2017","2017","7","Barrows and Gilts",8705000,"Federally Inspected","Red Meat"
"10925","Jun-2017","2017","6","Barrows and Gilts",9520300,"Federally Inspected","Red Meat"
"10926","May-2017","2017","5","Barrows and Gilts",9600600,"Federally Inspected","Red Meat"
"10927","Apr-2017","2017","4","Barrows and Gilts",9020700,"Federally Inspected","Red Meat"
"10928","Mar-2017","2017","3","Barrows and Gilts",10307700,"Federally Inspected","Red Meat"
"10929","Feb-2017","2017","2","Barrows and Gilts",9050900,"Federally Inspected","Red Meat"
"10930","Jan-2017","2017","1","Barrows and Gilts",9788100,"Federally Inspected","Red Meat"
"10931","Dec-2016","2016","12","Barrows and Gilts",10126100,"Federally Inspected","Red Meat"
"10932","Nov-2016","2016","11","Barrows and Gilts",10260500,"Federally Inspected","Red Meat"
"10933","Oct-2016","2016","10","Barrows and Gilts",10098800,"Federally Inspected","Red Meat"
"10934","Sep-2016","2016","9","Barrows and Gilts",9819500,"Federally Inspected","Red Meat"
"10935","Aug-2016","2016","8","Barrows and Gilts",10020700,"Federally Inspected","Red Meat"
"10936","Jul-2016","2016","7","Barrows and Gilts",8446800,"Federally Inspected","Red Meat"
"10937","Jun-2016","2016","6","Barrows and Gilts",9239400,"Federally Inspected","Red Meat"
"10938","May-2016","2016","5","Barrows and Gilts",8859300,"Federally Inspected","Red Meat"
"10939","Apr-2016","2016","4","Barrows and Gilts",9041400,"Federally Inspected","Red Meat"
"10940","Mar-2016","2016","3","Barrows and Gilts",9736900,"Federally Inspected","Red Meat"
"10941","Feb-2016","2016","2","Barrows and Gilts",9105100,"Federally Inspected","Red Meat"
"10942","Jan-2016","2016","1","Barrows and Gilts",9429500,"Federally Inspected","Red Meat"
"10943","Dec-2015","2015","12","Barrows and Gilts",10021000,"Federally Inspected","Red Meat"
"10944","Nov-2015","2015","11","Barrows and Gilts",9463200,"Federally Inspected","Red Meat"
"10945","Oct-2015","2015","10","Barrows and Gilts",9904000,"Federally Inspected","Red Meat"
"10946","Sep-2015","2015","9","Barrows and Gilts",9385100,"Federally Inspected","Red Meat"
"10947","Aug-2015","2015","8","Barrows and Gilts",9019700,"Federally Inspected","Red Meat"
"10948","Jul-2015","2015","7","Barrows and Gilts",9062500,"Federally Inspected","Red Meat"
"10949","Jun-2015","2015","6","Barrows and Gilts",9087300,"Federally Inspected","Red Meat"
"10950","May-2015","2015","5","Barrows and Gilts",8434000,"Federally Inspected","Red Meat"
"10951","Apr-2015","2015","4","Barrows and Gilts",9353800,"Federally Inspected","Red Meat"
"10952","Mar-2015","2015","3","Barrows and Gilts",9547300,"Federally Inspected","Red Meat"
"10953","Feb-2015","2015","2","Barrows and Gilts",8775200,"Federally Inspected","Red Meat"
"10954","Jan-2015","2015","1","Barrows and Gilts",9435000,"Federally Inspected","Red Meat"
"10955","Dec-2014","2014","12","Barrows and Gilts",9501400,"Federally Inspected","Red Meat"
"10956","Nov-2014","2014","11","Barrows and Gilts",8509300,"Federally Inspected","Red Meat"
"10957","Oct-2014","2014","10","Barrows and Gilts",9588400,"Federally Inspected","Red Meat"
"10958","Sep-2014","2014","9","Barrows and Gilts",8496600,"Federally Inspected","Red Meat"
"10959","Aug-2014","2014","8","Barrows and Gilts",7952300,"Federally Inspected","Red Meat"
"10960","Jul-2014","2014","7","Barrows and Gilts",8136200,"Federally Inspected","Red Meat"
"10961","Jun-2014","2014","6","Barrows and Gilts",7794900,"Federally Inspected","Red Meat"
"10962","May-2014","2014","5","Barrows and Gilts",8311500,"Federally Inspected","Red Meat"
"10963","Apr-2014","2014","4","Barrows and Gilts",8526900,"Federally Inspected","Red Meat"
"10964","Mar-2014","2014","3","Barrows and Gilts",8355600,"Federally Inspected","Red Meat"
"10965","Feb-2014","2014","2","Barrows and Gilts",8365600,"Federally Inspected","Red Meat"
"10966","Jan-2014","2014","1","Barrows and Gilts",9459000,"Federally Inspected","Red Meat"
"10967","Dec-2013","2013","12","Barrows and Gilts",9396600,"Federally Inspected","Red Meat"
"10968","Nov-2013","2013","11","Barrows and Gilts",9317900,"Federally Inspected","Red Meat"
"10969","Oct-2013","2013","10","Barrows and Gilts",10036400,"Federally Inspected","Red Meat"
"10970","Sep-2013","2013","9","Barrows and Gilts",8691600,"Federally Inspected","Red Meat"
"10971","Aug-2013","2013","8","Barrows and Gilts",9196800,"Federally Inspected","Red Meat"
"10972","Jul-2013","2013","7","Barrows and Gilts",8730300,"Federally Inspected","Red Meat"
"10973","Jun-2013","2013","6","Barrows and Gilts",7884900,"Federally Inspected","Red Meat"
"10974","May-2013","2013","5","Barrows and Gilts",8859100,"Federally Inspected","Red Meat"
"10975","Apr-2013","2013","4","Barrows and Gilts",9005800,"Federally Inspected","Red Meat"
"10976","Mar-2013","2013","3","Barrows and Gilts",8977600,"Federally Inspected","Red Meat"
"10977","Feb-2013","2013","2","Barrows and Gilts",8275100,"Federally Inspected","Red Meat"
"10978","Jan-2013","2013","1","Barrows and Gilts",9592800,"Federally Inspected","Red Meat"
"10979","Dec-2012","2012","12","Barrows and Gilts",9132700,"Federally Inspected","Red Meat"
"10980","Nov-2012","2012","11","Barrows and Gilts",9743000,"Federally Inspected","Red Meat"
"10981","Oct-2012","2012","10","Barrows and Gilts",10447800,"Federally Inspected","Red Meat"
"10982","Sep-2012","2012","9","Barrows and Gilts",9097600,"Federally Inspected","Red Meat"
"10983","Aug-2012","2012","8","Barrows and Gilts",9541800,"Federally Inspected","Red Meat"
"10984","Jul-2012","2012","7","Barrows and Gilts",8222800,"Federally Inspected","Red Meat"
"10985","Jun-2012","2012","6","Barrows and Gilts",8208900,"Federally Inspected","Red Meat"
"10986","May-2012","2012","5","Barrows and Gilts",8931500,"Federally Inspected","Red Meat"
"10987","Apr-2012","2012","4","Barrows and Gilts",8500500,"Federally Inspected","Red Meat"
"10988","Mar-2012","2012","3","Barrows and Gilts",9177700,"Federally Inspected","Red Meat"
"10989","Feb-2012","2012","2","Barrows and Gilts",8711900,"Federally Inspected","Red Meat"
"10990","Jan-2012","2012","1","Barrows and Gilts",9195900,"Federally Inspected","Red Meat"
"10991","Dec-2011","2011","12","Barrows and Gilts",9578800,"Federally Inspected","Red Meat"
"10992","Nov-2011","2011","11","Barrows and Gilts",9672400,"Federally Inspected","Red Meat"
"10993","Oct-2011","2011","10","Barrows and Gilts",9530800,"Federally Inspected","Red Meat"
"10994","Sep-2011","2011","9","Barrows and Gilts",9308900,"Federally Inspected","Red Meat"
"10995","Aug-2011","2011","8","Barrows and Gilts",9141800,"Federally Inspected","Red Meat"
"10996","Jul-2011","2011","7","Barrows and Gilts",7834300,"Federally Inspected","Red Meat"
"10997","Jun-2011","2011","6","Barrows and Gilts",8569600,"Federally Inspected","Red Meat"
"10998","May-2011","2011","5","Barrows and Gilts",8202100,"Federally Inspected","Red Meat"
"10999","Apr-2011","2011","4","Barrows and Gilts",8295100,"Federally Inspected","Red Meat"
"11000","Mar-2011","2011","3","Barrows and Gilts",9500700,"Federally Inspected","Red Meat"
"11001","Feb-2011","2011","2","Barrows and Gilts",8193700,"Federally Inspected","Red Meat"
"11002","Jan-2011","2011","1","Barrows and Gilts",8772200,"Federally Inspected","Red Meat"
"11003","Dec-2010","2010","12","Barrows and Gilts",9556400,"Federally Inspected","Red Meat"
"11004","Nov-2010","2010","11","Barrows and Gilts",9610900,"Federally Inspected","Red Meat"
"11005","Oct-2010","2010","10","Barrows and Gilts",9365600,"Federally Inspected","Red Meat"
"11006","Sep-2010","2010","9","Barrows and Gilts",8976700,"Federally Inspected","Red Meat"
"11007","Aug-2010","2010","8","Barrows and Gilts",8758900,"Federally Inspected","Red Meat"
"11008","Jul-2010","2010","7","Barrows and Gilts",8125500,"Federally Inspected","Red Meat"
"11009","Jun-2010","2010","6","Barrows and Gilts",8691400,"Federally Inspected","Red Meat"
"11010","May-2010","2010","5","Barrows and Gilts",7647700,"Federally Inspected","Red Meat"
"11011","Apr-2010","2010","4","Barrows and Gilts",8703800,"Federally Inspected","Red Meat"
"11012","Mar-2010","2010","3","Barrows and Gilts",9626100,"Federally Inspected","Red Meat"
"11013","Feb-2010","2010","2","Barrows and Gilts",8356800,"Federally Inspected","Red Meat"
"11014","Jan-2010","2010","1","Barrows and Gilts",8562900,"Federally Inspected","Red Meat"
"11015","Dec-2009","2009","12","Barrows and Gilts",9433000,"Federally Inspected","Red Meat"
"11016","Nov-2009","2009","11","Barrows and Gilts",9099100,"Federally Inspected","Red Meat"
"11017","Oct-2009","2009","10","Barrows and Gilts",9903900,"Federally Inspected","Red Meat"
"11018","Sep-2009","2009","9","Barrows and Gilts",9519300,"Federally Inspected","Red Meat"
"11019","Aug-2009","2009","8","Barrows and Gilts",8929400,"Federally Inspected","Red Meat"
"11020","Jul-2009","2009","7","Barrows and Gilts",8741900,"Federally Inspected","Red Meat"
"11021","Jun-2009","2009","6","Barrows and Gilts",8779000,"Federally Inspected","Red Meat"
"11022","May-2009","2009","5","Barrows and Gilts",8105200,"Federally Inspected","Red Meat"
"11023","Apr-2009","2009","4","Barrows and Gilts",9053900,"Federally Inspected","Red Meat"
"11024","Mar-2009","2009","3","Barrows and Gilts",9273200,"Federally Inspected","Red Meat"
"11025","Feb-2009","2009","2","Barrows and Gilts",8568800,"Federally Inspected","Red Meat"
"11026","Jan-2009","2009","1","Barrows and Gilts",9544100,"Federally Inspected","Red Meat"
"11027","Dec-2008","2008","12","Barrows and Gilts",9749500,"Federally Inspected","Red Meat"
"11028","Nov-2008","2008","11","Barrows and Gilts",8970000,"Federally Inspected","Red Meat"
"11029","Oct-2008","2008","10","Barrows and Gilts",10303600,"Federally Inspected","Red Meat"
"11030","Sep-2008","2008","9","Barrows and Gilts",9543700,"Federally Inspected","Red Meat"
"11031","Aug-2008","2008","8","Barrows and Gilts",8844600,"Federally Inspected","Red Meat"
"11032","Jul-2008","2008","7","Barrows and Gilts",9024700,"Federally Inspected","Red Meat"
"11033","Jun-2008","2008","6","Barrows and Gilts",8458200,"Federally Inspected","Red Meat"
"11034","May-2008","2008","5","Barrows and Gilts",8646500,"Federally Inspected","Red Meat"
"11035","Apr-2008","2008","4","Barrows and Gilts",9558600,"Federally Inspected","Red Meat"
"11036","Mar-2008","2008","3","Barrows and Gilts",9242000,"Federally Inspected","Red Meat"
"11037","Feb-2008","2008","2","Barrows and Gilts",8991700,"Federally Inspected","Red Meat"
"11038","Jan-2008","2008","1","Barrows and Gilts",10127900,"Federally Inspected","Red Meat"
"11039","Dec-2007","2007","12","Barrows and Gilts",9300800,"Federally Inspected","Red Meat"
"11040","Nov-2007","2007","11","Barrows and Gilts",9633700,"Federally Inspected","Red Meat"
"11041","Oct-2007","2007","10","Barrows and Gilts",10202600,"Federally Inspected","Red Meat"
"11042","Sep-2007","2007","9","Barrows and Gilts",8390200,"Federally Inspected","Red Meat"
"11043","Aug-2007","2007","8","Barrows and Gilts",8960200,"Federally Inspected","Red Meat"
"11044","Jul-2007","2007","7","Barrows and Gilts",8007700,"Federally Inspected","Red Meat"
"11045","Jun-2007","2007","6","Barrows and Gilts",7912000,"Federally Inspected","Red Meat"
"11046","May-2007","2007","5","Barrows and Gilts",8355400,"Federally Inspected","Red Meat"
"11047","Apr-2007","2007","4","Barrows and Gilts",8087500,"Federally Inspected","Red Meat"
"11048","Mar-2007","2007","3","Barrows and Gilts",8790100,"Federally Inspected","Red Meat"
"11049","Feb-2007","2007","2","Barrows and Gilts",7757100,"Federally Inspected","Red Meat"
"11050","Jan-2007","2007","1","Barrows and Gilts",8954400,"Federally Inspected","Red Meat"
"11051","Dec-2006","2006","12","Barrows and Gilts",8484300,"Federally Inspected","Red Meat"
"11052","Nov-2006","2006","11","Barrows and Gilts",8953900,"Federally Inspected","Red Meat"
"11053","Oct-2006","2006","10","Barrows and Gilts",9220600,"Federally Inspected","Red Meat"
"11054","Sep-2006","2006","9","Barrows and Gilts",8434200,"Federally Inspected","Red Meat"
"11055","Aug-2006","2006","8","Barrows and Gilts",8682900,"Federally Inspected","Red Meat"
"11056","Jul-2006","2006","7","Barrows and Gilts",7530000,"Federally Inspected","Red Meat"
"11057","Jun-2006","2006","6","Barrows and Gilts",7943300,"Federally Inspected","Red Meat"
"11058","May-2006","2006","5","Barrows and Gilts",8141400,"Federally Inspected","Red Meat"
"11059","Apr-2006","2006","4","Barrows and Gilts",7615000,"Federally Inspected","Red Meat"
"11060","Mar-2006","2006","3","Barrows and Gilts",8836700,"Federally Inspected","Red Meat"
"11061","Feb-2006","2006","2","Barrows and Gilts",7720400,"Federally Inspected","Red Meat"
"11062","Jan-2006","2006","1","Barrows and Gilts",8550700,"Federally Inspected","Red Meat"
"11063","Dec-2005","2005","12","Barrows and Gilts",8847500,"Federally Inspected","Red Meat"
"11064","Nov-2005","2005","11","Barrows and Gilts",8748100,"Federally Inspected","Red Meat"
"11065","Oct-2005","2005","10","Barrows and Gilts",8741500,"Federally Inspected","Red Meat"
"11066","Sep-2005","2005","9","Barrows and Gilts",8487200,"Federally Inspected","Red Meat"
"11067","Aug-2005","2005","8","Barrows and Gilts",8589800,"Federally Inspected","Red Meat"
"11068","Jul-2005","2005","7","Barrows and Gilts",7327400,"Federally Inspected","Red Meat"
"11069","Jun-2005","2005","6","Barrows and Gilts",8176200,"Federally Inspected","Red Meat"
"11070","May-2005","2005","5","Barrows and Gilts",7660800,"Federally Inspected","Red Meat"
"11071","Apr-2005","2005","4","Barrows and Gilts",8094900,"Federally Inspected","Red Meat"
"11072","Mar-2005","2005","3","Barrows and Gilts",8555600,"Federally Inspected","Red Meat"
"11073","Feb-2005","2005","2","Barrows and Gilts",7769300,"Federally Inspected","Red Meat"
"11074","Jan-2005","2005","1","Barrows and Gilts",8125000,"Federally Inspected","Red Meat"
"11075","Dec-2004","2004","12","Barrows and Gilts",8848300,"Federally Inspected","Red Meat"
"11076","Nov-2004","2004","11","Barrows and Gilts",8586600,"Federally Inspected","Red Meat"
"11077","Oct-2004","2004","10","Barrows and Gilts",8598500,"Federally Inspected","Red Meat"
"11078","Sep-2004","2004","9","Barrows and Gilts",8600700,"Federally Inspected","Red Meat"
"11079","Aug-2004","2004","8","Barrows and Gilts",8317100,"Federally Inspected","Red Meat"
"11080","Jul-2004","2004","7","Barrows and Gilts",7718100,"Federally Inspected","Red Meat"
"11081","Jun-2004","2004","6","Barrows and Gilts",8114200,"Federally Inspected","Red Meat"
"11082","May-2004","2004","5","Barrows and Gilts",7220100,"Federally Inspected","Red Meat"
"11083","Apr-2004","2004","4","Barrows and Gilts",8262000,"Federally Inspected","Red Meat"
"11084","Mar-2004","2004","3","Barrows and Gilts",8614700,"Federally Inspected","Red Meat"
"11085","Feb-2004","2004","2","Barrows and Gilts",7527700,"Federally Inspected","Red Meat"
"11086","Jan-2004","2004","1","Barrows and Gilts",8423000,"Federally Inspected","Red Meat"
"11087","Dec-2003","2003","12","Barrows and Gilts",8953200,"Federally Inspected","Red Meat"
"11088","Nov-2003","2003","11","Barrows and Gilts",8243100,"Federally Inspected","Red Meat"
"11089","Oct-2003","2003","10","Barrows and Gilts",9238900,"Federally Inspected","Red Meat"
"11090","Sep-2003","2003","9","Barrows and Gilts",8165200,"Federally Inspected","Red Meat"
"11091","Aug-2003","2003","8","Barrows and Gilts",7668400,"Federally Inspected","Red Meat"
"11092","Jul-2003","2003","7","Barrows and Gilts",7702300,"Federally Inspected","Red Meat"
"11093","Jun-2003","2003","6","Barrows and Gilts",7369800,"Federally Inspected","Red Meat"
"11094","May-2003","2003","5","Barrows and Gilts",7425600,"Federally Inspected","Red Meat"
"11095","Apr-2003","2003","4","Barrows and Gilts",7952200,"Federally Inspected","Red Meat"
"11096","Mar-2003","2003","3","Barrows and Gilts",7780400,"Federally Inspected","Red Meat"
"11097","Feb-2003","2003","2","Barrows and Gilts",7338400,"Federally Inspected","Red Meat"
"11098","Jan-2003","2003","1","Barrows and Gilts",8404300,"Federally Inspected","Red Meat"
"11099","Dec-2002","2002","12","Barrows and Gilts",8253800,"Federally Inspected","Red Meat"
"11100","Nov-2002","2002","11","Barrows and Gilts",8267400,"Federally Inspected","Red Meat"
"11101","Oct-2002","2002","10","Barrows and Gilts",8959600,"Federally Inspected","Red Meat"
"11102","Sep-2002","2002","9","Barrows and Gilts",8102400,"Federally Inspected","Red Meat"
"11103","Aug-2002","2002","8","Barrows and Gilts",8100000,"Federally Inspected","Red Meat"
"11104","Jul-2002","2002","7","Barrows and Gilts",7645000,"Federally Inspected","Red Meat"
"11105","Jun-2002","2002","6","Barrows and Gilts",7144100,"Federally Inspected","Red Meat"
"11106","May-2002","2002","5","Barrows and Gilts",7920300,"Federally Inspected","Red Meat"
"11107","Apr-2002","2002","4","Barrows and Gilts",8039800,"Federally Inspected","Red Meat"
"11108","Mar-2002","2002","3","Barrows and Gilts",7606000,"Federally Inspected","Red Meat"
"11109","Feb-2002","2002","2","Barrows and Gilts",7154700,"Federally Inspected","Red Meat"
"11110","Jan-2002","2002","1","Barrows and Gilts",8265600,"Federally Inspected","Red Meat"
"11111","Dec-2001","2001","12","Barrows and Gilts",8036500,"Federally Inspected","Red Meat"
"11112","Nov-2001","2001","11","Barrows and Gilts",8333000,"Federally Inspected","Red Meat"
"11113","Oct-2001","2001","10","Barrows and Gilts",8903700,"Federally Inspected","Red Meat"
"11114","Sep-2001","2001","9","Barrows and Gilts",7424600,"Federally Inspected","Red Meat"
"11115","Aug-2001","2001","8","Barrows and Gilts",7963000,"Federally Inspected","Red Meat"
"11116","Jul-2001","2001","7","Barrows and Gilts",7068200,"Federally Inspected","Red Meat"
"11117","Jun-2001","2001","6","Barrows and Gilts",7099600,"Federally Inspected","Red Meat"
