"","Date","Year","Month","Animal","Weight","Type_Of_Meat"
"2958","Jul-2023",2023,7,"Turkey",437.9,"Poultry"
"2959","Jun-2023",2023,6,"Turkey",402.19,"Poultry"
"2960","May-2023",2023,5,"Turkey",367.97,"Poultry"
"2961","Apr-2023",2023,4,"Turkey",338.73,"Poultry"
"2962","Mar-2023",2023,3,"Turkey",317.48,"Poultry"
"2963","Feb-2023",2023,2,"Turkey",289.36,"Poultry"
"2964","Jan-2023",2023,1,"Turkey",189.72,"Poultry"
"2965","Dec-2022",2022,12,"Turkey",140.26,"Poultry"
"2966","Nov-2022",2022,11,"Turkey",283.58,"Poultry"
"2967","Oct-2022",2022,10,"Turkey",391.54,"Poultry"
"2968","Sep-2022",2022,9,"Turkey",438.26,"Poultry"
"2969","Aug-2022",2022,8,"Turkey",425.85,"Poultry"
"2970","Jul-2022",2022,7,"Turkey",411.86,"Poultry"
"2971","Jun-2022",2022,6,"Turkey",377.59,"Poultry"
"2972","May-2022",2022,5,"Turkey",332.51,"Poultry"
"2973","Apr-2022",2022,4,"Turkey",308.09,"Poultry"
"2974","Mar-2022",2022,3,"Turkey",292.9,"Poultry"
"2975","Feb-2022",2022,2,"Turkey",243.75,"Poultry"
"2976","Jan-2022",2022,1,"Turkey",165.75,"Poultry"
"2977","Dec-2021",2021,12,"Turkey",139.67,"Poultry"
"2978","Nov-2021",2021,11,"Turkey",302,"Poultry"
"2979","Oct-2021",2021,10,"Turkey",414.13,"Poultry"
"2980","Sep-2021",2021,9,"Turkey",428.06,"Poultry"
"2981","Aug-2021",2021,8,"Turkey",435.48,"Poultry"
"2982","Jul-2021",2021,7,"Turkey",406,"Poultry"
"2983","Jun-2021",2021,6,"Turkey",390.66,"Poultry"
"2984","May-2021",2021,5,"Turkey",362.51,"Poultry"
"2985","Apr-2021",2021,4,"Turkey",350.59,"Poultry"
"2986","Mar-2021",2021,3,"Turkey",320.14,"Poultry"
"2987","Feb-2021",2021,2,"Turkey",301.41,"Poultry"
"2988","Jan-2021",2021,1,"Turkey",223.02,"Poultry"
"2989","Dec-2020",2020,12,"Turkey",192.56,"Poultry"
"2990","Nov-2020",2020,11,"Turkey",376.35,"Poultry"
"2991","Oct-2020",2020,10,"Turkey",501.13,"Poultry"
"2992","Sep-2020",2020,9,"Turkey",531.37,"Poultry"
"2993","Aug-2020",2020,8,"Turkey",522.33,"Poultry"
"2994","Jul-2020",2020,7,"Turkey",474.79,"Poultry"
"2995","Jun-2020",2020,6,"Turkey",420.13,"Poultry"
"2996","May-2020",2020,5,"Turkey",417.98,"Poultry"
"2997","Apr-2020",2020,4,"Turkey",387.5,"Poultry"
"2998","Mar-2020",2020,3,"Turkey",340.71,"Poultry"
"2999","Feb-2020",2020,2,"Turkey",301.62,"Poultry"
"3000","Jan-2020",2020,1,"Turkey",232.65,"Poultry"
"3001","Dec-2019",2019,12,"Turkey",222,"Poultry"
"3002","Nov-2019",2019,11,"Turkey",393.01,"Poultry"
"3003","Oct-2019",2019,10,"Turkey",528.39,"Poultry"
"3004","Sep-2019",2019,9,"Turkey",563.08,"Poultry"
"3005","Aug-2019",2019,8,"Turkey",557.03,"Poultry"
"3006","Jul-2019",2019,7,"Turkey",538.71,"Poultry"
"3007","Jun-2019",2019,6,"Turkey",494.44,"Poultry"
"3008","May-2019",2019,5,"Turkey",471.59,"Poultry"
"3009","Apr-2019",2019,4,"Turkey",470.34,"Poultry"
"3010","Mar-2019",2019,3,"Turkey",452.17,"Poultry"
"3011","Feb-2019",2019,2,"Turkey",390.97,"Poultry"
"3012","Jan-2019",2019,1,"Turkey",302.76,"Poultry"
"3013","Dec-2018",2018,12,"Turkey",274.17,"Poultry"
"3014","Nov-2018",2018,11,"Turkey",445.06,"Poultry"
"3015","Oct-2018",2018,10,"Turkey",564.75,"Poultry"
"3016","Sep-2018",2018,9,"Turkey",606.36,"Poultry"
"3017","Aug-2018",2018,8,"Turkey",594.93,"Poultry"
"3018","Jul-2018",2018,7,"Turkey",561.86,"Poultry"
"3019","Jun-2018",2018,6,"Turkey",536.03,"Poultry"
"3020","May-2018",2018,5,"Turkey",493.84,"Poultry"
"3021","Apr-2018",2018,4,"Turkey",462.99,"Poultry"
"3022","Mar-2018",2018,3,"Turkey",427.62,"Poultry"
"3023","Feb-2018",2018,2,"Turkey",375.19,"Poultry"
"3024","Jan-2018",2018,1,"Turkey",309.63,"Poultry"
"3025","Dec-2017",2017,12,"Turkey",288.54,"Poultry"
"3026","Nov-2017",2017,11,"Turkey",460.86,"Poultry"
"3027","Oct-2017",2017,10,"Turkey",569.96,"Poultry"
"3028","Sep-2017",2017,9,"Turkey",600.01,"Poultry"
"3029","Aug-2017",2017,8,"Turkey",595.62,"Poultry"
"3030","Jul-2017",2017,7,"Turkey",565.12,"Poultry"
"3031","Jun-2017",2017,6,"Turkey",529.9,"Poultry"
"3032","May-2017",2017,5,"Turkey",471.48,"Poultry"
"3033","Apr-2017",2017,4,"Turkey",428.75,"Poultry"
"3034","Mar-2017",2017,3,"Turkey",378.37,"Poultry"
"3035","Feb-2017",2017,2,"Turkey",339.49,"Poultry"
"3036","Jan-2017",2017,1,"Turkey",278.74,"Poultry"
"3037","Dec-2016",2016,12,"Turkey",236.86,"Poultry"
"3038","Nov-2016",2016,11,"Turkey",400.36,"Poultry"
"3039","Oct-2016",2016,10,"Turkey",511.2,"Poultry"
"3040","Sep-2016",2016,9,"Turkey",532.58,"Poultry"
"3041","Aug-2016",2016,8,"Turkey",530.28,"Poultry"
"3042","Jul-2016",2016,7,"Turkey",504.39,"Poultry"
"3043","Jun-2016",2016,6,"Turkey",454.15,"Poultry"
"3044","May-2016",2016,5,"Turkey",398.72,"Poultry"
"3045","Apr-2016",2016,4,"Turkey",368.07,"Poultry"
"3046","Mar-2016",2016,3,"Turkey",341.09,"Poultry"
"3047","Feb-2016",2016,2,"Turkey",289.75,"Poultry"
"3048","Jan-2016",2016,1,"Turkey",201.01,"Poultry"
"3049","Dec-2015",2015,12,"Turkey",190.27,"Poultry"
"3050","Nov-2015",2015,11,"Turkey",351.83,"Poultry"
"3051","Oct-2015",2015,10,"Turkey",449.62,"Poultry"
"3052","Sep-2015",2015,9,"Turkey",477.58,"Poultry"
"3053","Aug-2015",2015,8,"Turkey",494.04,"Poultry"
"3054","Jul-2015",2015,7,"Turkey",462.02,"Poultry"
"3055","Jun-2015",2015,6,"Turkey",441.39,"Poultry"
"3056","May-2015",2015,5,"Turkey",394.42,"Poultry"
"3057","Apr-2015",2015,4,"Turkey",345.58,"Poultry"
"3058","Mar-2015",2015,3,"Turkey",321.34,"Poultry"
"3059","Feb-2015",2015,2,"Turkey",280.4,"Poultry"
"3060","Jan-2015",2015,1,"Turkey",193.43,"Poultry"
"3061","Dec-2014",2014,12,"Turkey",187.56,"Poultry"
"3062","Nov-2014",2014,11,"Turkey",390.65,"Poultry"
"3063","Oct-2014",2014,10,"Turkey",484.55,"Poultry"
"3064","Sep-2014",2014,9,"Turkey",494.79,"Poultry"
"3065","Aug-2014",2014,8,"Turkey",489.76,"Poultry"
"3066","Jul-2014",2014,7,"Turkey",462.59,"Poultry"
"3067","Jun-2014",2014,6,"Turkey",422.5,"Poultry"
"3068","May-2014",2014,5,"Turkey",375.01,"Poultry"
"3069","Apr-2014",2014,4,"Turkey",336.38,"Poultry"
"3070","Mar-2014",2014,3,"Turkey",310.76,"Poultry"
"3071","Feb-2014",2014,2,"Turkey",275.79,"Poultry"
"3072","Jan-2014",2014,1,"Turkey",237.41,"Poultry"
"3073","Dec-2013",2013,12,"Turkey",221.22,"Poultry"
"3074","Nov-2013",2013,11,"Turkey",434.49,"Poultry"
"3075","Oct-2013",2013,10,"Turkey",541.18,"Poultry"
"3076","Sep-2013",2013,9,"Turkey",580.07,"Poultry"
"3077","Aug-2013",2013,8,"Turkey",581.36,"Poultry"
"3078","Jul-2013",2013,7,"Turkey",566.48,"Poultry"
"3079","Jun-2013",2013,6,"Turkey",521.56,"Poultry"
"3080","May-2013",2013,5,"Turkey",457.58,"Poultry"
"3081","Apr-2013",2013,4,"Turkey",401.25,"Poultry"
"3082","Mar-2013",2013,3,"Turkey",394.76,"Poultry"
"3083","Feb-2013",2013,2,"Turkey",360.02,"Poultry"
"3084","Jan-2013",2013,1,"Turkey",296.48,"Poultry"
"3085","Dec-2012",2012,12,"Turkey",255.19,"Poultry"
"3086","Nov-2012",2012,11,"Turkey",453.38,"Poultry"
"3087","Oct-2012",2012,10,"Turkey",521.81,"Poultry"
"3088","Sep-2012",2012,9,"Turkey",547.77,"Poultry"
"3089","Aug-2012",2012,8,"Turkey",547.47,"Poultry"
"3090","Jul-2012",2012,7,"Turkey",547.09,"Poultry"
"3091","Jun-2012",2012,6,"Turkey",498.42,"Poultry"
"3092","May-2012",2012,5,"Turkey",438.38,"Poultry"
"3093","Apr-2012",2012,4,"Turkey",375.27,"Poultry"
"3094","Mar-2012",2012,3,"Turkey",349.58,"Poultry"
"3095","Feb-2012",2012,2,"Turkey",297.74,"Poultry"
"3096","Jan-2012",2012,1,"Turkey",210.79,"Poultry"
"3097","Dec-2011",2011,12,"Turkey",194.23,"Poultry"
"3098","Nov-2011",2011,11,"Turkey",406.86,"Poultry"
"3099","Oct-2011",2011,10,"Turkey",509.65,"Poultry"
"3100","Sep-2011",2011,9,"Turkey",528.4,"Poultry"
"3101","Aug-2011",2011,8,"Turkey",524.85,"Poultry"
"3102","Jul-2011",2011,7,"Turkey",508.66,"Poultry"
"3103","Jun-2011",2011,6,"Turkey",447.9,"Poultry"
"3104","May-2011",2011,5,"Turkey",364.5,"Poultry"
"3105","Apr-2011",2011,4,"Turkey",325.69,"Poultry"
"3106","Mar-2011",2011,3,"Turkey",288.98,"Poultry"
"3107","Feb-2011",2011,2,"Turkey",253.53,"Poultry"
"3108","Jan-2011",2011,1,"Turkey",191.56,"Poultry"
"3109","Dec-2010",2010,12,"Turkey",174.11,"Poultry"
"3110","Nov-2010",2010,11,"Turkey",410.16,"Poultry"
"3111","Oct-2010",2010,10,"Turkey",473.75,"Poultry"
"3112","Sep-2010",2010,9,"Turkey",502.18,"Poultry"
"3113","Aug-2010",2010,8,"Turkey",501.51,"Poultry"
"3114","Jul-2010",2010,7,"Turkey",507.17,"Poultry"
"3115","Jun-2010",2010,6,"Turkey",461.81,"Poultry"
"3116","May-2010",2010,5,"Turkey",422.06,"Poultry"
"3117","Apr-2010",2010,4,"Turkey",379.72,"Poultry"
"3118","Mar-2010",2010,3,"Turkey",342.42,"Poultry"
"3119","Feb-2010",2010,2,"Turkey",302.06,"Poultry"
"3120","Jan-2010",2010,1,"Turkey",261.84,"Poultry"
"3121","Dec-2009",2009,12,"Turkey",244.48,"Poultry"
"3122","Nov-2009",2009,11,"Turkey",517.46,"Poultry"
"3123","Oct-2009",2009,10,"Turkey",613.89,"Poultry"
"3124","Sep-2009",2009,9,"Turkey",653.55,"Poultry"
"3125","Aug-2009",2009,8,"Turkey",641.06,"Poultry"
"3126","Jul-2009",2009,7,"Turkey",594.74,"Poultry"
"3127","Jun-2009",2009,6,"Turkey",585.75,"Poultry"
"3128","May-2009",2009,5,"Turkey",571.71,"Poultry"
"3129","Apr-2009",2009,4,"Turkey",513.38,"Poultry"
"3130","Mar-2009",2009,3,"Turkey",462.4,"Poultry"
"3131","Feb-2009",2009,2,"Turkey",446.2,"Poultry"
"3132","Jan-2009",2009,1,"Turkey",396.14,"Poultry"
"3133","Dec-2008",2008,12,"Turkey",360.38,"Poultry"
"3134","Nov-2008",2008,11,"Turkey",577.98,"Poultry"
"3135","Oct-2008",2008,10,"Turkey",621.48,"Poultry"
"3136","Sep-2008",2008,9,"Turkey",629.24,"Poultry"
"3137","Aug-2008",2008,8,"Turkey",620.69,"Poultry"
"3138","Jul-2008",2008,7,"Turkey",562.69,"Poultry"
"3139","Jun-2008",2008,6,"Turkey",522.42,"Poultry"
"3140","May-2008",2008,5,"Turkey",491.28,"Poultry"
"3141","Apr-2008",2008,4,"Turkey",428.13,"Poultry"
"3142","Mar-2008",2008,3,"Turkey",416.69,"Poultry"
"3143","Feb-2008",2008,2,"Turkey",327.59,"Poultry"
"3144","Jan-2008",2008,1,"Turkey",260.59,"Poultry"
"3145","Dec-2007",2007,12,"Turkey",206.86,"Poultry"
"3146","Nov-2007",2007,11,"Turkey",416.97,"Poultry"
"3147","Oct-2007",2007,10,"Turkey",504.91,"Poultry"
"3148","Sep-2007",2007,9,"Turkey",524.39,"Poultry"
"3149","Aug-2007",2007,8,"Turkey",503.55,"Poultry"
"3150","Jul-2007",2007,7,"Turkey",448.41,"Poultry"
"3151","Jun-2007",2007,6,"Turkey",397.98,"Poultry"
"3152","May-2007",2007,5,"Turkey",360.22,"Poultry"
"3153","Apr-2007",2007,4,"Turkey",346.78,"Poultry"
"3154","Mar-2007",2007,3,"Turkey",312.88,"Poultry"
"3155","Feb-2007",2007,2,"Turkey",293.38,"Poultry"
"3156","Jan-2007",2007,1,"Turkey",218.36,"Poultry"
"3157","Dec-2006",2006,12,"Turkey",214.53,"Poultry"
"3158","Nov-2006",2006,11,"Turkey",404.17,"Poultry"
"3159","Oct-2006",2006,10,"Turkey",464.22,"Poultry"
"3160","Sep-2006",2006,9,"Turkey",500.26,"Poultry"
"3161","Aug-2006",2006,8,"Turkey",512.22,"Poultry"
"3162","Jul-2006",2006,7,"Turkey",507.47,"Poultry"
"3163","Jun-2006",2006,6,"Turkey",466.48,"Poultry"
"3164","May-2006",2006,5,"Turkey",423.73,"Poultry"
"3165","Apr-2006",2006,4,"Turkey",377.75,"Poultry"
"3166","Mar-2006",2006,3,"Turkey",315.68,"Poultry"
"3167","Feb-2006",2006,2,"Turkey",260.47,"Poultry"
"3168","Jan-2006",2006,1,"Turkey",206.17,"Poultry"
"3169","Dec-2005",2005,12,"Turkey",194.72,"Poultry"
"3170","Nov-2005",2005,11,"Turkey",417.61,"Poultry"
"3171","Oct-2005",2005,10,"Turkey",477.8,"Poultry"
"3172","Sep-2005",2005,9,"Turkey",523.12,"Poultry"
"3173","Aug-2005",2005,8,"Turkey",518.88,"Poultry"
"3174","Jul-2005",2005,7,"Turkey",506.3,"Poultry"
"3175","Jun-2005",2005,6,"Turkey",465.92,"Poultry"
"3176","May-2005",2005,5,"Turkey",440.12,"Poultry"
"3177","Apr-2005",2005,4,"Turkey",414.16,"Poultry"
"3178","Mar-2005",2005,3,"Turkey",379.41,"Poultry"
"3179","Feb-2005",2005,2,"Turkey",332.89,"Poultry"
"3180","Jan-2005",2005,1,"Turkey",288.36,"Poultry"
"3181","Dec-2004",2004,12,"Turkey",294.87,"Poultry"
"3182","Nov-2004",2004,11,"Turkey",472.34,"Poultry"
"3183","Oct-2004",2004,10,"Turkey",527.39,"Poultry"
"3184","Sep-2004",2004,9,"Turkey",600.19,"Poultry"
"3185","Aug-2004",2004,8,"Turkey",599.59,"Poultry"
"3186","Jul-2004",2004,7,"Turkey",597.58,"Poultry"
"3187","Jun-2004",2004,6,"Turkey",571.12,"Poultry"
"3188","May-2004",2004,5,"Turkey",548.77,"Poultry"
"3189","Apr-2004",2004,4,"Turkey",504.56,"Poultry"
"3190","Mar-2004",2004,3,"Turkey",471.68,"Poultry"
"3191","Feb-2004",2004,2,"Turkey",420.47,"Poultry"
"3192","Jan-2004",2004,1,"Turkey",354.04,"Poultry"
"3193","Dec-2003",2003,12,"Turkey",350.67,"Poultry"
"3194","Nov-2003",2003,11,"Turkey",582.68,"Poultry"
"3195","Oct-2003",2003,10,"Turkey",647.54,"Poultry"
"3196","Sep-2003",2003,9,"Turkey",706.5,"Poultry"
"3197","Aug-2003",2003,8,"Turkey",722.54,"Poultry"
"3198","Jul-2003",2003,7,"Turkey",718.21,"Poultry"
"3199","Jun-2003",2003,6,"Turkey",658.84,"Poultry"
"3200","May-2003",2003,5,"Turkey",573.47,"Poultry"
"3201","Apr-2003",2003,4,"Turkey",549.28,"Poultry"
"3202","Mar-2003",2003,3,"Turkey",492.74,"Poultry"
"3203","Feb-2003",2003,2,"Turkey",451.87,"Poultry"
"3204","Jan-2003",2003,1,"Turkey",333.05,"Poultry"
"3205","Dec-2002",2002,12,"Turkey",334.34,"Poultry"
"3206","Nov-2002",2002,11,"Turkey",624.94,"Poultry"
"3207","Oct-2002",2002,10,"Turkey",672.38,"Poultry"
"3208","Sep-2002",2002,9,"Turkey",685.62,"Poultry"
"3209","Aug-2002",2002,8,"Turkey",706.19,"Poultry"
"3210","Jul-2002",2002,7,"Turkey",644.1,"Poultry"
"3211","Jun-2002",2002,6,"Turkey",578.23,"Poultry"
"3212","May-2002",2002,5,"Turkey",515.19,"Poultry"
"3213","Apr-2002",2002,4,"Turkey",457.57,"Poultry"
"3214","Mar-2002",2002,3,"Turkey",413.24,"Poultry"
"3215","Feb-2002",2002,2,"Turkey",327.06,"Poultry"
"3216","Jan-2002",2002,1,"Turkey",240.52,"Poultry"
"3217","Dec-2001",2001,12,"Turkey",260.03,"Poultry"
"3218","Nov-2001",2001,11,"Turkey",497.93,"Poultry"
"3219","Oct-2001",2001,10,"Turkey",541.98,"Poultry"
"3220","Sep-2001",2001,9,"Turkey",545.31,"Poultry"
"3221","Aug-2001",2001,8,"Turkey",534.17,"Poultry"
"3222","Jul-2001",2001,7,"Turkey",506.69,"Poultry"
"3223","Jun-2001",2001,6,"Turkey",456.03,"Poultry"
"3224","May-2001",2001,5,"Turkey",392.61,"Poultry"
"3225","Apr-2001",2001,4,"Turkey",355.76,"Poultry"
"3226","Mar-2001",2001,3,"Turkey",333.52,"Poultry"
"3227","Feb-2001",2001,2,"Turkey",291.42,"Poultry"
"3228","Jan-2001",2001,1,"Turkey",241.28,"Poultry"
"3229","Dec-2000",2000,12,"Turkey",261.12,"Poultry"
"3230","Nov-2000",2000,11,"Turkey",473.9,"Poultry"
"3231","Oct-2000",2000,10,"Turkey",528.07,"Poultry"
"3232","Sep-2000",2000,9,"Turkey",524.93,"Poultry"
"3233","Aug-2000",2000,8,"Turkey",524.04,"Poultry"
"3234","Jul-2000",2000,7,"Turkey",506.79,"Poultry"
"3235","Jun-2000",2000,6,"Turkey",480.27,"Poultry"
"3236","May-2000",2000,5,"Turkey",416.87,"Poultry"
"3237","Apr-2000",2000,4,"Turkey",391.37,"Poultry"
"3238","Mar-2000",2000,3,"Turkey",353.9,"Poultry"
"3239","Feb-2000",2000,2,"Turkey",319.35,"Poultry"
"3240","Jan-2000",2000,1,"Turkey",254.25,"Poultry"
"3241","Dec-1999",1999,12,"Turkey",252.27,"Poultry"
"3242","Nov-1999",1999,11,"Turkey",494.5,"Poultry"
"3243","Oct-1999",1999,10,"Turkey",596.36,"Poultry"
"3244","Sep-1999",1999,9,"Turkey",580.31,"Poultry"
"3245","Aug-1999",1999,8,"Turkey",599.01,"Poultry"
"3246","Jul-1999",1999,7,"Turkey",556.14,"Poultry"
"3247","Jun-1999",1999,6,"Turkey",494.28,"Poultry"
"3248","May-1999",1999,5,"Turkey",455.41,"Poultry"
"3249","Apr-1999",1999,4,"Turkey",374.95,"Poultry"
"3250","Mar-1999",1999,3,"Turkey",375.63,"Poultry"
"3251","Feb-1999",1999,2,"Turkey",363.84,"Poultry"
"3252","Jan-1999",1999,1,"Turkey",304.31,"Poultry"
"3253","Dec-1998",1998,12,"Turkey",310.36,"Poultry"
"3254","Nov-1998",1998,11,"Turkey",658.73,"Poultry"
"3255","Oct-1998",1998,10,"Turkey",699.49,"Poultry"
"3256","Sep-1998",1998,9,"Turkey",706.83,"Poultry"
"3257","Aug-1998",1998,8,"Turkey",701.78,"Poultry"
"3258","Jul-1998",1998,7,"Turkey",656.5,"Poultry"
"3259","Jun-1998",1998,6,"Turkey",614.14,"Poultry"
"3260","May-1998",1998,5,"Turkey",579.66,"Poultry"
"3261","Apr-1998",1998,4,"Turkey",527.02,"Poultry"
"3262","Mar-1998",1998,3,"Turkey",512.67,"Poultry"
"3263","Feb-1998",1998,2,"Turkey",497.58,"Poultry"
"3264","Jan-1998",1998,1,"Turkey",415.05,"Poultry"
"3265","Dec-1997",1997,12,"Turkey",438.56,"Poultry"
"3266","Nov-1997",1997,11,"Turkey",736.64,"Poultry"
"3267","Oct-1997",1997,10,"Turkey",770.71,"Poultry"
"3268","Sep-1997",1997,9,"Turkey",742.01,"Poultry"
"3269","Aug-1997",1997,8,"Turkey",714.32,"Poultry"
"3270","Jul-1997",1997,7,"Turkey",667.85,"Poultry"
"3271","Jun-1997",1997,6,"Turkey",611.78,"Poultry"
"3272","May-1997",1997,5,"Turkey",543.27,"Poultry"
"3273","Apr-1997",1997,4,"Turkey",496.48,"Poultry"
"3274","Mar-1997",1997,3,"Turkey",446.38,"Poultry"
"3275","Feb-1997",1997,2,"Turkey",401.05,"Poultry"
"3276","Jan-1997",1997,1,"Turkey",327.95,"Poultry"
"3277","Dec-1996",1996,12,"Turkey",347.77,"Poultry"
"3278","Nov-1996",1996,11,"Turkey",658.3,"Poultry"
"3279","Oct-1996",1996,10,"Turkey",721.02,"Poultry"
"3280","Sep-1996",1996,9,"Turkey",723.19,"Poultry"
"3281","Aug-1996",1996,8,"Turkey",718.17,"Poultry"
"3282","Jul-1996",1996,7,"Turkey",679.74,"Poultry"
"3283","Jun-1996",1996,6,"Turkey",587.44,"Poultry"
"3284","May-1996",1996,5,"Turkey",514.54,"Poultry"
"3285","Apr-1996",1996,4,"Turkey",445.36,"Poultry"
"3286","Mar-1996",1996,3,"Turkey",423.1,"Poultry"
"3287","Feb-1996",1996,2,"Turkey",339.18,"Poultry"
"3288","Jan-1996",1996,1,"Turkey",271.33,"Poultry"
"3289","Dec-1995",1995,12,"Turkey",270.05,"Poultry"
"3290","Nov-1995",1995,11,"Turkey",644.2,"Poultry"
"3291","Oct-1995",1995,10,"Turkey",686.04,"Poultry"
"3292","Sep-1995",1995,9,"Turkey",655.29,"Poultry"
"3293","Aug-1995",1995,8,"Turkey",651.12,"Poultry"
"3294","Jul-1995",1995,7,"Turkey",598.79,"Poultry"
"3295","Jun-1995",1995,6,"Turkey",536.33,"Poultry"
"3296","May-1995",1995,5,"Turkey",466.15,"Poultry"
"3297","Apr-1995",1995,4,"Turkey",432.07,"Poultry"
"3298","Mar-1995",1995,3,"Turkey",359.54,"Poultry"
"3299","Feb-1995",1995,2,"Turkey",312.85,"Poultry"
"3300","Jan-1995",1995,1,"Turkey",254.44,"Poultry"
"3301","Dec-1994",1994,12,"Turkey",280.67,"Poultry"
"3302","Nov-1994",1994,11,"Turkey",636.23,"Poultry"
"3303","Oct-1994",1994,10,"Turkey",648.59,"Poultry"
"3304","Sep-1994",1994,9,"Turkey",623.42,"Poultry"
"3305","Aug-1994",1994,8,"Turkey",588.14,"Poultry"
"3306","Jul-1994",1994,7,"Turkey",539.23,"Poultry"
"3307","Jun-1994",1994,6,"Turkey",461.39,"Poultry"
"3308","May-1994",1994,5,"Turkey",399.14,"Poultry"
"3309","Apr-1994",1994,4,"Turkey",346.51,"Poultry"
"3310","Mar-1994",1994,3,"Turkey",304.84,"Poultry"
"3311","Feb-1994",1994,2,"Turkey",279.81,"Poultry"
"3312","Jan-1994",1994,1,"Turkey",249.05,"Poultry"
"3313","Dec-1993",1993,12,"Turkey",290.58,"Poultry"
"3314","Nov-1993",1993,11,"Turkey",683.62,"Poultry"
"3315","Oct-1993",1993,10,"Turkey",713.79,"Poultry"
"3316","Sep-1993",1993,9,"Turkey",678.59,"Poultry"
"3317","Aug-1993",1993,8,"Turkey",624.16,"Poultry"
"3318","Jul-1993",1993,7,"Turkey",556.15,"Poultry"
"3319","Jun-1993",1993,6,"Turkey",473.97,"Poultry"
"3320","May-1993",1993,5,"Turkey",424.4,"Poultry"
"3321","Apr-1993",1993,4,"Turkey",359.16,"Poultry"
"3322","Mar-1993",1993,3,"Turkey",359.83,"Poultry"
"3323","Feb-1993",1993,2,"Turkey",314.71,"Poultry"
"3324","Jan-1993",1993,1,"Turkey",271.72,"Poultry"
"3325","Dec-1992",1992,12,"Turkey",320.51,"Poultry"
"3326","Nov-1992",1992,11,"Turkey",714.69,"Poultry"
"3327","Oct-1992",1992,10,"Turkey",734.4,"Poultry"
"3328","Sep-1992",1992,9,"Turkey",684.23,"Poultry"
"3329","Aug-1992",1992,8,"Turkey",662.1,"Poultry"
"3330","Jul-1992",1992,7,"Turkey",580.11,"Poultry"
"3331","Jun-1992",1992,6,"Turkey",486.78,"Poultry"
"3332","May-1992",1992,5,"Turkey",430.2,"Poultry"
"3333","Apr-1992",1992,4,"Turkey",392.29,"Poultry"
"3334","Mar-1992",1992,3,"Turkey",354.05,"Poultry"
"3335","Feb-1992",1992,2,"Turkey",325.54,"Poultry"
"3336","Jan-1992",1992,1,"Turkey",264.13,"Poultry"
"3337","Dec-1991",1991,12,"Turkey",305.53,"Poultry"
"3338","Nov-1991",1991,11,"Turkey",653.04,"Poultry"
"3339","Oct-1991",1991,10,"Turkey",667.22,"Poultry"
"3340","Sep-1991",1991,9,"Turkey",625.85,"Poultry"
"3341","Aug-1991",1991,8,"Turkey",571.29,"Poultry"
"3342","Jul-1991",1991,7,"Turkey",503.06,"Poultry"
"3343","Jun-1991",1991,6,"Turkey",453.41,"Poultry"
"3344","May-1991",1991,5,"Turkey",408.46,"Poultry"
"3345","Apr-1991",1991,4,"Turkey",370,"Poultry"
"3346","Mar-1991",1991,3,"Turkey",342.22,"Poultry"
"3347","Feb-1991",1991,2,"Turkey",302.51,"Poultry"
"3348","Jan-1991",1991,1,"Turkey",306.42,"Poultry"
"3349","Dec-1990",1990,12,"Turkey",338.4,"Poultry"
"3350","Nov-1990",1990,11,"Turkey",625.12,"Poultry"
"3351","Oct-1990",1990,10,"Turkey",623.63,"Poultry"
"3352","Sep-1990",1990,9,"Turkey",593.13,"Poultry"
"3353","Aug-1990",1990,8,"Turkey",541.67,"Poultry"
"3354","Jul-1990",1990,7,"Turkey",481.29,"Poultry"
"3355","Jun-1990",1990,6,"Turkey",405.6,"Poultry"
"3356","May-1990",1990,5,"Turkey",354.94,"Poultry"
"3357","Apr-1990",1990,4,"Turkey",317.9,"Poultry"
"3358","Mar-1990",1990,3,"Turkey",276.29,"Poultry"
"3359","Feb-1990",1990,2,"Turkey",268.37,"Poultry"
"3360","Jan-1990",1990,1,"Turkey",235.94,"Poultry"
"3361","Dec-1989",1989,12,"Turkey",258.56,"Poultry"
"3362","Nov-1989",1989,11,"Turkey",571.81,"Poultry"
"3363","Oct-1989",1989,10,"Turkey",569.28,"Poultry"
"3364","Sep-1989",1989,9,"Turkey",574.3,"Poultry"
"3365","Aug-1989",1989,8,"Turkey",496.89,"Poultry"
"3366","Jul-1989",1989,7,"Turkey",454.61,"Poultry"
"3367","Jun-1989",1989,6,"Turkey",355.65,"Poultry"
"3368","May-1989",1989,5,"Turkey",298.7,"Poultry"
"3369","Apr-1989",1989,4,"Turkey",269.24,"Poultry"
"3370","Mar-1989",1989,3,"Turkey",263.11,"Poultry"
"3371","Feb-1989",1989,2,"Turkey",262.54,"Poultry"
"3372","Jan-1989",1989,1,"Turkey",249.75,"Poultry"
"3373","Dec-1988",1988,12,"Turkey",303.53,"Poultry"
"3374","Nov-1988",1988,11,"Turkey",583.31,"Poultry"
"3375","Oct-1988",1988,10,"Turkey",572.82,"Poultry"
"3376","Sep-1988",1988,9,"Turkey",551.89,"Poultry"
"3377","Aug-1988",1988,8,"Turkey",496.15,"Poultry"
"3378","Jul-1988",1988,7,"Turkey",456.79,"Poultry"
"3379","Jun-1988",1988,6,"Turkey",410.12,"Poultry"
"3380","May-1988",1988,5,"Turkey",370.73,"Poultry"
"3381","Apr-1988",1988,4,"Turkey",339.01,"Poultry"
"3382","Mar-1988",1988,3,"Turkey",321.52,"Poultry"
